"Uniprot_ID","unique_id","start_pos","end_pos","num_residues","fp","fn","ncpr","tcpr"
"P16278","P16278_24_677",24,677,654,0.0856269113149847,0.102446483180428,-0.0168195718654434,0.188073394495413
"Q9UHB7","Q9UHB7_899_1163",899,1163,265,0.132075471698113,0.10188679245283,0.030188679245283,0.233962264150943
"P27540","P27540_70_346",70,346,277,0.140794223826715,0.129963898916967,0.0108303249097473,0.270758122743682
"P27540","P27540_354_470",354,470,117,0.094017094017094,0.111111111111111,-0.0170940170940171,0.205128205128205
"P35222","P35222_131_781",131,781,651,0.0890937019969278,0.105990783410138,-0.0168970814132104,0.195084485407066
"Q9NRJ3","Q9NRJ3_20_127",20,127,108,0.203703703703704,0.0648148148148148,0.138888888888889,0.268518518518519
"P07766","P07766_1_207",1,207,207,0.115942028985507,0.120772946859903,-0.00483091787439614,0.236714975845411
"Q8N157","Q8N157_1048_1116",1048,1116,69,0.072463768115942,0.159420289855072,-0.0869565217391304,0.231884057971014
"Q92974","Q92974_439_582",439,582,144,0.145833333333333,0.125,0.0208333333333333,0.270833333333333
"Q16281","Q16281_626_669",626,669,44,0.136363636363636,0.136363636363636,0,0.272727272727273
"P78358","P78358_60_72",60,72,13,0.0769230769230769,0,0.0769230769230769,0.0769230769230769
"Q86VW2","Q86VW2_149_502",149,502,354,0.129943502824859,0.127118644067797,0.00282485875706215,0.257062146892655
"P46379","P46379_1008_1123",1008,1123,116,0.137931034482759,0.120689655172414,0.0172413793103448,0.258620689655172
"O75129","O75129_768_1339",768,1339,572,0.106643356643357,0.124125874125874,-0.0174825174825175,0.230769230769231
"P35414","P35414_243_330",243,330,88,0.0795454545454545,0.0340909090909091,0.0454545454545455,0.113636363636364
"Q9NQW6","Q9NQW6_712_1124",712,1124,413,0.130750605326877,0.113801452784504,0.0169491525423729,0.24455205811138
"P11021","P11021_418_637",418,637,220,0.145454545454545,0.190909090909091,-0.0454545454545455,0.336363636363636
"Q5SW96","Q5SW96_252_267",252,267,16,0.125,0.25,-0.125,0.375
"Q9H4Z3","Q9H4Z3_40_86",40,86,47,0.106382978723404,0.148936170212766,-0.0425531914893617,0.25531914893617
"Q9H4Z3","Q9H4Z3_174_672",174,672,499,0.13627254509018,0.132264529058116,0.00400801603206413,0.268537074148297
"Q96G97","Q96G97_2_398",2,398,397,0.0755667506297229,0.110831234256927,-0.035264483627204,0.18639798488665
"P53365","P53365_118_341",118,341,224,0.129464285714286,0.142857142857143,-0.0133928571428571,0.272321428571429
"Q8IYS0","Q8IYS0_318_504",318,504,187,0.133689839572193,0.133689839572193,0,0.267379679144385
"Q8IW19","Q8IW19_1_105",1,105,105,0.123809523809524,0.0761904761904762,0.0476190476190476,0.2
"Q8IW19","Q8IW19_360_451",360,451,92,0.130434782608696,0.130434782608696,0,0.260869565217391
"P51693","P51693_285_499",285,499,215,0.12093023255814,0.153488372093023,-0.0325581395348837,0.274418604651163
"Q12996","Q12996_1_717",1,717,717,0.149232914923291,0.143654114365411,0.00557880055788006,0.292887029288703
"P07306","P07306_148_291",148,291,144,0.0902777777777778,0.180555555555556,-0.0902777777777778,0.270833333333333
"O95999","O95999_1_115",1,115,115,0.2,0.191304347826087,0.00869565217391304,0.391304347826087
"Q9BZE9","Q9BZE9_317_553",317,553,237,0.130801687763713,0.143459915611814,-0.0126582278481013,0.274261603375527
"Q9BQI0","Q9BQI0_1_150",1,150,150,0.16,0.16,0,0.32
"P55196","P55196_1001_1096",1001,1096,96,0.135416666666667,0.104166666666667,0.03125,0.239583333333333
"P26232","P26232_651_953",651,953,303,0.125412541254125,0.118811881188119,0.0066006600660066,0.244224422442244
"Q9UBW5","Q9UBW5_11_245",11,245,235,0.161702127659574,0.170212765957447,-0.00851063829787234,0.331914893617021
"Q13542","Q13542_18_65",18,65,48,0.125,0.0833333333333333,0.0416666666666667,0.208333333333333
"Q9BZB8","Q9BZB8_294_566",294,566,273,0.131868131868132,0.0842490842490843,0.0476190476190476,0.216117216117216
"Q00536","Q00536_163_478",163,478,316,0.126582278481013,0.136075949367089,-0.00949367088607595,0.262658227848101
"O75128","O75128_1092_1106",1092,1106,15,0.4,0.0666666666666667,0.333333333333333,0.466666666666667
"P25054","P25054_2833_2843",2833,2843,11,0.0909090909090909,0,0.0909090909090909,0.0909090909090909
"P49336","P49336_1_404",1,404,404,0.148514851485149,0.138613861386139,0.0099009900990099,0.287128712871287
"P07358","P07358_55_591",55,591,537,0.124767225325885,0.119180633147114,0.00558659217877095,0.243947858472998
"Q9P218","Q9P218_741_832",741,832,92,0.0760869565217391,0.0543478260869565,0.0217391304347826,0.130434782608696
"P45973","P45973_18_75",18,75,58,0.206896551724138,0.224137931034483,-0.0172413793103448,0.431034482758621
"O95628","O95628_1_78",1,78,78,0.115384615384615,0.179487179487179,-0.0641025641025641,0.294871794871795
"Q8N1G2","Q8N1G2_126_550",126,550,425,0.117647058823529,0.152941176470588,-0.0352941176470588,0.270588235294118
"Q9Y3M2","Q9Y3M2_12_29",12,29,18,0.222222222222222,0.0555555555555556,0.166666666666667,0.277777777777778
"P23634","P23634_1086_1112",1086,1112,27,0.148148148148148,0.037037037037037,0.111111111111111,0.185185185185185
"Q9Y615","Q9Y615_1_65",1,65,65,0.153846153846154,0.0923076923076923,0.0615384615384615,0.246153846153846
"O75815","O75815_502_825",502,825,324,0.114197530864198,0.132716049382716,-0.0185185185185185,0.246913580246914
"P09543","P09543_186_399",186,399,214,0.14018691588785,0.121495327102804,0.0186915887850467,0.261682242990654
"O60306","O60306_1_1485",1,1485,1485,0.111784511784512,0.129292929292929,-0.0175084175084175,0.241077441077441
"P17405","P17405_49_631",49,631,583,0.0806174957118353,0.0874785591766724,-0.00686106346483705,0.168096054888508
"Q8NFD5","Q8NFD5_1038_1159",1038,1159,122,0.147540983606557,0.131147540983607,0.0163934426229508,0.278688524590164
"O60678","O60678_211_531",211,531,321,0.118380062305296,0.130841121495327,-0.0124610591900312,0.249221183800623
"P78536","P78536_581_642",581,642,62,0.145161290322581,0.161290322580645,-0.0161290322580645,0.306451612903226
"O00478","O00478_328_584",328,584,257,0.0972762645914397,0.151750972762646,-0.0544747081712062,0.249027237354086
"O15516","O15516_105_265",105,265,161,0.0745341614906832,0.142857142857143,-0.0683229813664596,0.217391304347826
"Q9H3F6","Q9H3F6_26_135",26,135,110,0.109090909090909,0.136363636363636,-0.0272727272727273,0.245454545454545
"P41223","P41223_1_144",1,144,144,0.201388888888889,0.138888888888889,0.0625,0.340277777777778
"P62258","P62258_1_234",1,234,234,0.132478632478632,0.183760683760684,-0.0512820512820513,0.316239316239316
"Q9ULI0","Q9ULI0_952_1086",952,1086,135,0.17037037037037,0.214814814814815,-0.0444444444444444,0.385185185185185
"P0DN86","P0DN86_21_165",21,165,145,0.110344827586207,0.0758620689655172,0.0344827586206897,0.186206896551724
"P04626","P04626_703_1047",703,1047,345,0.115942028985507,0.133333333333333,-0.0173913043478261,0.249275362318841
"P51686","P51686_23_341",23,341,319,0.0846394984326019,0.0564263322884013,0.0282131661442006,0.141065830721003
"P35790","P35790_1_457",1,457,457,0.118161925601751,0.12691466083151,-0.0087527352297593,0.24507658643326
"P47895","P47895_1_512",1,512,512,0.123046875,0.123046875,0,0.24609375
"Q13185","Q13185_29_86",29,86,58,0.155172413793103,0.224137931034483,-0.0689655172413793,0.379310344827586
"O14672","O14672_214_654",214,654,441,0.113378684807256,0.124716553287982,-0.0113378684807256,0.238095238095238
"P11171","P11171_210_488",210,488,279,0.139784946236559,0.136200716845878,0.003584229390681,0.275985663082437
"P50895","P50895_32_262",32,262,231,0.112554112554113,0.125541125541126,-0.012987012987013,0.238095238095238
"P30556","P30556_2_319",2,319,318,0.0943396226415094,0.050314465408805,0.0440251572327044,0.144654088050314
"P55789","P55789_81_205",81,205,125,0.168,0.176,-0.008,0.344
"P35226","P35226_121_235",121,235,115,0.217391304347826,0.165217391304348,0.0521739130434783,0.382608695652174
"Q96BP2","Q96BP2_1_118",1,118,118,0.203389830508475,0.101694915254237,0.101694915254237,0.305084745762712
"Q7L266","Q7L266_1_308",1,308,308,0.107142857142857,0.123376623376623,-0.0162337662337662,0.230519480519481
"Q9BUK0","Q9BUK0_1_85",1,85,85,0.176470588235294,0.129411764705882,0.0470588235294118,0.305882352941176
"Q16186","Q16186_1_407",1,407,407,0.0737100737100737,0.100737100737101,-0.027027027027027,0.174447174447174
"Q9UGN4","Q9UGN4_19_125",19,125,107,0.121495327102804,0.130841121495327,-0.00934579439252336,0.252336448598131
"Q9BR61","Q9BR61_42_137",42,137,96,0.145833333333333,0.114583333333333,0.03125,0.260416666666667
"Q9UHC6","Q9UHC6_35_181",35,181,147,0.0952380952380952,0.0884353741496599,0.00680272108843537,0.183673469387755
"P21730","P21730_30_333",30,333,304,0.0921052631578947,0.0460526315789474,0.0460526315789474,0.138157894736842
"P05089","P05089_1_322",1,322,322,0.114906832298137,0.118012422360248,-0.0031055900621118,0.232919254658385
"Q6ZNE5","Q6ZNE5_429_443",429,443,15,0.0666666666666667,0.2,-0.133333333333333,0.266666666666667
"Q8N1W1","Q8N1W1_1049_1194",1049,1194,146,0.157534246575342,0.143835616438356,0.0136986301369863,0.301369863013699
"Q5JTC6","Q5JTC6_496_508",496,508,13,0.0769230769230769,0.230769230769231,-0.153846153846154,0.307692307692308
"P29374","P29374_568_635",568,635,68,0.161764705882353,0.176470588235294,-0.0147058823529412,0.338235294117647
"O15169","O15169_74_220",74,220,147,0.129251700680272,0.136054421768707,-0.00680272108843537,0.26530612244898
"Q92688","Q92688_1_161",1,161,161,0.136645962732919,0.167701863354037,-0.031055900621118,0.304347826086957
"Q2TBE0","Q2TBE0_1_894",1,894,894,0.189038031319911,0.175615212527964,0.0134228187919463,0.364653243847875
"Q8IYD1","Q8IYD1_59_73",59,73,15,0,0.0666666666666667,-0.0666666666666667,0.0666666666666667
"P08912","P08912_21_224",21,224,204,0.0882352941176471,0.053921568627451,0.0343137254901961,0.142156862745098
"Q68CZ1","Q68CZ1_595_737",595,737,143,0.0769230769230769,0.132867132867133,-0.0559440559440559,0.20979020979021
"Q9BZS1","Q9BZS1_336_417",336,417,82,0.182926829268293,0.0975609756097561,0.0853658536585366,0.280487804878049
"P82279","P82279_1390_1406",1390,1406,17,0.117647058823529,0.117647058823529,0,0.235294117647059
"P28329","P28329_120_733",120,733,614,0.110749185667752,0.10586319218241,0.00488599348534202,0.216612377850163
"Q7Z6B0","Q7Z6B0_2_16",2,16,15,0,0.466666666666667,-0.466666666666667,0.466666666666667
"Q9H444","Q9H444_23_97",23,97,75,0.24,0.173333333333333,0.0666666666666667,0.413333333333333
"Q6NS38","Q6NS38_56_261",56,261,206,0.150485436893204,0.101941747572816,0.0485436893203883,0.252427184466019
"A9YTQ3","A9YTQ3_27_280",27,280,254,0.0984251968503937,0.094488188976378,0.00393700787401575,0.192913385826772
"Q9NZN5","Q9NZN5_67_151",67,151,85,0.105882352941176,0.0823529411764706,0.0235294117647059,0.188235294117647
"O95429","O95429_358_457",358,457,100,0.14,0.21,-0.07,0.35
"Q13895","Q13895_1_437",1,437,437,0.1441647597254,0.139588100686499,0.0045766590389016,0.283752860411899
"Q8N884","Q8N884_147_522",147,522,376,0.172872340425532,0.13563829787234,0.0372340425531915,0.308510638297872
"Q99708","Q99708_641_685",641,685,45,0.0666666666666667,0.155555555555556,-0.0888888888888889,0.222222222222222
"Q9NSY1","Q9NSY1_38_345",38,345,308,0.103896103896104,0.11038961038961,-0.00649350649350649,0.214285714285714
"Q9BYF1","Q9BYF1_1_805",1,805,805,0.0968944099378882,0.122981366459627,-0.0260869565217391,0.219875776397516
"Q9NZN9","Q9NZN9_171_316",171,316,146,0.171232876712329,0.150684931506849,0.0205479452054795,0.321917808219178
"Q9BXF3","Q9BXF3_424_538",424,538,115,0.165217391304348,0.182608695652174,-0.0173913043478261,0.347826086956522
"Q07812","Q07812_1_192",1,192,192,0.104166666666667,0.119791666666667,-0.015625,0.223958333333333
"P31749","P31749_1_480",1,480,480,0.1375,0.160416666666667,-0.0229166666666667,0.297916666666667
"P17927","P17927_41_1972",41,1972,1932,0.0890269151138716,0.0962732919254658,-0.0072463768115942,0.185300207039337
"Q12955","Q12955_4088_4199",4088,4199,112,0.0982142857142857,0.151785714285714,-0.0535714285714286,0.25
"P50750","P50750_1_372",1,372,372,0.139784946236559,0.118279569892473,0.021505376344086,0.258064516129032
"Q9HAR2","Q9HAR2_132_392",132,392,261,0.0996168582375479,0.134099616858238,-0.0344827586206897,0.233716475095785
"Q9NZU7","Q9NZU7_219_370",219,370,152,0.131578947368421,0.243421052631579,-0.111842105263158,0.375
"O14646","O14646_268_443",268,443,176,0.142045454545455,0.176136363636364,-0.0340909090909091,0.318181818181818
"O14646","O14646_1409_1511",1409,1511,103,0.223300970873786,0.135922330097087,0.087378640776699,0.359223300970874
"P20749","P20749_127_367",127,367,241,0.0912863070539419,0.0912863070539419,0,0.182572614107884
"P55008","P55008_2_147",2,147,146,0.171232876712329,0.178082191780822,-0.00684931506849315,0.349315068493151
"O00555","O00555_1954_1974",1954,1974,21,0.238095238095238,0.0476190476190476,0.19047619047619,0.285714285714286
"Q9UQB8","Q9UQB8_375_436",375,436,62,0.145161290322581,0.129032258064516,0.0161290322580645,0.274193548387097
"P54132","P54132_297_309",297,309,13,0,0.307692307692308,-0.307692307692308,0.307692307692308
"P54132","P54132_636_1298",636,1298,663,0.134238310708899,0.114630467571644,0.0196078431372549,0.248868778280543
"Q6DD88","Q6DD88_21_442",21,442,422,0.106635071090047,0.139810426540284,-0.033175355450237,0.246445497630332
"P25098","P25098_1_689",1,689,689,0.142235123367199,0.145137880986938,-0.00290275761973875,0.287373004354136
"P34972","P34972_235_325",235,325,91,0.120879120879121,0.032967032967033,0.0879120879120879,0.153846153846154
"P78540","P78540_24_329",24,329,306,0.0849673202614379,0.117647058823529,-0.0326797385620915,0.202614379084967
"Q8WZ19","Q8WZ19_27_144",27,144,118,0.110169491525424,0.101694915254237,0.00847457627118644,0.211864406779661
"P20020","P20020_1_1220",1,1220,1220,0.115573770491803,0.131967213114754,-0.0163934426229508,0.247540983606557
"P19087","P19087_331_354",331,354,24,0.125,0.166666666666667,-0.0416666666666667,0.291666666666667
"Q08043","Q08043_26_273",26,273,248,0.133064516129032,0.153225806451613,-0.0201612903225806,0.286290322580645
"P07492","P07492_41_50",41,50,10,0,0,0,0
"P53674","P53674_43_252",43,252,210,0.119047619047619,0.119047619047619,0,0.238095238095238
"Q9H9E3","Q9H9E3_525_785",525,785,261,0.103448275862069,0.137931034482759,-0.0344827586206897,0.241379310344828
"Q14050","Q14050_517_553",517,553,37,0.135135135135135,0.108108108108108,0.027027027027027,0.243243243243243
"O15085","O15085_40_126",40,126,87,0.114942528735632,0.0574712643678161,0.0574712643678161,0.172413793103448
"O15085","O15085_672_1085",672,1085,414,0.144927536231884,0.14975845410628,-0.00483091787439614,0.294685990338164
"Q8WYA1","Q8WYA1_360_477",360,477,118,0.110169491525424,0.11864406779661,-0.00847457627118644,0.228813559322034
"O95503","O95503_8_65",8,65,58,0.241379310344828,0.189655172413793,0.0517241379310345,0.431034482758621
"Q9Y3L3","Q9Y3L3_616_625",616,625,10,0,0,0,0
"Q14839","Q14839_145_225",145,225,81,0.135802469135802,0.123456790123457,0.0123456790123457,0.259259259259259
"Q2M2I8","Q2M2I8_27_365",27,365,339,0.109144542772861,0.112094395280236,-0.00294985250737463,0.221238938053097
"P56545","P56545_31_364",31,364,334,0.107784431137725,0.122754491017964,-0.0149700598802395,0.230538922155689
"O00154","O00154_209_378",209,378,170,0.117647058823529,0.117647058823529,0,0.235294117647059
"O00499","O00499_1_272",1,272,272,0.147058823529412,0.150735294117647,-0.00367647058823529,0.297794117647059
"Q14CW9","Q14CW9_197_276",197,276,80,0.1125,0.15,-0.0375,0.2625
"P17844","P17844_52_307",52,307,256,0.12109375,0.12109375,0,0.2421875
"P02730","P02730_1_911",1,911,911,0.0812294182217344,0.11635565312843,-0.0351262349066959,0.197585071350165
"Q96PY5","Q96PY5_1_379",1,379,379,0.131926121372032,0.134564643799472,-0.00263852242744063,0.266490765171504
"P06729","P06729_25_206",25,206,182,0.181318681318681,0.153846153846154,0.0274725274725275,0.335164835164835
"O95400","O95400_262_341",262,341,80,0.0875,0.1625,-0.075,0.25
"P02511","P02511_1_175",1,175,175,0.137142857142857,0.142857142857143,-0.00571428571428571,0.28
"Q9ULU8","Q9ULU8_522_634",522,634,113,0.132743362831858,0.115044247787611,0.0176991150442478,0.247787610619469
"P42081","P42081_26_134",26,134,109,0.100917431192661,0.110091743119266,-0.00917431192660551,0.211009174311927
"Q9Y2V2","Q9Y2V2_1_147",1,147,147,0.108843537414966,0.0952380952380952,0.0136054421768707,0.204081632653061
"P20963","P20963_1_164",1,164,164,0.152439024390244,0.121951219512195,0.0304878048780488,0.274390243902439
"Q01484","Q01484_28_873",28,873,846,0.0981087470449173,0.0933806146572104,0.00472813238770686,0.191489361702128
"Q9UL18","Q9UL18_1_857",1,857,857,0.128354725787631,0.0945157526254376,0.0338389731621937,0.222870478413069
"Q14011","Q14011_1_91",1,91,91,0.142857142857143,0.164835164835165,-0.021978021978022,0.307692307692308
"Q9H9F9","Q9H9F9_1_607",1,607,607,0.100494233937397,0.13838550247117,-0.0378912685337726,0.238879736408567
"Q9UQB9","Q9UQB9_36_305",36,305,270,0.155555555555556,0.133333333333333,0.0222222222222222,0.288888888888889
"Q9BVM4","Q9BVM4_1_153",1,153,153,0.111111111111111,0.124183006535948,-0.0130718954248366,0.235294117647059
"P30260","P30260_1_824",1,824,824,0.104368932038835,0.109223300970874,-0.00485436893203883,0.213592233009709
"P15169","P15169_21_458",21,458,438,0.107305936073059,0.111872146118721,-0.0045662100456621,0.219178082191781
"P16220","P16220_116_149",116,149,34,0.205882352941176,0.147058823529412,0.0588235294117647,0.352941176470588
"A6H8Y1","A6H8Y1_241_396",241,396,156,0.185897435897436,0.153846153846154,0.032051282051282,0.33974358974359
"Q9H2X3","Q9H2X3_101_399",101,399,299,0.120401337792642,0.157190635451505,-0.0367892976588629,0.277591973244147
"Q9NNX6","Q9NNX6_249_404",249,404,156,0.0833333333333333,0.121794871794872,-0.0384615384615385,0.205128205128205
"Q8IVF2","Q8IVF2_108_203",108,203,96,0.114583333333333,0.15625,-0.0416666666666667,0.270833333333333
"Q9UKV8","Q9UKV8_1_859",1,859,859,0.128055878928987,0.0931315483119907,0.0349243306169965,0.221187427240978
"Q99856","Q99856_216_351",216,351,136,0.154411764705882,0.139705882352941,0.0147058823529412,0.294117647058824
"Q13363","Q13363_28_379",28,379,352,0.102272727272727,0.125,-0.0227272727272727,0.227272727272727
"Q9HCK5","Q9HCK5_1_861",1,861,861,0.120789779326365,0.0917537746806039,0.0290360046457607,0.212543554006969
"Q99728","Q99728_26_140",26,140,115,0.147826086956522,0.130434782608696,0.0173913043478261,0.278260869565217
"Q13698","Q13698_747_760",747,760,14,0.142857142857143,0.285714285714286,-0.142857142857143,0.428571428571429
"Q13698","Q13698_1522_1542",1522,1542,21,0.238095238095238,0.142857142857143,0.0952380952380952,0.380952380952381
"Q99967","Q99967_216_269",216,269,54,0.0740740740740741,0.222222222222222,-0.148148148148148,0.296296296296296
"Q9NR48","Q9NR48_2026_2293",2026,2293,268,0.138059701492537,0.123134328358209,0.0149253731343284,0.261194029850746
"Q13409","Q13409_1_638",1,638,638,0.108150470219436,0.161442006269592,-0.0532915360501567,0.269592476489028
"Q96KC8","Q96KC8_327_385",327,385,59,0.135593220338983,0.135593220338983,0,0.271186440677966
"Q14126","Q14126_47_602",47,602,556,0.107913669064748,0.156474820143885,-0.0485611510791367,0.264388489208633
"Q13227","Q13227_53_90",53,90,38,0.184210526315789,0.263157894736842,-0.0789473684210526,0.447368421052632
"Q9Y3R0","Q9Y3R0_148_239",148,239,92,0.130434782608696,0.130434782608696,0,0.260869565217391
"P32238","P32238_329_357",329,357,29,0.103448275862069,0.0689655172413793,0.0344827586206897,0.172413793103448
"Q96B36","Q96B36_1_256",1,256,256,0.1015625,0.1640625,-0.0625,0.265625
"Q9BPX3","Q9BPX3_1_900",1,900,900,0.115555555555556,0.144444444444444,-0.0288888888888889,0.26
"Q66GS9","Q66GS9_82_144",82,144,63,0.222222222222222,0.158730158730159,0.0634920634920635,0.380952380952381
"Q99933","Q99933_144_334",144,334,191,0.141361256544503,0.167539267015707,-0.0261780104712042,0.308900523560209
"Q9BZZ5","Q9BZZ5_1_499",1,499,499,0.124248496993988,0.140280561122244,-0.0160320641282565,0.264529058116232
"Q8WUQ7","Q8WUQ7_637_758",637,758,122,0.180327868852459,0.10655737704918,0.0737704918032787,0.286885245901639
"Q9NWV8","Q9NWV8_1_329",1,329,329,0.0851063829787234,0.167173252279635,-0.0820668693009119,0.252279635258359
"O00512","O00512_344_396",344,396,53,0.0943396226415094,0.188679245283019,-0.0943396226415094,0.283018867924528
"Q9UHX3","Q9UHX3_25_260",25,260,236,0.0805084745762712,0.114406779661017,-0.0338983050847458,0.194915254237288
"Q7Z624","Q7Z624_61_323",61,323,263,0.106463878326996,0.133079847908745,-0.026615969581749,0.239543726235741
"Q9Y5B0","Q9Y5B0_582_600",582,600,19,0.0526315789473684,0.421052631578947,-0.368421052631579,0.473684210526316
"O14523","O14523_76_260",76,260,185,0.0864864864864865,0.12972972972973,-0.0432432432432432,0.216216216216216
"Q6UWZ7","Q6UWZ7_399_409",399,409,11,0.0909090909090909,0.0909090909090909,0,0.181818181818182
"O00409","O00409_112_210",112,210,99,0.151515151515152,0.0808080808080808,0.0707070707070707,0.232323232323232
"Q14004","Q14004_694_1039",694,1039,346,0.15028901734104,0.147398843930636,0.00289017341040462,0.297687861271676
"P42771","P42771_1_156",1,156,156,0.108974358974359,0.141025641025641,-0.032051282051282,0.25
"P41597","P41597_2_318",2,318,317,0.082018927444795,0.056782334384858,0.0252365930599369,0.138801261829653
"Q99741","Q99741_70_100",70,100,31,0.193548387096774,0.0645161290322581,0.129032258064516,0.258064516129032
"P09693","P09693_1_182",1,182,182,0.120879120879121,0.104395604395604,0.0164835164835165,0.225274725274725
"Q9Y243","Q9Y243_1_118",1,118,118,0.161016949152542,0.161016949152542,0,0.322033898305085
"Q9UIG0","Q9UIG0_1185_1235",1185,1235,51,0.156862745098039,0.156862745098039,0,0.313725490196078
"Q8WWN8","Q8WWN8_1404_1412",1404,1412,9,0,0.444444444444444,-0.444444444444444,0.444444444444444
"Q4VC44","Q4VC44_595_674",595,674,80,0.2,0.1,0.1,0.3
"P23771","P23771_260_370",260,370,111,0.18018018018018,0.036036036036036,0.144144144144144,0.216216216216216
"P16118","P16118_40_471",40,471,432,0.118055555555556,0.143518518518519,-0.025462962962963,0.261574074074074
"Q8NDI1","Q8NDI1_443_548",443,548,106,0.122641509433962,0.0849056603773585,0.0377358490566038,0.207547169811321
"Q9C005","Q9C005_1_99",1,99,99,0.111111111111111,0.161616161616162,-0.0505050505050505,0.272727272727273
"Q13322","Q13322_164_415",164,415,252,0.134920634920635,0.115079365079365,0.0198412698412698,0.25
"Q15370","Q15370_1_118",1,118,118,0.11864406779661,0.169491525423729,-0.0508474576271186,0.288135593220339
"Q14449","Q14449_106_356",106,356,251,0.127490039840637,0.119521912350598,0.00796812749003984,0.247011952191235
"Q16254","Q16254_11_86",11,86,76,0.171052631578947,0.105263157894737,0.0657894736842105,0.276315789473684
"Q9H2F5","Q9H2F5_644_671",644,671,28,0.0357142857142857,0.0714285714285714,-0.0357142857142857,0.107142857142857
"Q8WWM9","Q8WWM9_1_190",1,190,190,0.121052631578947,0.131578947368421,-0.0105263157894737,0.252631578947368
"Q14194","Q14194_1_572",1,572,572,0.103146853146853,0.108391608391608,-0.00524475524475524,0.211538461538462
"Q01543","Q01543_276_399",276,399,124,0.129032258064516,0.104838709677419,0.0241935483870968,0.233870967741935
"Q15329","Q15329_124_232",124,232,109,0.119266055045872,0.155963302752294,-0.036697247706422,0.275229357798165
"Q9HCU8","Q9HCU8_1_107",1,107,107,0.14018691588785,0.149532710280374,-0.00934579439252336,0.289719626168224
"O60479","O60479_131_186",131,186,56,0.214285714285714,0.0357142857142857,0.178571428571429,0.25
"Q96KQ7","Q96KQ7_419_552",419,552,134,0.119402985074627,0.126865671641791,-0.00746268656716418,0.246268656716418
"Q14195","Q14195_1_570",1,570,570,0.1,0.112280701754386,-0.012280701754386,0.212280701754386
"Q9HC35","Q9HC35_6_64",6,64,59,0.11864406779661,0.186440677966102,-0.0677966101694915,0.305084745762712
"Q9BPU6","Q9BPU6_1_564",1,564,564,0.108156028368794,0.113475177304965,-0.00531914893617021,0.221631205673759
"A0AVK6","A0AVK6_110_341",110,341,232,0.163793103448276,0.137931034482759,0.0258620689655172,0.301724137931034
"Q9UQ16","Q9UQ16_1_764",1,764,764,0.133507853403141,0.140052356020942,-0.00654450261780105,0.273560209424084
"Q9NTM9","Q9NTM9_1_273",1,273,273,0.124542124542125,0.113553113553114,0.010989010989011,0.238095238095238
"Q9UI36","Q9UI36_184_282",184,282,99,0.131313131313131,0.101010101010101,0.0303030303030303,0.232323232323232
"P15170","P15170_1_499",1,499,499,0.128256513026052,0.162324649298597,-0.0340681362725451,0.290581162324649
"P12314","P12314_16_289",16,289,274,0.0948905109489051,0.0802919708029197,0.0145985401459854,0.175182481751825
"Q9UKY1","Q9UKY1_60_153",60,153,94,0.0957446808510638,0.127659574468085,-0.0319148936170213,0.223404255319149
"Q9UKY1","Q9UKY1_655_731",655,731,77,0.155844155844156,0.0909090909090909,0.0649350649350649,0.246753246753247
