"Uniprot_ID","unique_id","N_Terminal_Status","C_Terminal_Status","Non_Tail_Status","FD_IDR_terminal_dist","start_pos","end_pos","num_residues","fp","fn","ncpr","tcpr"
"P56945","P56945_606_659",0,0,1,NA,606,659,54,0.111111111111111,0.111111111111111,0,0.222222222222222
"P56945","P56945_712_735",0,0,1,NA,712,735,24,0.0833333333333333,0.0833333333333333,0,0.166666666666667
"O94779","O94779_40_65",0,0,1,NA,40,65,26,0.115384615384615,0,0.115384615384615,0.115384615384615
"O94779","O94779_752_786",0,0,1,NA,752,786,35,0.142857142857143,0.0571428571428571,0.0857142857142857,0.2
"O94779","O94779_956_984",0,0,1,NA,956,984,29,0.103448275862069,0.0689655172413793,0.0344827586206897,0.172413793103448
"Q13825","Q13825_54_74",0,0,1,NA,54,74,21,0.142857142857143,0.0952380952380952,0.0476190476190476,0.238095238095238
"Q8WXF7","Q8WXF7_1_31",1,0,0,-30,1,31,31,0.225806451612903,0.225806451612903,0,0.451612903225806
"Q9Y294","Q9Y294_157_190",0,0,1,NA,157,190,34,0.0588235294117647,0.176470588235294,-0.117647058823529,0.235294117647059
"O14497","O14497_1_1013",1,0,0,-13,1,1013,1013,0.0444225074037512,0.0394866732477789,0.00493583415597236,0.0839091806515301
"O14497","O14497_1109_1660",0,0,1,NA,1109,1660,552,0.0778985507246377,0.0615942028985507,0.016304347826087,0.139492753623188
"O14497","O14497_1738_1804",0,0,1,NA,1738,1804,67,0.104477611940299,0.343283582089552,-0.238805970149254,0.447761194029851
"O14497","O14497_1845_1966",0,0,1,NA,1845,1966,122,0.114754098360656,0.163934426229508,-0.0491803278688525,0.278688524590164
"Q9UHR4","Q9UHR4_246_329",0,0,1,NA,246,329,84,0.107142857142857,0.0714285714285714,0.0357142857142857,0.178571428571429
"Q9UHR4","Q9UHR4_403_435",0,0,1,NA,403,435,33,0.0303030303030303,0.0909090909090909,-0.0606060606060606,0.121212121212121
"Q9UHR4","Q9UHR4_448_511",0,1,0,46,448,511,64,0.15625,0.09375,0.0625,0.25
"P55345","P55345_1_26",1,0,0,7,1,26,26,0.0384615384615385,0.230769230769231,-0.192307692307692,0.269230769230769
"Q9C0A0","Q9C0A0_42_73",0,0,1,NA,42,73,32,0.09375,0.0625,0.03125,0.15625
"Q9C0A0","Q9C0A0_1200_1225",0,0,1,NA,1200,1225,26,0.0769230769230769,0.115384615384615,-0.0384615384615385,0.192307692307692
"O60242","O60242_242_293",0,0,1,NA,242,293,52,0.192307692307692,0.153846153846154,0.0384615384615385,0.346153846153846
"O60242","O60242_363_383",0,0,1,NA,363,383,21,0.238095238095238,0.0476190476190476,0.19047619047619,0.285714285714286
"O60242","O60242_1217_1240",0,0,1,NA,1217,1240,24,0.0833333333333333,0.25,-0.166666666666667,0.333333333333333
"O60242","O60242_1307_1333",0,0,1,NA,1307,1333,27,0.111111111111111,0.148148148148148,-0.037037037037037,0.259259259259259
"O60242","O60242_1387_1418",0,0,1,NA,1387,1418,32,0.15625,0.15625,0,0.3125
"O60242","O60242_1449_1476",0,0,1,NA,1449,1476,28,0.142857142857143,0.142857142857143,0,0.285714285714286
"Q13535","Q13535_415_453",0,0,1,NA,415,453,39,0.205128205128205,0.102564102564103,0.102564102564103,0.307692307692308
"Q9Y4X5","Q9Y4X5_1_99",1,0,0,-98,1,99,99,0.0101010101010101,0.363636363636364,-0.353535353535354,0.373737373737374
"O14617","O14617_625_924",0,0,1,NA,625,924,300,0.256666666666667,0.223333333333333,0.0333333333333333,0.48
"P16278","P16278_646_677",0,1,0,-31,646,677,32,0.15625,0.125,0.03125,0.28125
"Q9UHB7","Q9UHB7_1_908",1,0,0,-9,1,908,908,0.16079295154185,0.129955947136564,0.0308370044052863,0.290748898678414
"Q9UHB7","Q9UHB7_1034_1082",0,0,1,NA,1034,1082,49,0.0408163265306122,0,0.0408163265306122,0.0408163265306122
"P27540","P27540_1_102",1,0,0,-32,1,102,102,0.156862745098039,0.196078431372549,-0.0392156862745098,0.352941176470588
"P27540","P27540_463_789",0,1,0,-7,463,789,327,0.0581039755351682,0.0703363914373089,-0.0122324159021407,0.128440366972477
"P35222","P35222_31_59",0,0,1,NA,31,59,29,0.0344827586206897,0.206896551724138,-0.172413793103448,0.241379310344828
"P35222","P35222_694_781",0,1,0,-87,694,781,88,0.0227272727272727,0.193181818181818,-0.170454545454545,0.215909090909091
"Q96P48","Q96P48_65_338",0,0,1,NA,65,338,274,0.0839416058394161,0.131386861313869,-0.0474452554744526,0.215328467153285
"Q9NRJ3","Q9NRJ3_87_127",0,1,0,-40,87,127,41,0.268292682926829,0.024390243902439,0.24390243902439,0.292682926829268
"P48052","P48052_260_280",0,0,1,NA,260,280,21,0,0.0476190476190476,-0.0476190476190476,0.0476190476190476
"P07766","P07766_154_207",0,1,0,-53,154,207,54,0.259259259259259,0.0740740740740741,0.185185185185185,0.333333333333333
"Q10570","Q10570_402_438",0,0,1,NA,402,438,37,0.189189189189189,0.162162162162162,0.027027027027027,0.351351351351351
"Q10570","Q10570_543_574",0,0,1,NA,543,574,32,0.15625,0.34375,-0.1875,0.5
"Q10570","Q10570_710_778",0,0,1,NA,710,778,69,0.115942028985507,0.231884057971014,-0.115942028985507,0.347826086956522
"Q10570","Q10570_897_926",0,0,1,NA,897,926,30,0.266666666666667,0.133333333333333,0.133333333333333,0.4
"Q8WXI2","Q8WXI2_322_395",0,0,1,NA,322,395,74,0.108108108108108,0.108108108108108,0,0.216216216216216
"Q8WXI2","Q8WXI2_449_514",0,0,1,NA,449,514,66,0.242424242424242,0.151515151515152,0.0909090909090909,0.393939393939394
"Q8WXI2","Q8WXI2_538_570",0,0,1,NA,538,570,33,0.333333333333333,0.0303030303030303,0.303030303030303,0.363636363636364
"Q8WXI2","Q8WXI2_679_767",0,0,1,NA,679,767,89,0.112359550561798,0.157303370786517,-0.0449438202247191,0.269662921348315
"Q8WXI2","Q8WXI2_798_827",0,0,1,NA,798,827,30,0.1,0.0666666666666667,0.0333333333333333,0.166666666666667
"Q8WXI2","Q8WXI2_863_909",0,0,1,NA,863,909,47,0.0638297872340425,0.446808510638298,-0.382978723404255,0.51063829787234
"Q8N157","Q8N157_1_335",1,0,0,713,1,335,335,0.188059701492537,0.197014925373134,-0.00895522388059702,0.385074626865672
"Q8N157","Q8N157_558_579",0,0,1,NA,558,579,22,0.0909090909090909,0.227272727272727,-0.136363636363636,0.318181818181818
"Q8N157","Q8N157_1112_1196",0,1,0,-4,1112,1196,85,0.2,0.164705882352941,0.0352941176470588,0.364705882352941
"Q92974","Q92974_1_33",1,0,0,406,1,33,33,0.333333333333333,0.212121212121212,0.121212121212121,0.545454545454545
"Q92974","Q92974_679_737",0,0,1,NA,679,737,59,0.101694915254237,0.169491525423729,-0.0677966101694915,0.271186440677966
"Q92974","Q92974_766_797",0,0,1,NA,766,797,32,0.21875,0.15625,0.0625,0.375
"Q92974","Q92974_825_986",0,1,0,243,825,986,162,0.141975308641975,0.222222222222222,-0.0802469135802469,0.364197530864198
"Q16281","Q16281_1_67",1,0,0,559,1,67,67,0.119402985074627,0.104477611940299,0.0149253731343284,0.223880597014925
"Q16281","Q16281_88_156",0,0,1,NA,88,156,69,0.159420289855072,0.159420289855072,0,0.318840579710145
"Q16281","Q16281_658_694",0,1,0,-11,658,694,37,0.162162162162162,0.189189189189189,-0.027027027027027,0.351351351351351
"Q9UM73","Q9UM73_20_45",0,0,1,NA,20,45,26,0.0769230769230769,0.0384615384615385,0.0384615384615385,0.115384615384615
"Q9UM73","Q9UM73_297_317",0,0,1,NA,297,317,21,0.142857142857143,0.238095238095238,-0.0952380952380952,0.380952380952381
"Q9UM73","Q9UM73_649_678",0,0,1,NA,649,678,30,0.2,0.133333333333333,0.0666666666666667,0.333333333333333
"Q9UM73","Q9UM73_925_954",0,0,1,NA,925,954,30,0,0.166666666666667,-0.166666666666667,0.166666666666667
"Q9UM73","Q9UM73_1405_1551",0,0,1,NA,1405,1551,147,0.142857142857143,0.108843537414966,0.0340136054421769,0.251700680272109
"P78358","P78358_1_75",1,0,0,-15,1,75,75,0.0666666666666667,0.0666666666666667,0,0.133333333333333
"Q5T5X7","Q5T5X7_83_127",0,0,1,NA,83,127,45,0.0888888888888889,0.133333333333333,-0.0444444444444444,0.222222222222222
"Q5T5X7","Q5T5X7_162_189",0,0,1,NA,162,189,28,0.107142857142857,0.142857142857143,-0.0357142857142857,0.25
"Q5T5X7","Q5T5X7_480_507",0,0,1,NA,480,507,28,0.0357142857142857,0.321428571428571,-0.285714285714286,0.357142857142857
"Q5T5X7","Q5T5X7_646_670",0,0,1,NA,646,670,25,0.24,0.16,0.08,0.4
"Q5T5X7","Q5T5X7_678_697",0,0,1,NA,678,697,20,0.2,0.3,-0.1,0.5
"O95994","O95994_24_46",0,0,1,NA,24,46,23,0.304347826086957,0.0869565217391304,0.217391304347826,0.391304347826087
"Q86VW2","Q86VW2_36_79",0,0,1,NA,36,79,44,0.0227272727272727,0.0227272727272727,0,0.0454545454545455
"Q86VW2","Q86VW2_126_157",0,0,1,NA,126,157,32,0.125,0.28125,-0.15625,0.40625
"Q86VW2","Q86VW2_476_580",0,1,0,-26,476,580,105,0.104761904761905,0.104761904761905,0,0.20952380952381
"O95671","O95671_218_283",0,0,1,NA,218,283,66,0.121212121212121,0.257575757575758,-0.136363636363636,0.378787878787879
"P46379","P46379_86_138",0,0,1,NA,86,138,53,0.0566037735849057,0.0377358490566038,0.0188679245283019,0.0943396226415094
"P46379","P46379_178_276",0,0,1,NA,178,276,99,0.0404040404040404,0.141414141414141,-0.101010101010101,0.181818181818182
"P46379","P46379_381_538",0,0,1,NA,381,538,158,0.0379746835443038,0.0316455696202532,0.00632911392405063,0.069620253164557
"P46379","P46379_552_632",0,0,1,NA,552,632,81,0,0.0123456790123457,-0.0123456790123457,0.0123456790123457
"P46379","P46379_644_695",0,0,1,NA,644,695,52,0,0.0576923076923077,-0.0576923076923077,0.0576923076923077
"P46379","P46379_937_1132",0,1,0,-186,937,1132,196,0.122448979591837,0.153061224489796,-0.0306122448979592,0.275510204081633
"O75129","O75129_1_28",1,0,0,740,1,28,28,0.142857142857143,0,0.142857142857143,0.142857142857143
"O75129","O75129_47_68",0,0,1,NA,47,68,22,0.136363636363636,0.0909090909090909,0.0454545454545455,0.227272727272727
"O75129","O75129_84_113",0,0,1,NA,84,113,30,0.0333333333333333,0,0.0333333333333333,0.0333333333333333
"O75129","O75129_290_348",0,0,1,NA,290,348,59,0.101694915254237,0.305084745762712,-0.203389830508475,0.406779661016949
"O75129","O75129_362_410",0,0,1,NA,362,410,49,0.204081632653061,0.102040816326531,0.102040816326531,0.306122448979592
"Q9BXJ0","Q9BXJ0_10_126",0,0,1,NA,10,126,117,0.102564102564103,0.111111111111111,-0.00854700854700855,0.213675213675214
"P35414","P35414_328_380",0,1,0,-2,328,380,53,0.0754716981132075,0.0943396226415094,-0.0188679245283019,0.169811320754717
"Q9NQW6","Q9NQW6_1_199",1,0,0,513,1,199,199,0.160804020100503,0.125628140703518,0.0351758793969849,0.28643216080402
"Q9NQW6","Q9NQW6_236_261",0,0,1,NA,236,261,26,0.115384615384615,0.0384615384615385,0.0769230769230769,0.153846153846154
"Q9NQW6","Q9NQW6_286_431",0,0,1,NA,286,431,146,0.150684931506849,0.089041095890411,0.0616438356164384,0.23972602739726
"Q9NQW6","Q9NQW6_446_514",0,0,1,NA,446,514,69,0.144927536231884,0.115942028985507,0.0289855072463768,0.260869565217391
"Q9NQW6","Q9NQW6_577_606",0,0,1,NA,577,606,30,0.0333333333333333,0.366666666666667,-0.333333333333333,0.4
"Q9NQW6","Q9NQW6_619_669",0,0,1,NA,619,669,51,0.176470588235294,0.196078431372549,-0.0196078431372549,0.372549019607843
"Q9NQW6","Q9NQW6_779_802",0,0,1,NA,779,802,24,0.25,0.0833333333333333,0.166666666666667,0.333333333333333
"P11021","P11021_518_537",0,0,1,NA,518,537,20,0.15,0.15,0,0.3
"P11021","P11021_631_654",0,1,0,-6,631,654,24,0.0833333333333333,0.25,-0.166666666666667,0.333333333333333
"O95704","O95704_59_97",0,0,1,NA,59,97,39,0.102564102564103,0.179487179487179,-0.0769230769230769,0.282051282051282
"Q7Z2E3","Q7Z2E3_117_184",0,0,1,NA,117,184,68,0.176470588235294,0.147058823529412,0.0294117647058824,0.323529411764706
"Q9UKL3","Q9UKL3_139_598",0,0,1,NA,139,598,460,0.21304347826087,0.169565217391304,0.0434782608695652,0.382608695652174
"Q9UKL3","Q9UKL3_851_1019",0,0,1,NA,851,1019,169,0.21301775147929,0.136094674556213,0.0769230769230769,0.349112426035503
"Q9UKL3","Q9UKL3_1153_1205",0,0,1,NA,1153,1205,53,0.207547169811321,0.188679245283019,0.0188679245283019,0.39622641509434
"Q9UKL3","Q9UKL3_1247_1288",0,0,1,NA,1247,1288,42,0.119047619047619,0.19047619047619,-0.0714285714285714,0.30952380952381
"Q9UKL3","Q9UKL3_1447_1524",0,0,1,NA,1447,1524,78,0.0512820512820513,0.179487179487179,-0.128205128205128,0.230769230769231
"Q9UKL3","Q9UKL3_1549_1620",0,0,1,NA,1549,1620,72,0.0972222222222222,0.180555555555556,-0.0833333333333333,0.277777777777778
"Q9UKL3","Q9UKL3_1794_1913",0,0,1,NA,1794,1913,120,0.191666666666667,0.141666666666667,0.05,0.333333333333333
"Q5SW96","Q5SW96_1_34",1,0,0,218,1,34,34,0.205882352941176,0.0588235294117647,0.147058823529412,0.264705882352941
"Q5SW96","Q5SW96_176_197",0,0,1,NA,176,197,22,0.272727272727273,0.272727272727273,0,0.545454545454545
"Q5SW96","Q5SW96_288_308",0,1,0,21,288,308,21,0.0476190476190476,0.285714285714286,-0.238095238095238,0.333333333333333
"Q9H4Z3","Q9H4Z3_1_36",1,0,0,4,1,36,36,0.0833333333333333,0.0833333333333333,0,0.166666666666667
"Q9H4Z3","Q9H4Z3_76_165",0,0,1,NA,76,165,90,0.1,0.111111111111111,-0.0111111111111111,0.211111111111111
"Q9H4Z3","Q9H4Z3_661_704",0,1,0,-11,661,704,44,0.136363636363636,0.136363636363636,0,0.272727272727273
"Q96G97","Q96G97_273_398",0,1,0,-125,273,398,126,0.0793650793650794,0.214285714285714,-0.134920634920635,0.293650793650794
"P53365","P53365_1_87",1,0,0,31,1,87,87,0.0459770114942529,0.137931034482759,-0.0919540229885057,0.183908045977011
"Q8IYS0","Q8IYS0_1_55",1,0,0,263,1,55,55,0.0545454545454545,0.2,-0.145454545454545,0.254545454545455
"Q8IYS0","Q8IYS0_210_321",0,0,1,NA,210,321,112,0.151785714285714,0.196428571428571,-0.0446428571428571,0.348214285714286
"Q8IYS0","Q8IYS0_517_542",0,0,1,NA,517,542,26,0.115384615384615,0.115384615384615,0,0.230769230769231
"P33240","P33240_98_129",0,0,1,NA,98,129,32,0.0625,0.21875,-0.15625,0.28125
"P33240","P33240_200_417",0,0,1,NA,200,417,218,0.0688073394495413,0.0688073394495413,0,0.137614678899083
"P33240","P33240_455_535",0,0,1,NA,455,535,81,0.0617283950617284,0.0493827160493827,0.0123456790123457,0.111111111111111
"Q8IW19","Q8IW19_1_20",1,0,0,-19,1,20,20,0.1,0.1,0,0.2
"Q8IW19","Q8IW19_129_148",0,0,1,NA,129,148,20,0.05,0.1,-0.05,0.15
"Q8IW19","Q8IW19_200_374",0,0,1,NA,200,374,175,0.102857142857143,0.148571428571429,-0.0457142857142857,0.251428571428571
"Q8IW19","Q8IW19_391_429",0,0,1,NA,391,429,39,0.0512820512820513,0.179487179487179,-0.128205128205128,0.230769230769231
"Q8IW19","Q8IW19_441_511",0,1,0,-10,441,511,71,0.126760563380282,0.394366197183099,-0.267605633802817,0.52112676056338
"P51693","P51693_1_20",1,0,0,265,1,20,20,0.15,0,0.15,0.15
"P51693","P51693_208_300",0,0,1,NA,208,300,93,0.043010752688172,0.21505376344086,-0.172043010752688,0.258064516129032
"P51693","P51693_460_576",0,0,1,NA,460,576,117,0.0854700854700855,0.170940170940171,-0.0854700854700855,0.256410256410256
"Q12996","Q12996_577_599",0,0,1,NA,577,599,23,0.173913043478261,0.0869565217391304,0.0869565217391304,0.260869565217391
"Q12996","Q12996_667_717",0,1,0,-50,667,717,51,0.176470588235294,0.196078431372549,-0.0196078431372549,0.372549019607843
"P07306","P07306_1_33",1,0,0,115,1,33,33,0.0909090909090909,0.181818181818182,-0.0909090909090909,0.272727272727273
"P07306","P07306_91_114",0,0,1,NA,91,114,24,0.208333333333333,0.0833333333333333,0.125,0.291666666666667
"O95999","O95999_127_150",0,0,1,NA,127,150,24,0.125,0.166666666666667,-0.0416666666666667,0.291666666666667
"O95999","O95999_185_233",0,1,0,70,185,233,49,0.0816326530612245,0.122448979591837,-0.0408163265306122,0.204081632653061
"Q9BZE9","Q9BZE9_1_20",1,0,0,297,1,20,20,0.05,0,0.05,0.05
"Q9BZE9","Q9BZE9_176_326",0,0,1,NA,176,326,151,0.125827814569536,0.145695364238411,-0.0198675496688742,0.271523178807947
"Q9BZE9","Q9BZE9_497_553",0,1,0,-56,497,553,57,0.140350877192982,0.087719298245614,0.0526315789473684,0.228070175438596
"Q9BQI0","Q9BQI0_128_150",0,1,0,-22,128,150,23,0.130434782608696,0.130434782608696,0,0.260869565217391
"P12643","P12643_84_125",0,0,1,NA,84,125,42,0.142857142857143,0.166666666666667,-0.0238095238095238,0.30952380952381
"P12643","P12643_266_295",0,0,1,NA,266,295,30,0.366666666666667,0.0666666666666667,0.3,0.433333333333333
"P55196","P55196_119_251",0,0,1,NA,119,251,133,0.263157894736842,0.195488721804511,0.0676691729323308,0.458646616541353
"P55196","P55196_347_383",0,0,1,NA,347,383,37,0.243243243243243,0.135135135135135,0.108108108108108,0.378378378378378
"P55196","P55196_516_598",0,0,1,NA,516,598,83,0.144578313253012,0.132530120481928,0.0120481927710843,0.27710843373494
"P55196","P55196_1101_1824",0,1,0,5,1101,1824,724,0.160220994475138,0.171270718232044,-0.0110497237569061,0.331491712707182
"P22004","P22004_23_205",0,0,1,NA,23,205,183,0.103825136612022,0.092896174863388,0.0109289617486339,0.19672131147541
"P22004","P22004_370_408",0,0,1,NA,370,408,39,0.205128205128205,0.0769230769230769,0.128205128205128,0.282051282051282
"P26232","P26232_38_59",0,0,1,NA,38,59,22,0.318181818181818,0,0.318181818181818,0.318181818181818
"P26232","P26232_636_660",0,0,1,NA,636,660,25,0.08,0.44,-0.36,0.52
"P26232","P26232_910_953",0,1,0,-43,910,953,44,0.25,0.136363636363636,0.113636363636364,0.386363636363636
"Q9H3M9","Q9H3M9_209_338",0,0,1,NA,209,338,130,0.1,0.223076923076923,-0.123076923076923,0.323076923076923
"Q9UBW5","Q9UBW5_251_565",0,1,0,6,251,565,315,0.0857142857142857,0.149206349206349,-0.0634920634920635,0.234920634920635
"P02461","P02461_87_1202",0,0,1,NA,87,1202,1116,0.0806451612903226,0.0707885304659498,0.00985663082437276,0.151433691756272
"Q07817","Q07817_16_75",0,0,1,NA,16,75,60,0.05,0.15,-0.1,0.2
"P02462","P02462_23_1461",0,0,1,NA,23,1461,1439,0.0833912439193885,0.0785267546907575,0.00486448922863099,0.161917998610146
"Q01955","Q01955_42_1460",0,0,1,NA,42,1460,1419,0.0930232558139535,0.0739957716701903,0.0190274841437632,0.167019027484144
"Q13542","Q13542_1_24",1,0,0,-6,1,24,24,0.0833333333333333,0,0.0833333333333333,0.0833333333333333
"Q13542","Q13542_61_120",0,1,0,-4,61,120,60,0.0833333333333333,0.15,-0.0666666666666667,0.233333333333333
"Q13131","Q13131_389_409",0,0,1,NA,389,409,21,0.238095238095238,0.0952380952380952,0.142857142857143,0.333333333333333
"Q13131","Q13131_483_541",0,0,1,NA,483,541,59,0.101694915254237,0.11864406779661,-0.0169491525423729,0.220338983050847
"Q9BZB8","Q9BZB8_106_257",0,0,1,NA,106,257,152,0.0855263157894737,0.0986842105263158,-0.0131578947368421,0.184210526315789
"Q9BZB8","Q9BZB8_547_566",0,1,0,-19,547,566,20,0.2,0.1,0.1,0.3
"Q00536","Q00536_1_115",1,0,0,48,1,115,115,0.147826086956522,0.156521739130435,-0.00869565217391304,0.304347826086957
"Q00536","Q00536_473_496",0,1,0,-5,473,496,24,0.125,0.166666666666667,-0.0416666666666667,0.291666666666667
"P07333","P07333_726_745",0,0,1,NA,726,745,20,0.1,0.25,-0.15,0.35
"P07333","P07333_914_954",0,0,1,NA,914,954,41,0.0975609756097561,0.219512195121951,-0.121951219512195,0.317073170731707
"O75128","O75128_1_48",1,0,0,1044,1,48,48,0.166666666666667,0.0625,0.104166666666667,0.229166666666667
"O75128","O75128_255_483",0,0,1,NA,255,483,229,0.117903930131004,0.14410480349345,-0.0262008733624454,0.262008733624454
"O75128","O75128_495_608",0,0,1,NA,495,608,114,0.043859649122807,0.219298245614035,-0.175438596491228,0.263157894736842
"O75128","O75128_658_700",0,0,1,NA,658,700,43,0.162790697674419,0.116279069767442,0.0465116279069767,0.27906976744186
"O75128","O75128_775_866",0,0,1,NA,775,866,92,0.130434782608696,0.0760869565217391,0.0543478260869565,0.206521739130435
"O75128","O75128_892_1148",0,0,1,NA,892,1148,257,0.120622568093385,0.120622568093385,0,0.24124513618677
"O75128","O75128_1179_1235",0,0,1,NA,1179,1235,57,0.0526315789473684,0.0701754385964912,-0.0175438596491228,0.12280701754386
"P00450","P00450_489_508",0,0,1,NA,489,508,20,0.05,0,0.05,0.05
"P25054","P25054_92_126",0,0,1,NA,92,126,35,0.142857142857143,0.0571428571428571,0.0857142857142857,0.2
"P25054","P25054_235_308",0,0,1,NA,235,308,74,0.0810810810810811,0.121621621621622,-0.0405405405405405,0.202702702702703
"P25054","P25054_771_994",0,0,1,NA,771,994,224,0.129464285714286,0.133928571428571,-0.00446428571428571,0.263392857142857
"P25054","P25054_1007_1252",0,0,1,NA,1007,1252,246,0.117886178861789,0.154471544715447,-0.0365853658536585,0.272357723577236
"P25054","P25054_1277_1487",0,0,1,NA,1277,1487,211,0.109004739336493,0.113744075829384,-0.004739336492891,0.222748815165877
"P25054","P25054_1518_2100",0,0,1,NA,1518,2100,583,0.13893653516295,0.173241852487136,-0.0343053173241852,0.312178387650086
"P25054","P25054_2123_2641",0,0,1,NA,2123,2641,519,0.15606936416185,0.0712909441233141,0.0847784200385356,0.227360308285164
"P25054","P25054_2664_2843",0,1,0,-179,2664,2843,180,0.122222222222222,0.0833333333333333,0.0388888888888889,0.205555555555556
"P49336","P49336_327_464",0,1,0,-77,327,464,138,0.072463768115942,0.101449275362319,-0.0289855072463768,0.173913043478261
"P07358","P07358_27_51",0,0,1,NA,27,51,25,0.2,0.04,0.16,0.24
"P07358","P07358_557_591",0,1,0,-34,557,591,35,0.142857142857143,0.0571428571428571,0.0857142857142857,0.2
