Sample description: chromixs
Sample: chromixs  c= 0 mg/ml  Code: chromixs
 5.134930e-001  4.204055e-003  1.138343e-004
 5.162630e-001  3.850176e-003  1.126346e-004
 5.190340e-001  3.967106e-003  1.123290e-004
 5.218050e-001  4.036289e-003  1.123362e-004
 5.245750e-001  3.866375e-003  1.117664e-004
 5.273460e-001  3.927625e-003  1.119587e-004
 5.301170e-001  3.957655e-003  1.104133e-004
 5.328870e-001  3.843944e-003  1.105360e-004
 5.356580e-001  3.615290e-003  1.104645e-004
 5.384290e-001  3.652557e-003  1.099973e-004
 5.411990e-001  3.720474e-003  1.091973e-004
 5.439700e-001  3.690381e-003  1.085749e-004
 5.467400e-001  3.744777e-003  1.095945e-004
 5.495110e-001  3.499997e-003  1.088744e-004
 5.522820e-001  3.679558e-003  1.080676e-004
 5.550520e-001  3.562940e-003  1.073506e-004
 5.578230e-001  3.629068e-003  1.077444e-004
 5.605940e-001  3.364060e-003  1.070520e-004
 5.633640e-001  3.419397e-003  1.068702e-004
 5.661350e-001  3.388308e-003  1.059091e-004
 5.689060e-001  3.365962e-003  1.064422e-004
 5.716760e-001  3.253639e-003  1.058882e-004
 5.744470e-001  3.485859e-003  1.071072e-004
 5.772180e-001  3.311405e-003  1.073919e-004
 5.799880e-001  3.342133e-003  1.081945e-004
 5.827590e-001  3.130164e-003  1.089159e-004
 5.855290e-001  3.308411e-003  1.101148e-004
 5.883000e-001  3.197744e-003  1.094095e-004
 5.910710e-001  2.996161e-003  1.097824e-004
 5.938410e-001  3.122317e-003  1.104896e-004
 5.966120e-001  3.184795e-003  1.108314e-004
 5.993830e-001  3.082908e-003  1.102785e-004
 6.021530e-001  3.141685e-003  1.109182e-004
 6.049240e-001  2.789958e-003  1.105821e-004
 6.076950e-001  2.999470e-003  1.114801e-004
 6.104650e-001  2.952089e-003  1.105189e-004
 6.132360e-001  2.982458e-003  1.086534e-004
 6.160070e-001  2.842472e-003  1.081180e-004
 6.187770e-001  2.956360e-003  1.074352e-004
 6.215480e-001  2.842551e-003  1.064487e-004
 6.243180e-001  2.784817e-003  1.046068e-004
 6.270890e-001  2.700072e-003  1.043956e-004
 6.298600e-001  2.769003e-003  1.033881e-004
 6.326300e-001  2.799382e-003  1.034734e-004
 6.354010e-001  2.925211e-003  1.020437e-004
 6.381720e-001  2.804307e-003  1.023769e-004
 6.409420e-001  2.648924e-003  1.018637e-004
 6.437130e-001  2.680939e-003  1.014702e-004
 6.464840e-001  2.662217e-003  1.003316e-004
 6.492540e-001  2.779475e-003  1.013808e-004
 6.520250e-001  2.662060e-003  1.006543e-004
 6.547960e-001  2.477385e-003  1.005855e-004
 6.575660e-001  2.756077e-003  9.966130e-005
 6.603370e-001  2.776929e-003  9.940384e-005
 6.631070e-001  2.549646e-003  9.973693e-005
 6.658780e-001  2.565231e-003  9.911963e-005
 6.686490e-001  2.618978e-003  9.883585e-005
 6.714190e-001  2.484576e-003  9.784729e-005
 6.741900e-001  2.510558e-003  9.799176e-005
 6.769610e-001  2.561796e-003  9.756079e-005
 6.797310e-001  2.542904e-003  9.686014e-005
 6.825020e-001  2.514428e-003  9.641471e-005
 6.852730e-001  2.386887e-003  9.594508e-005
 6.880430e-001  2.284861e-003  9.656862e-005
 6.908140e-001  2.434516e-003  9.569441e-005
 6.935850e-001  2.126982e-003  9.451511e-005
 6.963550e-001  2.338645e-003  9.452790e-005
 6.991260e-001  2.359426e-003  9.460960e-005
 7.018960e-001  2.368099e-003  9.516809e-005
 7.046670e-001  2.292004e-003  9.471411e-005
 7.074380e-001  2.433057e-003  9.397094e-005
 7.102080e-001  2.296958e-003  9.443186e-005
 7.129790e-001  2.155363e-003  9.359395e-005
 7.157500e-001  2.096138e-003  9.410917e-005
 7.185200e-001  2.267273e-003  9.380259e-005
 7.212910e-001  2.119671e-003  9.457402e-005
 7.240620e-001  2.125092e-003  9.378656e-005
 7.268320e-001  2.106880e-003  9.312925e-005
 7.296030e-001  2.153948e-003  9.366192e-005
 7.323740e-001  2.217105e-003  9.320700e-005
 7.351440e-001  2.198977e-003  9.410863e-005
 7.379150e-001  2.040978e-003  9.300609e-005
 7.406860e-001  2.128606e-003  9.270385e-005
 7.434560e-001  2.139888e-003  9.260751e-005
 7.462270e-001  2.106302e-003  9.264030e-005
 7.489970e-001  2.065444e-003  9.215203e-005
 7.517680e-001  2.014408e-003  9.235796e-005
 7.545390e-001  2.108190e-003  9.197606e-005
 7.573090e-001  2.115158e-003  9.178682e-005
 7.600800e-001  2.039394e-003  9.136709e-005
 7.628510e-001  1.874275e-003  9.143599e-005
 7.656210e-001  2.001550e-003  9.069824e-005
 7.683920e-001  1.943459e-003  9.165545e-005
 7.711630e-001  1.938654e-003  9.227087e-005
 7.739330e-001  2.091687e-003  9.418187e-005
 7.767040e-001  1.894197e-003  9.374152e-005
 7.794750e-001  1.935454e-003  9.534058e-005
 7.822450e-001  1.842851e-003  9.554369e-005
 7.850160e-001  1.928496e-003  9.577482e-005
 7.877860e-001  1.898306e-003  9.689562e-005
 7.905570e-001  1.979476e-003  9.715432e-005
 7.933280e-001  1.715633e-003  9.698001e-005
 7.960980e-001  1.895944e-003  9.680137e-005
 7.988690e-001  1.815973e-003  9.650929e-005
 8.016400e-001  1.637122e-003  9.721694e-005
 8.044100e-001  1.839710e-003  9.752543e-005
 8.071810e-001  1.894434e-003  9.735408e-005
 8.099520e-001  1.790603e-003  9.558509e-005
 8.127220e-001  1.762824e-003  9.321403e-005
 8.154930e-001  1.924614e-003  9.334087e-005
 8.182640e-001  1.633489e-003  9.192294e-005
 8.210340e-001  1.688182e-003  9.083129e-005
 8.238050e-001  1.727427e-003  9.079991e-005
 8.265750e-001  1.555394e-003  8.911695e-005
 8.293460e-001  1.699860e-003  8.984590e-005
 8.321170e-001  1.749644e-003  8.901145e-005
 8.348870e-001  1.829083e-003  8.904250e-005
 8.376580e-001  1.757574e-003  8.929026e-005
 8.404290e-001  1.682333e-003  8.810995e-005
 8.431990e-001  1.661725e-003  8.851321e-005
 8.459700e-001  1.548247e-003  8.716606e-005
 8.487410e-001  1.714576e-003  8.770784e-005
 8.515110e-001  1.706013e-003  8.745358e-005
 8.542820e-001  1.653399e-003  8.670437e-005
 8.570530e-001  1.619493e-003  8.698233e-005
 8.598230e-001  1.473997e-003  8.540473e-005
 8.625940e-001  1.405215e-003  8.595263e-005
 8.653640e-001  1.634999e-003  8.563614e-005
 8.681350e-001  1.396444e-003  8.514124e-005
 8.709060e-001  1.509448e-003  8.502506e-005
 8.736760e-001  1.583655e-003  8.513722e-005
 8.764470e-001  1.584977e-003  8.500752e-005
 8.792180e-001  1.517756e-003  8.461778e-005
 8.819880e-001  1.651997e-003  8.458268e-005
 8.847590e-001  1.559952e-003  8.453309e-005
 8.875300e-001  1.506854e-003  8.489751e-005
 8.903000e-001  1.347929e-003  8.426134e-005
 8.930710e-001  1.456497e-003  8.469734e-005
 8.958420e-001  1.421807e-003  8.420702e-005
 8.986120e-001  1.565639e-003  8.443162e-005
 9.013830e-001  1.543230e-003  8.442727e-005
 9.041530e-001  1.359627e-003  8.408357e-005
 9.069240e-001  1.459667e-003  8.401589e-005
 9.096950e-001  1.614329e-003  8.445560e-005
 9.124650e-001  1.414216e-003  8.365990e-005
 9.152360e-001  1.474546e-003  8.395812e-005
 9.180070e-001  1.325676e-003  8.322743e-005
 9.207770e-001  1.464322e-003  8.337964e-005
 9.235480e-001  1.534168e-003  8.352520e-005
 9.263190e-001  1.277589e-003  8.309896e-005
 9.290890e-001  1.326311e-003  8.381256e-005
 9.318600e-001  1.271214e-003  8.499004e-005
 9.346310e-001  1.417392e-003  8.595973e-005
 9.374010e-001  1.226746e-003  8.622402e-005
 9.401720e-001  1.124371e-003  8.644905e-005
 9.429420e-001  1.368389e-003  8.782278e-005
 9.457130e-001  1.340386e-003  8.784498e-005
 9.484840e-001  1.448687e-003  8.800603e-005
 9.512540e-001  1.411854e-003  8.821327e-005
 9.540250e-001  1.312194e-003  8.803123e-005
 9.567960e-001  1.115205e-003  8.890546e-005
 9.595660e-001  1.264410e-003  8.911623e-005
 9.623370e-001  1.340605e-003  8.969899e-005
 9.651080e-001  1.256222e-003  8.888761e-005
 9.678780e-001  1.296967e-003  8.959739e-005
 9.706490e-001  1.150640e-003  9.044542e-005
 9.734200e-001  1.266041e-003  8.990242e-005
 9.761900e-001  1.340345e-003  9.056171e-005
 9.789610e-001  1.228455e-003  9.041690e-005
 9.817310e-001  1.243889e-003  9.051714e-005
 9.845020e-001  1.301658e-003  9.128509e-005
 9.872730e-001  1.460036e-003  9.053025e-005
 9.900430e-001  1.190113e-003  9.125384e-005
 9.928140e-001  1.203130e-003  9.168438e-005
 9.955850e-001  1.263374e-003  9.043553e-005
 9.983550e-001  1.171631e-003  8.884928e-005
 1.001130e+000  1.155677e-003  8.696115e-005
 1.003900e+000  1.140179e-003  8.742064e-005
 1.006670e+000  1.319102e-003  8.678996e-005
 1.009440e+000  1.291831e-003  8.625563e-005
 1.012210e+000  1.364444e-003  8.581442e-005
 1.014980e+000  1.254671e-003  8.515235e-005
 1.017750e+000  1.155762e-003  8.522360e-005
 1.020520e+000  1.114234e-003  8.487375e-005
 1.023290e+000  1.100091e-003  8.422986e-005
 1.026060e+000  1.088365e-003  8.413200e-005
 1.028830e+000  1.279862e-003  8.435518e-005
 1.031600e+000  1.180874e-003  8.373775e-005
 1.034370e+000  1.142597e-003  8.322646e-005
 1.037140e+000  1.090949e-003  8.308247e-005
 1.039910e+000  1.196498e-003  8.314466e-005
 1.042690e+000  1.049744e-003  8.287706e-005
 1.045460e+000  1.128786e-003  8.289875e-005
 1.048230e+000  1.071680e-003  8.201610e-005
 1.051000e+000  1.084592e-003  8.215747e-005
 1.053770e+000  1.122656e-003  8.224830e-005
 1.056540e+000  1.162545e-003  8.212837e-005
 1.059310e+000  1.119133e-003  8.131857e-005
 1.062080e+000  1.193930e-003  8.183371e-005
 1.064850e+000  9.870437e-004  8.112381e-005
 1.067620e+000  1.154602e-003  8.119591e-005
 1.070390e+000  1.184446e-003  8.111418e-005
 1.073160e+000  1.163487e-003  8.062366e-005
 1.075930e+000  1.070881e-003  8.122018e-005
 1.078700e+000  1.068215e-003  8.055126e-005
 1.081470e+000  1.097871e-003  8.026975e-005
 1.084250e+000  1.133637e-003  8.031800e-005
 1.087020e+000  1.058984e-003  8.023167e-005
 1.089790e+000  1.090796e-003  8.037168e-005
 1.092560e+000  1.024727e-003  7.919379e-005
 1.095330e+000  1.139640e-003  7.973931e-005
 1.098100e+000  1.138081e-003  7.910690e-005
 1.100870e+000  9.418279e-004  7.914666e-005
 1.103640e+000  9.869605e-004  7.927930e-005
 1.106410e+000  1.009035e-003  7.803665e-005
 1.109180e+000  9.485562e-004  7.868289e-005
 1.111950e+000  8.887845e-004  7.788222e-005
 1.114720e+000  9.443265e-004  7.839097e-005
 1.117490e+000  9.533426e-004  7.735762e-005
 1.120260e+000  9.566149e-004  7.812915e-005
 1.123030e+000  8.477917e-004  7.775340e-005
 1.125800e+000  8.397171e-004  7.723536e-005
 1.128580e+000  1.046048e-003  7.749353e-005
 1.131350e+000  9.576207e-004  7.720303e-005
 1.134120e+000  1.071048e-003  7.756800e-005
 1.136890e+000  1.042502e-003  7.742589e-005
 1.139660e+000  9.964017e-004  7.654128e-005
 1.142430e+000  9.198917e-004  7.663592e-005
 1.145200e+000  9.061340e-004  7.672977e-005
 1.147970e+000  1.070186e-003  7.677161e-005
 1.150740e+000  1.020244e-003  7.651202e-005
 1.153510e+000  1.052648e-003  7.623778e-005
 1.156280e+000  9.952320e-004  7.664705e-005
 1.159050e+000  8.890017e-004  7.624909e-005
 1.161820e+000  9.630647e-004  7.642104e-005
 1.164590e+000  9.134281e-004  7.588708e-005
 1.167360e+000  8.992962e-004  7.634593e-005
 1.170140e+000  8.598848e-004  7.655403e-005
 1.172910e+000  9.572419e-004  7.578390e-005
 1.175680e+000  9.186981e-004  7.546711e-005
 1.178450e+000  9.210721e-004  7.570169e-005
 1.181220e+000  8.799293e-004  7.560104e-005
 1.183990e+000  9.697070e-004  7.590264e-005
 1.186760e+000  1.024681e-003  7.493751e-005
 1.189530e+000  9.881052e-004  7.553752e-005
 1.192300e+000  7.898466e-004  7.511182e-005
 1.195070e+000  8.556786e-004  7.497812e-005
 1.197840e+000  8.220460e-004  7.465781e-005
 1.200610e+000  9.056889e-004  7.453017e-005
 1.203380e+000  8.942755e-004  7.505121e-005
 1.206150e+000  7.842161e-004  7.439013e-005
 1.208920e+000  1.016339e-003  7.426505e-005
 1.211690e+000  8.039119e-004  7.376929e-005
 1.214470e+000  9.175696e-004  7.401980e-005
 1.217240e+000  9.721148e-004  7.448478e-005
 1.220010e+000  7.705063e-004  7.326110e-005
 1.222780e+000  9.588179e-004  7.350974e-005
 1.225550e+000  7.952750e-004  7.343821e-005
 1.228320e+000  9.418950e-004  7.301160e-005
 1.231090e+000  8.168937e-004  7.341044e-005
 1.233860e+000  8.854739e-004  7.251576e-005
 1.236630e+000  8.227318e-004  7.300235e-005
 1.239400e+000  9.861216e-004  7.319543e-005
 1.242170e+000  8.336986e-004  7.240187e-005
 1.244940e+000  7.885375e-004  7.231087e-005
 1.247710e+000  8.708888e-004  7.234422e-005
 1.250480e+000  8.416685e-004  7.300182e-005
 1.253250e+000  8.479401e-004  7.217097e-005
 1.256030e+000  8.141216e-004  7.216224e-005
 1.258800e+000  7.740860e-004  7.186019e-005
 1.261570e+000  8.382151e-004  7.196827e-005
 1.264340e+000  9.564648e-004  7.226143e-005
 1.267110e+000  8.578925e-004  7.212969e-005
 1.269880e+000  8.768955e-004  7.183647e-005
 1.272650e+000  9.654328e-004  7.203312e-005
 1.275420e+000  7.577974e-004  7.186060e-005
 1.278190e+000  6.982131e-004  7.183607e-005
 1.280960e+000  7.216346e-004  7.144022e-005
 1.283730e+000  7.596003e-004  7.196301e-005
 1.286500e+000  8.031472e-004  7.148967e-005
 1.289270e+000  7.672144e-004  7.156763e-005
 1.292040e+000  8.776671e-004  7.117537e-005
 1.294810e+000  7.417099e-004  7.104948e-005
 1.297580e+000  6.178131e-004  7.113352e-005
 1.300360e+000  7.881364e-004  7.127628e-005
 1.303130e+000  9.269103e-004  7.117742e-005
 1.305900e+000  6.960809e-004  7.068635e-005
 1.308670e+000  7.336485e-004  7.093311e-005
 1.311440e+000  7.724834e-004  7.073688e-005
 1.314210e+000  7.733303e-004  7.058057e-005
 1.316980e+000  7.102183e-004  7.027340e-005
 1.319750e+000  6.587419e-004  7.043726e-005
 1.322520e+000  7.428408e-004  7.037127e-005
 1.325290e+000  8.702728e-004  7.021574e-005
 1.328060e+000  6.914769e-004  6.982958e-005
 1.330830e+000  7.857073e-004  7.023826e-005
 1.333600e+000  7.214444e-004  7.026529e-005
 1.336370e+000  7.551878e-004  7.016334e-005
 1.339140e+000  7.350525e-004  6.960130e-005
 1.341920e+000  9.074777e-004  6.954639e-005
 1.344690e+000  5.578365e-004  6.962419e-005
 1.347460e+000  6.853630e-004  6.970364e-005
 1.350230e+000  7.580943e-004  6.975688e-005
 1.353000e+000  6.183550e-004  6.895889e-005
 1.355770e+000  8.715021e-004  6.953444e-005
 1.358540e+000  8.204701e-004  6.934297e-005
 1.361310e+000  6.451930e-004  6.907234e-005
 1.364080e+000  6.552962e-004  6.883474e-005
 1.366850e+000  7.246531e-004  6.896366e-005
 1.369620e+000  6.889104e-004  6.907761e-005
 1.372390e+000  6.888354e-004  6.892942e-005
 1.375160e+000  6.177424e-004  6.822760e-005
 1.377930e+000  6.112924e-004  6.865252e-005
 1.380700e+000  5.857522e-004  6.839479e-005
 1.383470e+000  6.434779e-004  6.860715e-005
 1.386250e+000  6.520459e-004  6.834988e-005
 1.389020e+000  6.215434e-004  6.793614e-005
 1.391790e+000  5.925075e-004  6.852951e-005
 1.394560e+000  6.605984e-004  6.806274e-005
 1.397330e+000  6.347512e-004  6.811535e-005
 1.400100e+000  7.262677e-004  6.784921e-005
 1.402870e+000  7.000016e-004  6.785434e-005
 1.405640e+000  8.142149e-004  6.825040e-005
 1.408410e+000  5.819000e-004  6.732223e-005
 1.411180e+000  7.105971e-004  6.754291e-005
 1.413950e+000  7.025544e-004  6.763845e-005
 1.416720e+000  7.578951e-004  6.758420e-005
 1.419490e+000  6.592311e-004  6.772892e-005
 1.422260e+000  5.976425e-004  6.698199e-005
 1.425030e+000  6.479116e-004  6.729657e-005
 1.427810e+000  7.459458e-004  6.733014e-005
 1.430580e+000  6.558685e-004  6.727600e-005
 1.433350e+000  6.881605e-004  6.713116e-005
 1.436120e+000  5.876755e-004  6.680018e-005
 1.438890e+000  7.095993e-004  6.713032e-005
 1.441660e+000  6.465379e-004  6.676837e-005
 1.444430e+000  7.402629e-004  6.694076e-005
 1.447200e+000  7.003519e-004  6.665958e-005
 1.449970e+000  6.367873e-004  6.665219e-005
 1.452740e+000  6.053101e-004  6.649617e-005
 1.455510e+000  6.098568e-004  6.637821e-005
 1.458280e+000  7.051563e-004  6.645873e-005
 1.461050e+000  6.535377e-004  6.639518e-005
 1.463820e+000  7.140671e-004  6.654721e-005
 1.466590e+000  5.817750e-004  6.616580e-005
 1.469360e+000  6.986786e-004  6.597096e-005
 1.472140e+000  6.588642e-004  6.626548e-005
 1.474910e+000  5.985164e-004  6.613774e-005
 1.477680e+000  5.823530e-004  6.647829e-005
 1.480450e+000  6.886891e-004  6.566300e-005
 1.483220e+000  5.762103e-004  6.569818e-005
 1.485990e+000  6.103553e-004  6.587448e-005
 1.488760e+000  5.947670e-004  6.578997e-005
 1.491530e+000  6.094826e-004  6.589175e-005
 1.494300e+000  6.989388e-004  6.538537e-005
 1.497070e+000  5.547444e-004  6.590797e-005
 1.499840e+000  6.003811e-004  6.540168e-005
 1.502610e+000  5.818245e-004  6.524772e-005
 1.505380e+000  5.815164e-004  6.553304e-005
 1.508150e+000  5.991804e-004  6.536839e-005
 1.510920e+000  6.020157e-004  6.544715e-005
 1.513690e+000  5.511329e-004  6.519367e-005
 1.516470e+000  4.921507e-004  6.533146e-005
 1.519240e+000  5.119254e-004  6.658980e-005
 1.522010e+000  5.716410e-004  6.696468e-005
 1.524780e+000  6.108204e-004  6.809118e-005
 1.527550e+000  5.681298e-004  6.758168e-005
 1.530320e+000  5.443713e-004  6.807840e-005
 1.533090e+000  5.465508e-004  6.846575e-005
 1.535860e+000  5.371305e-004  6.853254e-005
 1.538630e+000  5.807581e-004  6.893122e-005
 1.541400e+000  4.959927e-004  6.892140e-005
 1.544170e+000  5.190601e-004  6.945919e-005
 1.546940e+000  5.629882e-004  6.951645e-005
 1.549710e+000  6.023387e-004  6.934889e-005
 1.552480e+000  5.146794e-004  6.960893e-005
 1.555250e+000  4.749610e-004  7.009988e-005
 1.558030e+000  6.574216e-004  7.042052e-005
 1.560800e+000  6.355237e-004  7.062250e-005
 1.563570e+000  6.079725e-004  6.993584e-005
 1.566340e+000  5.969996e-004  7.047061e-005
 1.569110e+000  5.748716e-004  7.080667e-005
 1.571880e+000  4.062162e-004  7.091467e-005
 1.574650e+000  6.157904e-004  7.089908e-005
 1.577420e+000  5.196181e-004  7.115319e-005
 1.580190e+000  5.137031e-004  7.132098e-005
 1.582960e+000  5.852627e-004  7.057500e-005
 1.585730e+000  5.337972e-004  6.930237e-005
 1.588500e+000  5.232661e-004  6.891556e-005
 1.591270e+000  5.834673e-004  6.918549e-005
 1.594040e+000  4.824630e-004  6.814686e-005
 1.596810e+000  6.045218e-004  6.797660e-005
 1.599580e+000  5.763110e-004  6.744290e-005
 1.602360e+000  4.516563e-004  6.749332e-005
 1.605130e+000  5.578183e-004  6.755200e-005
 1.607900e+000  6.028800e-004  6.733955e-005
 1.610670e+000  5.688176e-004  6.721408e-005
 1.613440e+000  5.415773e-004  6.664619e-005
 1.616210e+000  4.889483e-004  6.675336e-005
 1.618980e+000  4.533890e-004  6.670832e-005
 1.621750e+000  5.677036e-004  6.609326e-005
 1.624520e+000  3.550802e-004  6.612184e-005
 1.627290e+000  5.190058e-004  6.624124e-005
 1.630060e+000  5.095785e-004  6.572711e-005
 1.632830e+000  4.745890e-004  6.528455e-005
