all,non_tail,N,C,N_w_pdb,C_w_pdb
Q9P281,O60242,O60678,Q9Y3M2,Q9H4B4,P04264
Q9P281,O60242,Q13286,Q92754,O75534,P61020
Q9P281,Q6UXY1,P0C7V0,Q86SQ6,O75420,Q13459
Q9P281,Q5BKX8,Q9HDC9,Q6VUC0,P49715,Q15286
Q6ZVT6,Q5BKX8,O75638,P23634,Q99439,Q03014
Q6ZVT6,Q9H7T9,Q8IVY1,Q08708,P26196,O75400
Q6ZVT6,Q9H7T9,A8MVX0,Q8NFU1,Q9UDT6,Q8WV22
Q6ZVT6,Q9H7T9,Q2HXU8,P56381,O95822,O75151
Q01850,Q9NP70,Q6NXE6,Q8ND61,P83916,P62070
Q01850,Q9NP70,Q9NY47,Q674R7,O60547,O43665
Q9NZP8,O14647,Q8NAA6,P09543,Q5T280,O15034
Q9NZP8,O14647,Q9H3F6,Q5NE16,P26378,Q9HB75
Q9NZP8,O14647,Q5H9B9,Q7Z4U5,Q9BT23,Q9NTX7
Q9NXL2,Q13535,Q96QE3,Q9NR16,Q15418,Q13017
Q9NXL2,Q7Z7A1,Q5TC04,Q96BT1,P22087,Q9UJ41
P51451,Q7Z7A1,Q8WWK9,P0CE67,P51812,P98171
O95393,Q7Z7A1,P41223,Q8TER5,Q16584,Q99638
Q13825,Q7Z7A1,O43423,O60306,P07948,Q8IWS0
Q96KC9,B2RNN3,Q8N5M1,Q9BT09,Q96HR8,P09086
Q96KC9,Q8N319,Q9ULI0,Q8WW14,P48039,Q9HCD5
Q96KC9,P51788,H3BPF8,Q8IYR0,Q9Y3Q4,P01127
Q96KC9,O94812,Q7Z407,Q13410,P43357,P35658
Q8N5I9,O94812,Q494R4,Q9H7T3,Q14676,Q9H6Z4
Q8N5I9,O94812,P0CW27,Q8TEF2,Q96PH1,P08575
A8K2U0,Q9Y2A9,Q8N1B3,P78536,Q96L34,Q14980
Q8WXF7,Q8NEN0,P51686,Q9NQ32,Q99801,Q8IZ41
Q9Y294,Q8NEN0,P35790,O00478,Q719H9,Q9NS91
Q8N9R6,Q8NEN0,P47895,Q8IVY1,Q9P0L2,Q8N5J2
Q8N9R6,Q5T2S8,Q13185,A8MVX0,P51513,Q05BQ5
Q9NW68,O14617,Q9BTV7,O15516,P55055,P55085
O14497,Q5T9A4,Q99929,Q5H9B9,Q9UN81,P01210
O14497,Q9H4A4,P13945,O43423,Q99836,Q6NYC1
O14497,Q9Y2J4,Q8IW93,P62258,O43159,O75525
O14497,Q9Y2J4,Q7RTU5,P0DN86,Q8IYK8,P08581
Q9Y4F5,Q9Y2J4,P11171,P18462,Q00872,Q13557
Q9Y4F5,Q9Y2J4,Q8N3K9,P04626,Q9BXB4,P78347
Q9Y4F5,Q9H078,Q9UK00,Q494R4,Q96MG7,Q8WUM4
Q86WJ1,Q4LE39,Q8WYQ3,Q99440,P14649,P08069
Q86WJ1,Q4LE39,P57796,P0CW27,O14777,Q9H0B6
P22570,Q4LE39,A4D250,Q9NYQ7,P41743,O75376
Q9UHR4,Q4LE39,P55789,Q9NS84,P43366,Q70E73
Q9UHR4,Q4LE39,Q52M58,Q52M75,Q4FZB7,P22626
Q9UHR4,Q8N910,Q8N769,O43303,Q9H6Z4,P51159
P55345,Q9UPS8,P53367,Q9HCU0,P45985,P01270
Q9BZ76,Q9UPS8,O75363,Q8WXG9,Q9UGL1,Q92547
Q9BZ76,Q9UPS8,Q9ULV3,Q99929,Q9BTC0,O43567
Q5H913,Q9UPS8,Q8N813,P13945,O60711,Q9NRY4
Q8N129,Q9UPS8,Q8TBE0,O14672,Q8WY41,Q9NRW1
Q9C0A0,Q9UPS8,Q96BP2,Q7RTU5,Q15397,Q9Y320
Q9C0A0,Q9UPS8,Q9H6U6,P11171,P25963,Q06455
Q96JQ2,Q9UHB7,Q7L266,Q8TEY5,Q86YP4,P11234
Q96JQ2,Q9Y2T1,Q8TDM0,A4D2H0,P18545,Q9Y606
Q96JQ2,Q9Y2T1,Q96QF7,P50895,Q9Y2J2,Q9Y618
Q96JQ2,Q9Y2T1,Q9BUK0,P30556,Q9Y570,P15923
Q96JQ2,Q8WVB6,O43310,O43184,Q9H4A6,Q13568
Q96JQ2,Q8WVB6,Q9BR61,P35226,Q8N5J2,Q13356
O60242,Q8WVB6,Q5T1J5,Q8N769,Q9NUV9,Q9UHV9
O60242,Q8WVB6,O95810,P55198,Q99549,P34741
O60242,Q8WVB6,P21730,O75363,P08559,A6NK06
O60242,Q8WVB6,Q969G5,Q9ULV3,Q9BYE7,Q9H9Q4
O60242,P35222,B7Z368,Q8N813,O60729,Q9NRF2
O60242,Q29836,P05089,Q8IWK6,Q96KS0,Q92963
Q6UXY1,Q3KP44,Q9P2W6,Q96BP2,Q99447,P82979
Q6UXY1,Q3KP44,O75503,Q9H6U6,Q99729,Q712K3
Q5BKX8,Q9NP73,Q9BXY8,Q16186,O75569,Q8IXL7
Q5BKX8,Q9NP73,O00203,A8K4G0,P26715,Q86UE8
Q5BKX8,Q9NP73,Q6ZNE5,Q9UGN4,Q8TCG2,Q9UN36
Q5BKX8,Q9NP73,Q4VC05,Q9UHC6,P01375,P62995
Q9H7T9,Q9NP73,Q8WUR7,O60241,P41220,Q8IZX4
Q9H7T9,Q9NP73,Q5JTC6,O95810,Q15311,Q15020
Q9H7T9,Q96P48,Q14692,P05408,Q16637,O43426
Q9NP70,A6NC57,O15169,Q969G5,Q9HD15,Q8TBZ6
Q9NP70,A6NC57,O43684,Q9H0L4,P06400,Q9C0C4
Q9NP70,Q86Z23,Q12798,Q9H6B4,Q9H0Z9,Q9BXP5
A0A1B0GUT2,A0A096LP49,P82251,Q8N9N5,Q9UDY8,Q86V81
O14647,A0A096LP49,Q2TBE0,Q9P2W6,P30520,Q96EB6
O14647,A0A096LP49,Q8IYD1,Q9BXY8,Q9NQL2,Q14186
O14647,A0A096LP49,P08912,P35626,Q53H47,Q9Y4E8
O14647,A0A096LP49,Q9UG63,Q6ZNE5,Q9NRM7,Q8IXJ6
O14647,A0A096LP49,Q68CZ1,Q4VC05,Q9H1D0,Q9NP72
O94985,Q9H799,I6L899,Q8N1W1,Q68DK7,Q05823
Q13535,Q9H799,Q9BZS1,Q5JTC6,Q16181,Q9HAU5
Q7Z7A1,Q9H799,O96020,P29374,Q9UHV9,Q15149
Q7Z7A1,Q9H799,Q9ULX6,Q14692,Q8IUE1,P13725
Q7Z7A1,Q9H799,P28329,O94823,Q15654,P51148
Q7Z7A1,Q9H799,O95081,Q92688,O14924,P41143
Q7Z7A1,Q9H799,Q5BKX5,Q5T7V8,Q5T2D3,P61106
Q7Z7A1,Q9H799,Q02952,Q6UXQ4,O43151,Q13370
B2RNN3,Q9H799,Q7Z6B0,O96020,O43314,Q9P212
Q8N319,Q9H799,P50747,P82279,Q96LR5,O00194
Q8N319,Q9H799,Q9H444,Q9ULX6,Q8WVM7,O95716
P51788,Q9H799,P84996,P28329,Q13239,Q8WYQ5
P51788,Q9H799,Q6NS38,O95081,O75628,Q9UL25
Q8TBY9,Q8N8E3,Q99996,Q02952,P62995,P20339
Q69YU5,Q8N8E3,Q8IZR5,Q9H444,O00161,P10082
Q9Y4X5,Q0P5P2,A9YTQ3,A8MZG2,Q15434,Q9UH03
O94812,P48052,O15013,Q8WTP8,Q96EB6,P17542
O94812,Q96M89,Q96BM1,Q8IV77,Q14493,P37173
O94812,Q6PII3,Q9NZN5,P05549,Q9ULU4,Q9Y266
Q8IXM2,Q6PII3,O95429,Q16720,Q9UHB9,O75940
A7E2S9,Q6PII3,Q8IV77,A1A5B4,Q96L92,Q12872
A7E2S9,Q10570,Q8TC94,Q6P656,Q8IUF8,Q13263
Q9Y2A9,Q10570,P05549,Q5T681,Q6IQ22,Q92530
Q00994,Q10570,Q5SZJ8,Q8IYJ2,Q14498,P10301
Q96N53,Q10570,Q16720,Q99708,Q9BXU0,O15164
Q8NEN0,Q13948,Q13895,O75952,P30989,Q9C0J8
Q8NEN0,Q13948,Q5T681,Q6UXG3,Q9ULW5,O43914
Q8NEN0,Q6P1X6,Q8N884,Q8NA57,P28347,Q9Y5A9
Q8NEN0,Q9BXN2,O00116,Q9H8K7,Q5U651,Q9UPN9
Q9P287,Q8WXI2,A6NJG6,P10323,Q8IY67,Q8NFP7
Q5T2S8,Q8WXI2,P07307,Q9NSY1,Q6ZRY4,Q02880
O14617,Q8WXI2,Q9NSY1,Q3SXY8,Q96GX9,O95218
Q5T9A4,Q8WXI2,Q9C0J1,Q8N5U0,Q96A44,P51531
Q5T9A4,Q8WXI2,Q8WZ69,Q5SR53,Q8TBN0,Q13107
Q9H4A4,Q8WXI2,Q92903,Q9BZE3,Q9UNQ2,Q96NA2
Q9H4A4,Q6UXH1,A5YM69,Q6ZTN6,P11388,Q9H7E2
Q6ZS94,Q8N157,Q8N100,P48751,Q86U42,Q6PHR2
Q6ZS94,Q92974,Q9BZE3,P30487,Q6P1K2,O15020
Q9Y2J4,Q92974,Q5T2E6,Q31610,Q9BRQ0,P22735
Q9Y2J4,Q9Y2G4,Q2M3G0,Q9BYF1,Q96MF2,Q9Y5W9
Q9Y2J4,Q9Y2G4,P48751,Q9P2G1,Q5VT52,P57768
Q9Y2J4,Q16281,O43306,Q13319,Q9HAJ7,Q6SZW1
Q9Y2J4,O43633,Q96BS2,Q9HAK2,P43358,Q9Y6H5
Q9H078,Q9UM73,Q13319,Q53S99,P48382,Q01831
P78369,Q9UM73,Q96MD7,Q9NZN9,P53999,Q9H5U6
Q4LE39,Q9UM73,Q07812,Q9BV29,A6NHR9,P20337
Q4LE39,Q9UM73,Q12955,Q8IX12,Q9H6Q3,P61587
Q4LE39,Q9UM73,P0DMU9,Q9BXF3,Q8IZU3,Q92804
Q4LE39,Q5T5X7,Q53RT3,Q9Y2D5,Q93062,O15016
Q4LE39,Q5T5X7,Q9BRT8,P31749,Q9BYX2,O14776
Q4LE39,Q5T5X7,Q7Z7H3,P17927,O95486,P37802
P16278,Q5T5X7,Q86TL0,Q12955,Q8WW01,Q9HCJ6
Q8N910,Q5T5X7,Q96LC9,Q9BUH8,O14508,P42226
Q8N910,O95994,Q9NZU7,P50750,Q15554,Q6IBS0
Q8N910,Q86VW2,O14646,Q9HAR2,Q13263,P09132
Q9UPS8,Q86VW2,P20749,Q7Z7H3,Q9UBP6,P49427
Q9UPS8,O95671,Q8N137,Q96HA4,Q8WUA7,Q9HA47
Q9UPS8,Q86WG3,Q96M19,O14646,P40855,Q9H9Q2
Q9UPS8,P46379,O00555,Q8WXS3,Q9H6I2,Q9BQ39
Q9UPS8,P46379,A8MTZ7,P20749,P55042,Q9UKL4
Q9UPS8,P46379,P54132,Q8N137,Q9H1J1,Q86XK2
Q9UPS8,P46379,Q6DD88,P55008,P46939,Q9NZJ5
Q9UPS8,P46379,Q32M92,Q96M19,O43566,Q92793
Q9UHB7,O75129,Q53GD3,O00555,Q03518,Q9HBU1
Q9UHB7,O75129,Q8WZ19,A8MTZ7,Q9HCJ3,P06727
Q9NY43,O75129,Q8TF44,Q9UQB8,Q9P258,Q8TD16
Q9NY43,O75129,O95873,P54132,O95069,Q9NUT2
Q9Y2T1,Q9BXJ0,P19087,Q6DD88,P35236,Q9UHG0
Q9Y2T1,Q8N7W2,P47898,P25098,Q9H4A3,P43003
Q9Y2T1,Q8N7W2,Q08043,P34972,Q9Y3Y4,P56915
Q9Y2T1,O75078,Q9ULK2,P78540,P48431,P29323
P27540,O75078,B1ANY3,Q9H4D0,Q13336,Q9ULV1
P27540,O75078,Q8TBZ0,Q8N726,Q9UMY4,Q68DC2
Q8WVB6,Q9NQW6,Q9H5L9,Q8TAV5,Q9NUW8,Q9UKV3
Q8WVB6,Q9NQW6,Q9UHN6,Q9H6J7,Q86Y82,
Q8WVB6,Q9NQW6,Q76N32,P0DN87,Q86XR7,
Q8WVB6,Q9NQW6,Q16204,Q8N4M1,P67809,
Q8WVB6,Q9NQW6,Q5T0U0,Q14246,Q96ME7,
Q8WVB6,Q9NQW6,Q8NA47,Q8WZ19,Q96BN8,
P35222,P11021,Q8N6N3,Q8N1D0,Q6ZT98,
P35222,Q92870,Q96HJ3,Q9UMQ3,Q5T5U3,
Q29836,Q92870,Q13111,Q9TNN7,Q8IY57,
Q29836,Q92870,P53674,O95873,Q9HCJ0,
Q3KP44,Q92870,Q9H9E3,P20020,Q9BQ65,
Q3KP44,O95704,Q9UKZ1,Q6HA08,Q96RL1,
Q3KP44,Q7Z2E3,O15085,Q9ULK2,Q05086,
Q3KP44,Q96CP6,Q8WYA1,P07492,P57768,
Q9NP73,Q96CP6,Q14028,Q96A33,Q9H5U6,
Q9NP73,Q9UKL3,Q9NWB6,Q5ZPR3,Q9H347,
Q9NP73,Q9UKL3,Q9HBH7,P01160,Q15561,
Q9NP73,Q9UKL3,Q9Y3L3,Q16204,P21579,
Q9NP73,Q9UKL3,P0C853,Q9H7U1,Q9HCJ6,
Q9NP73,Q9UKL3,Q14839,Q8NA47,P29597,
Q96P48,Q9UKL3,Q32Q52,P28906,Q9H8U3,
Q96NY7,Q9UKL3,Q8WWI5,Q8N6N3,P17028,
A6NC57,Q8N1M1,Q6UB35,Q13111,Q96MU7,
A6NC57,Q5SW96,Q2M2I8,P07498,Q15697,
Q9H8W2,Q8NFU0,Q8NBR9,Q14050,O95271,
Q86Z23,Q8TED9,Q9HD20,O15085,Q13936,
P30450,Q8TED9,Q9HCE6,Q5SNV9,O94817,
A0A096LP49,Q8TED9,O00499,Q68CJ9,Q5TAQ9,
A0A096LP49,P60827,P17844,O95503,P28222,
A0A096LP49,Q9H4Z3,Q9UEE9,Q14028,Q8IWE4,
A0A096LP49,Q96J66,P02730,Q9NWB6,Q15075,
A0A096LP49,Q96J66,Q86WX3,Q9H3J6,Q13206,
A0A096LP49,Q96J66,Q96PY5,Q9P296,Q9H694,
A0A096LP49,Q99798,Q96A65,Q9HBH7,P29372,
Q8N111,Q8IYS0,Q32M84,Q9Y3L3,,
Q8NCU1,Q8IYS0,O95400,Q9H5F2,,
Q8NCU1,Q9UQ52,Q86Z20,Q8WWI5,,
Q9NRJ3,Q9UQ52,Q9ULU8,Q8IXP5,,
Q9H799,Q6ZUJ4,Q14CZ0,P56545,,
Q9H799,P33240,Q7Z591,Q8NBR9,,
Q9H799,P33240,Q2NKX9,O00154,,
Q9H799,P33240,Q9Y2V2,P30510,,
Q9H799,Q0P5N6,Q01484,Q14CW9,,
Q9H799,Q13444,Q6PJW8,P06729,,
Q9H799,Q13444,P0DN79,P02511,,
Q9H799,Q9UEY8,Q9NX76,Q9ULU8,,
Q9H799,Q6ZRV3,Q96PE2,Q14CZ0,,
Q9H799,Q8IW19,Q9NWD9,Q7Z591,,
Q9H799,Q8IW19,P51798,Q2NKX9,,
Q9H799,Q8IW19,Q8IY63,P42081,,
Q9H799,F5H4A9,Q07065,Q8N4L8,,
Q8N8E3,Q9Y6H1,A6NCL7,Q5JW98,,
Q8N8E3,P46098,Q9UQB9,Q99788,,
Q0P5P2,P51693,Q9BY21,P20963,,
Q8WUD4,P51693,Q6NXN4,O43823,,
Q8WUD4,Q6NZI2,Q5TC63,O94910,,
P48052,Q6NZI2,Q9H8H2,Q9NX76,,
Q96M89,Q9NQ79,Q8N140,Q9NRU3,,
Q96C57,Q9NQ79,Q9NWQ4,Q13520,,
Q96C57,Q12996,Q9NYP3,Q96PE2,,
Q8TAB7,P07306,Q8N4Y2,Q9NWD9,,
P07766,Q8NDB2,Q9C0I3,Q9UL18,,
Q6PII3,Q8NDB2,Q96JN2,Q8IY63,,
Q6PII3,Q96T59,Q8IYE1,O00192,,
Q6PII3,Q76L83,P16220,O95500,,
Q6PII3,Q76L83,Q8N187,Q14011,,
Q10570,Q76L83,A6H8Y1,Q86Y34,,
Q10570,Q76L83,Q9H2X3,Q9H9F9,,
Q10570,Q76L83,Q13023,Q29963,,
Q10570,Q76L83,Q5W0U4,Q16581,,
Q13948,O95999,P23786,A6NCL7,,
Q13948,Q5SQS8,Q8IVF2,Q9NYQ8,,
Q6P1X6,Q5SQS8,Q8WUZ0,Q9NPG1,,
Q9BXN2,Q9BZE9,Q9UKV8,Q9H8H2,,
Q8WXI2,Q5VZT2,Q8IWA5,Q6PKX4,,
Q8WXI2,Q9H8X3,Q99856,Q9NWQ4,,
Q8WXI2,Q96L14,Q13363,Q9BVM4,,
Q8WXI2,P12643,Q6IPW1,Q53FE4,,
Q8WXI2,P12643,Q9HCK5,P30260,,
Q8WXI2,Q9NVT9,Q96QS3,P15169,,
Q6UXH1,Q8N7S6,Q99728,Q8N187,,
Q6UXH1,Q96F05,Q9P0X4,Q9NNX6,,
Q8N157,P55196,Q13698,Q13023,,
Q8N157,P55196,Q7RTU4,Q8IVF2,,
Q8N157,P55196,Q9Y6H3,Q8WUZ0,,
Q92974,P22004,Q9BRJ6,Q9UKV8,,
Q92974,P22004,Q96N23,Q99856,,
Q92974,Q8NFL0,Q99967,Q13363,,
Q92974,A2AJT9,P09497,Q9HCK5,,
Q5T686,Q86UB2,Q9NR48,Q9P0X4,,
Q5T686,Q86UB2,Q8TB40,Q13698,,
Q9Y2G4,P26232,Q13409,Q7RTU4,,
Q9Y2G4,P26232,Q96KC8,Q9UPW0,,
Q16281,O60423,Q5VWT5,Q9H2U9,,
Q16281,Q9H3M9,Q13227,Q86WK6,,
