all,non_tail,N,C,N_w_pdb,C_w_pdb
-1.0,-25.0,19.0,1.0,-4.0,-62.0
-29.0,-25.0,7.0,-1.0,-10.0,-28.0
-9.0,-14.0,-1.0,5.0,18.0,-8.0
-30.0,-10.0,-7.0,-5.0,-14.0,-14.0
-38.0,-10.0,-1.0,-31.0,-6.0,-27.0
-38.0,-10.0,-19.0,-32.0,-1.0,3.0
-9.0,-14.0,-12.0,-30.0,-13.0,11.0
-22.0,-14.0,-27.0,1.0,-4.0,7.0
-22.0,-14.0,5.0,-22.0,-20.0,13.0
-22.0,44.0,-22.0,-7.0,-11.0,-5.0
-22.0,44.0,-9.0,-2.0,2.0,17.0
-22.0,44.0,-14.0,-4.0,-19.0,-1.0
15.0,44.0,-33.0,-4.0,7.0,11.0
15.0,44.0,-4.0,-6.0,35.0,-10.0
15.0,44.0,2.0,-1.0,-16.0,33.0
15.0,44.0,-21.0,-14.0,20.0,-10.0
-37.0,44.0,0.0,-8.0,6.0,-12.0
-37.0,44.0,27.0,-19.0,31.0,15.0
-6.0,44.0,-4.0,-9.0,-9.0,-263.0
-6.0,44.0,42.0,-12.0,-27.0,-24.0
-6.0,44.0,-7.0,-6.0,15.0,0.0
3.0,44.0,16.0,-27.0,-11.0,12.0
14.0,44.0,6.0,-3.0,7.0,-1.0
14.0,44.0,5.0,-9.0,-48.0,-11.0
-13.0,44.0,1.0,4.0,12.0,4.0
4.0,44.0,6.0,-6.0,12.0,-74.0
-4.0,-27.0,10.0,-5.0,6.0,-17.0
-4.0,-27.0,5.0,-4.0,2.0,-14.0
6.0,-27.0,-2.0,2.0,-12.0,-48.0
-22.0,-27.0,-18.0,0.0,-11.0,-16.0
-30.0,-26.0,-14.0,-10.0,-103.0,20.0
-30.0,-26.0,0.0,-15.0,-27.0,11.0
-30.0,-2.0,8.0,9.0,4.0,14.0
-30.0,-2.0,-1.0,-4.0,13.0,0.0
-5.0,-2.0,1.0,3.0,3.0,118.0
-5.0,-15.0,-21.0,-23.0,-3.0,-7.0
-5.0,-15.0,19.0,-7.0,21.0,-27.0
-5.0,-23.0,7.0,16.0,25.0,11.0
-25.0,12.0,4.0,-18.0,-7.0,10.0
-25.0,-58.0,-3.0,6.0,-5.0,-8.0
-25.0,-58.0,4.0,5.0,-27.0,11.0
-25.0,-27.0,-16.0,-2.0,-263.0,8.0
2.0,-19.0,-24.0,-21.0,-19.0,-20.0
-14.0,12.0,-13.0,1.0,-25.0,-2.0
-1.0,-18.0,-2.0,-16.0,-12.0,-22.0
-1.0,-18.0,-3.0,5.0,-11.0,-17.0
-10.0,-18.0,4.0,-2.0,16.0,-3.0
-10.0,-11.0,-162.0,-8.0,7.0,-10.0
-10.0,-11.0,2.0,-5.0,14.0,-14.0
-14.0,-7.0,1.0,5.0,-5.0,4.0
-14.0,-7.0,1.0,1.0,45.0,10.0
-14.0,5.0,5.0,0.0,3.0,21.0
-14.0,7.0,-9.0,5.0,-6.0,-18.0
-14.0,7.0,15.0,6.0,9.0,8.0
-2.0,5.0,-96.0,10.0,3.0,5.0
44.0,5.0,-2.0,-21.0,-13.0,25.0
44.0,14.0,19.0,-8.0,19.0,-51.0
44.0,-16.0,7.0,4.0,10.0,-118.0
44.0,-16.0,4.0,7.0,-16.0,1.0
44.0,-71.0,-14.0,4.0,-14.0,-19.0
44.0,-71.0,-14.0,-16.0,-5.0,3.0
44.0,-71.0,-4.0,-24.0,-12.0,-9.0
44.0,-71.0,2.0,-49.0,-60.0,-27.0
44.0,-71.0,-40.0,-3.0,-23.0,-38.0
44.0,-71.0,-2.0,-13.0,29.0,1.0
44.0,-6.0,-24.0,-35.0,-2.0,9.0
44.0,-6.0,-31.0,4.0,-8.0,12.0
44.0,-6.0,43.0,-162.0,-9.0,-24.0
44.0,-6.0,9.0,3.0,-11.0,4.0
44.0,-6.0,-24.0,2.0,16.0,2.0
44.0,-6.0,-7.0,1.0,-13.0,2.0
44.0,11.0,23.0,5.0,-32.0,31.0
44.0,2.0,-5.0,5.0,0.0,3.0
-27.0,2.0,6.0,-9.0,0.0,-1.0
-27.0,0.0,-4.0,6.0,7.0,-1.0
-27.0,0.0,-7.0,-11.0,-11.0,0.0
-27.0,0.0,-5.0,7.0,9.0,35.0
-26.0,-22.0,-11.0,27.0,-13.0,-3.0
-26.0,-22.0,-22.0,7.0,-1.0,0.0
-2.0,7.0,12.0,12.0,0.0,-39.0
-2.0,7.0,-4.0,-2.0,12.0,-12.0
-2.0,7.0,-15.0,17.0,8.0,-13.0
-15.0,-4.0,65.0,-52.0,1.0,-20.0
-15.0,-75.0,-1.0,31.0,19.0,-1.0
2.0,-75.0,27.0,4.0,-7.0,-16.0
-23.0,-75.0,9.0,-31.0,4.0,-13.0
12.0,-75.0,-50.0,-26.0,-1.0,15.0
-58.0,2.0,-1.0,-9.0,-28.0,3.0
-58.0,38.0,-14.0,6.0,17.0,14.0
-58.0,9.0,1.0,-5.0,14.0,12.0
-58.0,-21.0,-82.0,-13.0,-27.0,-1.0
-6.0,-21.0,6.0,43.0,-55.0,-34.0
-6.0,-21.0,18.0,3.0,12.0,-31.0
-27.0,7.0,-6.0,-22.0,32.0,-46.0
-10.0,9.0,6.0,6.0,5.0,-32.0
-19.0,9.0,-4.0,-17.0,-1.0,1.0
12.0,9.0,0.0,-4.0,24.0,-31.0
12.0,4.0,-5.0,-7.0,4.0,3.0
-43.0,14.0,25.0,-7.0,2.0,21.0
-18.0,16.0,14.0,-15.0,14.0,-6.0
-18.0,-16.0,14.0,-50.0,-2.0,6.0
-18.0,-3.0,0.0,-19.0,22.0,0.0
-18.0,-3.0,4.0,4.0,2.0,-3.0
-11.0,-3.0,-29.0,-5.0,-15.0,-2.0
-11.0,-3.0,-312.0,-32.0,-6.0,-7.0
-11.0,13.0,-4.0,6.0,7.0,-6.0
-7.0,-62.0,1.0,2.0,-4.0,-26.0
-7.0,-62.0,-11.0,18.0,-18.0,-2.0
5.0,-62.0,-8.0,-38.0,-21.0,-12.0
7.0,-62.0,1.0,17.0,3.0,16.0
7.0,-62.0,8.0,8.0,21.0,5.0
7.0,18.0,-6.0,13.0,-34.0,-7.0
-22.0,-47.0,-4.0,-29.0,3.0,7.0
5.0,-47.0,-22.0,-412.0,-14.0,-11.0
5.0,-47.0,-16.0,14.0,6.0,-21.0
14.0,-47.0,4.0,14.0,-17.0,-18.0
-28.0,-47.0,23.0,5.0,3.0,-2.0
-16.0,-47.0,12.0,4.0,39.0,6.0
-16.0,-47.0,-11.0,-29.0,-29.0,3.0
-71.0,32.0,-5.0,-13.0,26.0,-1.0
-71.0,2.0,-5.0,-32.0,4.0,6.0
-71.0,2.0,-81.0,-16.0,-51.0,-4.0
-71.0,2.0,4.0,17.0,-9.0,-13.0
-71.0,-3.0,-10.0,24.0,-3.0,-10.0
-71.0,-3.0,-16.0,8.0,-31.0,10.0
-6.0,-3.0,8.0,-6.0,1.0,-1.0
-6.0,-3.0,-21.0,18.0,-13.0,-11.0
-6.0,-3.0,10.0,-22.0,4.0,-1.0
-6.0,-3.0,-3.0,-16.0,-22.0,-7.0
-6.0,-25.0,11.0,4.0,17.0,-24.0
-6.0,-7.0,-1.0,21.0,3.0,7.0
11.0,-4.0,6.0,12.0,-4.0,-2.0
11.0,-4.0,0.0,-11.0,2.0,-27.0
2.0,-13.0,-4.0,-11.0,5.0,0.0
2.0,-13.0,-16.0,0.0,4.0,9.0
2.0,-13.0,-2.0,-8.0,-8.0,-14.0
2.0,-13.0,-9.0,-19.0,-1.0,41.0
0.0,-13.0,12.0,2.0,7.0,-67.0
0.0,-13.0,-78.0,-21.0,-17.0,-24.0
0.0,-27.0,-20.0,-7.0,-2.0,-1.0
-22.0,-9.0,-8.0,-3.0,-1.0,0.0
-22.0,-9.0,-3.0,-1.0,4.0,-2.0
-22.0,2.0,-10.0,2.0,3.0,-20.0
5.0,44.0,4.0,-21.0,-26.0,19.0
7.0,44.0,12.0,6.0,-4.0,-59.0
7.0,44.0,-21.0,-4.0,-25.0,-7.0
7.0,44.0,25.0,1.0,-3.0,-40.0
7.0,44.0,-2.0,-2.0,7.0,-13.0
7.0,44.0,-58.0,-9.0,2.0,-6.0
-75.0,-22.0,-15.0,-50.0,14.0,-13.0
-4.0,-22.0,14.0,-78.0,6.0,-41.0
-75.0,-22.0,2.0,-61.0,-1.0,-83.0
-75.0,-22.0,-29.0,-20.0,4.0,20.0
-75.0,-22.0,16.0,-9.0,0.0,3.0
-75.0,-22.0,9.0,-67.0,-1.0,13.0
-75.0,-22.0,0.0,-1.0,3.0,-3.0
-75.0,-22.0,-226.0,4.0,-3.0,-28.0
2.0,-22.0,-27.0,2.0,10.0,-28.0
38.0,-22.0,-24.0,-65.0,1.0,-3.0
38.0,-22.0,-15.0,-29.0,-42.0,-8.0
9.0,-22.0,50.0,16.0,1.0,-16.0
9.0,-22.0,11.0,9.0,5.0,2.0
-55.0,-13.0,-234.0,-226.0,41.0,2.0
3.0,-13.0,1.0,-15.0,-8.0,1.0
-34.0,2.0,19.0,3.0,8.0,-1.0
-21.0,-10.0,-43.0,12.0,-59.0,1.0
-21.0,10.0,9.0,-13.0,0.0,-16.0
-21.0,-4.0,-52.0,2.0,-3.0,-13.0
0.0,-4.0,-14.0,-24.0,8.0,0.0
0.0,-4.0,-13.0,6.0,-9.0,3.0
0.0,-23.0,-2.0,-8.0,-6.0,-21.0
7.0,-23.0,2.0,-1.0,4.0,-10.0
-7.0,-23.0,3.0,8.0,32.0,-1.0
21.0,-23.0,-24.0,-17.0,-4.0,-4.0
9.0,-18.0,2.0,-37.0,14.0,15.0
9.0,-18.0,-1.0,-5.0,9.0,2.0
9.0,8.0,27.0,7.0,3.0,6.0
9.0,-6.0,-1.0,-9.0,3.0,-13.0
-27.0,-10.0,0.0,14.0,7.0,-4.0
4.0,-10.0,-10.0,-22.0,2.0,6.0
14.0,-10.0,-22.0,-5.0,-1.0,30.0
16.0,-10.0,13.0,3.0,6.0,-6.0
16.0,-10.0,1.0,8.0,-5.0,-26.0
-16.0,-10.0,3.0,6.0,20.0,-12.0
-16.0,-29.0,-71.0,-18.0,20.0,15.0
18.0,-8.0,8.0,-22.0,-13.0,-1.0
18.0,-2.0,6.0,-5.0,-6.0,-53.0
-3.0,-2.0,-11.0,-8.0,0.0,-17.0
-3.0,25.0,0.0,-21.0,-2.0,-1.0
-3.0,25.0,-22.0,-57.0,-3.0,-25.0
-3.0,1.0,12.0,19.0,9.0,-7.0
-3.0,-1.0,-15.0,13.0,-21.0,-13.0
13.0,-7.0,19.0,-2.0,16.0,20.0
3.0,-7.0,16.0,-14.0,7.0,22.0
-62.0,-7.0,-3.0,-17.0,-4.0,-7.0
-62.0,-7.0,-64.0,-23.0,-8.0,6.0
-62.0,-7.0,12.0,-12.0,6.0,2.0
-62.0,-25.0,-12.0,-38.0,1.0,-10.0
-62.0,-25.0,-25.0,-11.0,-12.0,8.0
-62.0,-25.0,-15.0,-12.0,1.0,2.0
-9.0,-25.0,10.0,-64.0,-13.0,-17.0
18.0,-25.0,-10.0,-17.0,5.0,-15.0
18.0,4.0,3.0,8.0,13.0,-4.0
18.0,-5.0,-11.0,-24.0,-21.0,14.0
-47.0,-5.0,4.0,-15.0,0.0,-21.0
-47.0,-17.0,-30.0,18.0,-15.0,-1.0
-47.0,-32.0,9.0,-11.0,-36.0,-4.0
-47.0,-30.0,32.0,-3.0,-9.0,19.0
-47.0,-30.0,-9.0,4.0,5.0,8.0
-47.0,-30.0,0.0,-30.0,12.0,-9.0
-47.0,-30.0,-15.0,-1.0,-142.0,-36.0
-47.0,-30.0,9.0,9.0,4.0,31.0
32.0,-28.0,18.0,32.0,3.0,11.0
32.0,-28.0,-1.0,-9.0,-1.0,-14.0
3.0,-28.0,14.0,9.0,12.0,-29.0
3.0,-28.0,-5.0,0.0,3.0,15.0
2.0,-3.0,-14.0,-15.0,-4.0,-7.0
2.0,14.0,8.0,-2.0,-30.0,3.0
2.0,14.0,-28.0,5.0,-4.0,5.0
2.0,-2.0,46.0,-7.0,13.0,-8.0
-8.0,-2.0,5.0,-46.0,0.0,0.0
-8.0,-2.0,-18.0,22.0,2.0,-3.0
-3.0,8.0,4.0,1.0,0.0,-18.0
-3.0,8.0,9.0,-14.0,-6.0,
-3.0,8.0,-26.0,5.0,-12.0,
-3.0,8.0,-1.0,3.0,15.0,
-3.0,8.0,-2.0,-5.0,48.0,
-3.0,8.0,11.0,-1.0,-10.0,
-25.0,-22.0,-7.0,12.0,33.0,
-25.0,-14.0,0.0,4.0,3.0,
-7.0,-14.0,-19.0,0.0,13.0,
-7.0,-14.0,2.0,-5.0,-9.0,
-4.0,-14.0,-26.0,-20.0,-6.0,
-4.0,-7.0,-6.0,1.0,-21.0,
-4.0,12.0,-51.0,46.0,-32.0,
-4.0,-7.0,-1.0,9.0,-25.0,
-13.0,-7.0,-80.0,-33.0,22.0,
-13.0,-31.0,25.0,-21.0,-23.0,
-13.0,-31.0,-2.0,0.0,-1.0,
-13.0,-31.0,-5.0,-1.0,3.0,
-13.0,-31.0,-2.0,-8.0,-17.0,
-13.0,-31.0,-48.0,11.0,-8.0,
-27.0,-31.0,4.0,0.0,1.0,
-87.0,-31.0,18.0,-7.0,-12.0,
-9.0,-8.0,5.0,-19.0,-18.0,
-9.0,-2.0,-7.0,3.0,26.0,
18.0,-4.0,14.0,1.0,-14.0,
2.0,-6.0,10.0,-51.0,-15.0,
-5.0,-6.0,-29.0,93.0,-4.0,
44.0,-6.0,-26.0,-18.0,-32.0,
44.0,10.0,12.0,24.0,9.0,
44.0,-1.0,-23.0,-80.0,-11.0,
44.0,9.0,-32.0,25.0,-38.0,
44.0,9.0,20.0,14.0,9.0,
44.0,9.0,-2.0,3.0,9.0,
44.0,0.0,-13.0,-2.0,13.0,
4.0,-1.0,17.0,-5.0,,
-2.0,-1.0,-28.0,4.0,,
-2.0,-14.0,-1.0,18.0,,
16.0,-14.0,-35.0,-14.0,,
-22.0,-12.0,1.0,-4.0,,
-22.0,-3.0,-28.0,14.0,,
-22.0,-3.0,2.0,8.0,,
-22.0,-3.0,2.0,-7.0,,
-22.0,3.0,-212.0,-1.0,,
-22.0,-8.0,-74.0,20.0,,
-22.0,-8.0,-6.0,-1.0,,
-22.0,-12.0,-3.0,-35.0,,
-22.0,-6.0,-31.0,1.0,,
-22.0,-27.0,-3.0,-28.0,,
-22.0,-27.0,6.0,2.0,,
-22.0,-27.0,-7.0,-2.0,,
-22.0,-3.0,-17.0,-2.0,,
-13.0,5.0,3.0,-2.0,,
-13.0,0.0,6.0,6.0,,
2.0,-22.0,19.0,5.0,,
0.0,-22.0,12.0,-31.0,,
0.0,-9.0,7.0,-12.0,,
-10.0,-9.0,52.0,-3.0,,
10.0,-24.0,-11.0,-12.0,,
9.0,-24.0,9.0,3.0,,
9.0,4.0,6.0,-31.0,,
5.0,-14.0,-15.0,-3.0,,
-1.0,-33.0,2.0,29.0,,
-4.0,-33.0,-112.0,-7.0,,
-4.0,2.0,5.0,-6.0,,
-4.0,23.0,-5.0,7.0,,
-4.0,23.0,-18.0,5.0,,
-23.0,23.0,-114.0,12.0,,
-23.0,23.0,-13.0,-23.0,,
-23.0,23.0,-137.0,-8.0,,
-23.0,23.0,-8.0,-4.0,,
-18.0,-5.0,4.0,3.0,,
-18.0,19.0,-157.0,-199.0,,
8.0,19.0,-6.0,3.0,,
-6.0,-4.0,30.0,52.0,,
-10.0,13.0,18.0,5.0,,
-10.0,2.0,-27.0,9.0,,
-10.0,-10.0,-7.0,-2.0,,
-10.0,9.0,10.0,16.0,,
-10.0,9.0,25.0,-4.0,,
-10.0,-5.0,-19.0,-2.0,,
-29.0,27.0,21.0,-18.0,,
-29.0,-5.0,-32.0,-7.0,,
-8.0,-23.0,-15.0,-137.0,,
-8.0,-23.0,19.0,-157.0,,
-8.0,-23.0,3.0,-6.0,,
-2.0,4.0,9.0,30.0,,
-2.0,4.0,25.0,-27.0,,
-2.0,11.0,-6.0,-7.0,,
-2.0,42.0,-17.0,25.0,,
12.0,16.0,129.0,-32.0,,
12.0,16.0,0.0,-15.0,,
25.0,-18.0,-34.0,19.0,,
25.0,-18.0,7.0,-7.0,,
1.0,6.0,8.0,-14.0,,
1.0,-24.0,8.0,-7.0,,
1.0,5.0,-10.0,-7.0,,
3.0,-16.0,-20.0,-2.0,,
3.0,-7.0,19.0,-42.0,,
-1.0,-11.0,31.0,8.0,,
-1.0,6.0,-15.0,-15.0,,
1.0,6.0,11.0,15.0,,
-1.0,-15.0,-15.0,25.0,,
-7.0,10.0,-3.0,19.0,,
-7.0,34.0,-3.0,7.0,,
-7.0,-15.0,1.0,-12.0,,
-7.0,4.0,-26.0,1.0,,
-7.0,4.0,-16.0,17.0,,
3.0,-17.0,11.0,-16.0,,
3.0,-17.0,-27.0,-12.0,,
-25.0,-17.0,-8.0,-25.0,,
-25.0,-17.0,8.0,-15.0,,
-25.0,-17.0,-3.0,-3.0,,
-25.0,-17.0,-16.0,-27.0,,
-25.0,-5.0,8.0,0.0,,
4.0,-26.0,11.0,-8.0,,
-54.0,-26.0,9.0,8.0,,
5.0,-26.0,6.0,-5.0,,
-5.0,60.0,-5.0,-16.0,,
-5.0,-14.0,-26.0,-41.0,,
-5.0,-9.0,12.0,11.0,,
-31.0,1.0,5.0,1.0,,
-17.0,-17.0,-6.0,14.0,,
-32.0,-17.0,63.0,0.0,,
-32.0,8.0,-20.0,-5.0,,
-32.0,8.0,33.0,1.0,,
-30.0,8.0,3.0,18.0,,
-30.0,8.0,-10.0,-3.0,,
-30.0,6.0,12.0,-35.0,,
-30.0,1.0,-28.0,-26.0,,
-30.0,1.0,-56.0,5.0,,
-30.0,1.0,-30.0,-28.0,,
-28.0,1.0,-2.0,3.0,,
-28.0,1.0,-4.0,2.0,,
-28.0,1.0,-12.0,-6.0,,
-28.0,-42.0,10.0,63.0,,
-28.0,5.0,-3.0,-5.0,,
-3.0,5.0,19.0,14.0,,
1.0,5.0,-10.0,3.0,,
14.0,5.0,-16.0,-10.0,,
14.0,5.0,-5.0,-51.0,,
-2.0,5.0,3.0,20.0,,
-2.0,5.0,9.0,28.0,,
-2.0,10.0,-25.0,3.0,,
8.0,-21.0,6.0,-10.0,,
8.0,-21.0,2.0,0.0,,
8.0,-21.0,-22.0,-6.0,,
8.0,-21.0,-2.0,-1.0,,
8.0,-21.0,-12.0,-5.0,,
8.0,33.0,-1.0,10.0,,
8.0,33.0,5.0,-7.0,,
-22.0,33.0,-12.0,19.0,,
-22.0,19.0,-46.0,-7.0,,
-14.0,4.0,-20.0,3.0,,
-14.0,4.0,16.0,-36.0,,
-14.0,4.0,-21.0,-6.0,,
-14.0,4.0,11.0,9.0,,
-7.0,4.0,17.0,2.0,,
12.0,-8.0,3.0,9.0,,
-7.0,-8.0,39.0,-21.0,,
-7.0,-8.0,6.0,-3.0,,
-7.0,-8.0,50.0,-3.0,,
-7.0,-8.0,15.0,1.0,,
-7.0,7.0,-17.0,5.0,,
-31.0,7.0,-6.0,-12.0,,
-31.0,7.0,15.0,5.0,,
-31.0,4.0,-5.0,-7.0,,
-31.0,-3.0,38.0,-20.0,,
-31.0,4.0,5.0,14.0,,
-31.0,4.0,-1.0,-3.0,,
-31.0,4.0,6.0,5.0,,
-8.0,4.0,5.0,-21.0,,
-2.0,-16.0,23.0,11.0,,
-2.0,-16.0,-16.0,-28.0,,
-2.0,-16.0,7.0,14.0,,
-4.0,-16.0,-7.0,22.0,,
-4.0,-16.0,0.0,-7.0,,
-4.0,-24.0,-12.0,12.0,,
-4.0,-24.0,6.0,39.0,,
-6.0,-24.0,-3.0,13.0,,
-6.0,-49.0,9.0,50.0,,
-6.0,-49.0,2.0,2.0,,
-6.0,-3.0,-6.0,5.0,,
19.0,-3.0,12.0,-19.0,,
10.0,-3.0,-9.0,-10.0,,
7.0,-3.0,-6.0,38.0,,
-1.0,-13.0,-21.0,-40.0,,
-1.0,-55.0,6.0,-1.0,,
-1.0,-55.0,-183.0,6.0,,
-14.0,-10.0,-1.0,-8.0,,
9.0,-10.0,5.0,2.0,,
9.0,-11.0,-31.0,23.0,,
9.0,-11.0,8.0,-16.0,,
0.0,-2.0,29.0,7.0,,
-7.0,-2.0,19.0,-9.0,,
-1.0,7.0,19.0,6.0,,
-1.0,7.0,23.0,22.0,,
-1.0,7.0,27.0,2.0,,
-14.0,7.0,-14.0,10.0,,
-14.0,-7.0,-2.0,2.0,,
-12.0,-162.0,12.0,-6.0,,
-3.0,-162.0,35.0,12.0,,
-3.0,-162.0,-6.0,-11.0,,
-3.0,-162.0,19.0,25.0,,
3.0,-162.0,6.0,-1.0,,
-8.0,-162.0,-75.0,19.0,,
-8.0,-162.0,1.0,-4.0,,
-8.0,-162.0,46.0,-14.0,,
-19.0,-162.0,30.0,5.0,,
-19.0,-162.0,11.0,6.0,,
-9.0,-162.0,-8.0,-1.0,,
-12.0,-162.0,-2.0,8.0,,
-12.0,3.0,7.0,10.0,,
-12.0,3.0,-2.0,-35.0,,
-6.0,5.0,45.0,-2.0,,
-6.0,5.0,11.0,-6.0,,
-27.0,-9.0,2.0,-4.0,,
-27.0,-9.0,10.0,-75.0,,
-27.0,-14.0,20.0,-34.0,,
-27.0,6.0,-1.0,3.0,,
-27.0,-9.0,21.0,-1.0,,
-3.0,-96.0,-1.0,-7.0,,
-3.0,-96.0,14.0,46.0,,
5.0,-96.0,7.0,30.0,,
5.0,-96.0,50.0,-2.0,,
0.0,-96.0,24.0,-28.0,,
-22.0,-96.0,-10.0,2.0,,
-22.0,-96.0,-24.0,-1.0,,
-22.0,-96.0,-24.0,-4.0,,
-9.0,-96.0,9.0,19.0,,
-9.0,-96.0,13.0,17.0,,
-9.0,-96.0,-2.0,24.0,,
-9.0,-96.0,-19.0,-10.0,,
-24.0,-96.0,46.0,-7.0,,
-24.0,-96.0,-9.0,-28.0,,
4.0,-96.0,14.0,-14.0,,
4.0,-96.0,-42.0,9.0,,
-14.0,-96.0,-64.0,46.0,,
-14.0,-96.0,-25.0,14.0,,
-33.0,-96.0,0.0,2.0,,
-33.0,-96.0,-6.0,11.0,,
-33.0,-96.0,-19.0,6.0,,
2.0,-96.0,-7.0,-2.0,,
-6.0,-96.0,7.0,-10.0,,
23.0,-96.0,33.0,10.0,,
23.0,-96.0,20.0,-16.0,,
23.0,-96.0,16.0,0.0,,
23.0,-96.0,10.0,-7.0,,
23.0,-96.0,3.0,25.0,,
23.0,-96.0,-7.0,6.0,,
-5.0,-96.0,-22.0,20.0,,
-5.0,-96.0,-15.0,3.0,,
19.0,-96.0,-81.0,-7.0,,
19.0,-96.0,-81.0,-8.0,,
-4.0,-96.0,15.0,-81.0,,
-4.0,-96.0,-12.0,-81.0,,
-4.0,-96.0,23.0,-14.0,,
13.0,-96.0,11.0,-13.0,,
2.0,-96.0,-13.0,-39.0,,
2.0,-96.0,-39.0,8.0,,
0.0,-96.0,5.0,-8.0,,
-21.0,-96.0,17.0,17.0,,
2.0,-2.0,-10.0,-11.0,,
-10.0,-26.0,6.0,-98.0,,
-10.0,27.0,-98.0,-7.0,,
9.0,27.0,-13.0,-12.0,,
9.0,27.0,-16.0,-16.0,,
-15.0,27.0,-28.0,14.0,,
0.0,-4.0,19.0,6.0,,
-5.0,0.0,0.0,-2.0,,
27.0,0.0,6.0,-2.0,,
27.0,7.0,16.0,0.0,,
9.0,-8.0,23.0,-2.0,,
-4.0,-8.0,-34.0,-41.0,,
-4.0,3.0,-10.0,21.0,,
-5.0,4.0,0.0,7.0,,
3.0,4.0,4.0,8.0,,
-23.0,4.0,8.0,6.0,,
-23.0,-3.0,6.0,-20.0,,
-23.0,21.0,25.0,7.0,,
-23.0,21.0,-20.0,13.0,,
4.0,21.0,1.0,8.0,,
4.0,21.0,2.0,-30.0,,
11.0,21.0,-46.0,-46.0,,
