P32790, 235
Q06090, 233
P39743, 233
Q12149, 232
Q04500, 231
P36528, 230
Q12749, 230
Q12692, 229
P22138, 228
Q12024, 228
P06787, 228
P53254, 224
P32589, 224
P02557, 224
P40069, 224
P36533, 223
P53040, 223
P40010, 223
P36525, 222
Q02950, 222
P02400, 222
P41940, 221
P38120, 219
P32481, 219
P38353, 219
P25038, 219
Q02608, 218
P40462, 218
P52286, 217
P32598, 216
Q03195, 216
Q12176, 215
P53914, 214
P35177, 212
P25348, 211
Q01163, 211
P47047, 211
P32463, 210
P53927, 210
P38305, 210
P05319, 210
P07259, 209
P35194, 209
P13188, 209
P05318, 208
P38041, 208
Q00772, 207
P10622, 207
Q02724, 206
P28778, 205
P53742, 205
Q12080, 204
P29295, 204
Q08965, 204
P32628, 204
P20424, 204
P53278, 203
P20436, 203
P35179, 202
P25635, 202
P47081, 201
P00830, 201
O14464, 201
P39677, 201
P47083, 201
P32447, 201
Q02821, 200
P32387, 199
P25039, 199
P48525, 199
P29311, 198
P36049, 198
P36516, 196
P41832, 196
P50102, 195
Q03973, 195
P38264, 195
Q06525, 195
P40055, 195
P32523, 194
P38074, 194
Q08972, 193
P38249, 193
P22336, 193
P14832, 193
P40033, 192
P0C0V8, 192
P41819, 192
Q12754, 192
P14540, 192
Q02336, 191
P53141, 191
P52871, 190
P25359, 190
P32459, 189
P43639, 189
P19882, 188
Q06506, 187
P0CS90, 186
P38687, 186
Q99216, 186
P53874, 186
Q99207, 186
P22139, 185
P08964, 185
P29478, 185
P40991, 185
P25368, 185
P23639, 184
Q02354, 183
P40024, 183
P12385, 183
Q02931, 183
Q03920, 182
P32342, 182
P19524, 182
Q08746, 181
P32497, 181
P06103, 181
Q03976, 180
P35178, 179
P43586, 179
P53276, 179
P40422, 178
P35169, 178
P20433, 178
Q08004, 178
P53163, 178
Q06078, 178
P19211, 178
Q04347, 177
P53893, 177
P53866, 176
P33299, 176
Q08235, 176
Q05946, 176
P48234, 176
P01123, 175
P10964, 175
Q07381, 175
P53941, 175
P29055, 174
Q12495, 174
P33750, 174
P38737, 173
P50623, 173
P34160, 173
Q06631, 173
P25644, 172
P39007, 172
P17629, 172
P39517, 172
Q06679, 172
Q02793, 171
P34730, 170
P35189, 170
Q08096, 170
Q06287, 170
P53877, 170
P38182, 169
P36526, 169
Q04305, 169
P38719, 169
P34087, 169
Q07896, 169
Q04373, 168
P39969, 168
P40362, 168
P47077, 168
P36527, 167
Q04598, 167
P20448, 167
P36144, 167
P50095, 167
P38203, 167
P20459, 166
P36531, 166
P38805, 166
P36521, 166
P10081, 166
Q12220, 166
Q08601, 165
P46677, 165
Q01560, 165
O14467, 165
Q06678, 164
P22137, 164
P0CX86, 164
P32485, 164
P00925, 163
P07834, 163
P38882, 163
P43609, 162
P25293, 162
P36124, 162
P38915, 162
P53165, 162
P28007, 162
P38879, 162
P53145, 162
P25642, 161
P36010, 161
Q08273, 161
P38861, 160
P52593, 160
P38985, 160
P27999, 160
P53861, 160
P30822, 160
Q12136, 160
P23293, 159
P06169, 159
P33334, 159
P02992, 158
P07260, 157
P40340, 157
Q12446, 157
P22579, 156
P53919, 156
Q03661, 156
P40079, 156
Q12030, 156
P25582, 155
P39077, 154
P53733, 154
Q06142, 154
P40204, 154
P06839, 154
Q00578, 154
P53722, 153
P20084, 153
P32903, 153
P04840, 153
P36146, 153
P43321, 153
Q12196, 153
Q08492, 153
P32562, 152
Q01939, 152
P43603, 152
Q12018, 152
P07149, 152
P38902, 152
Q00416, 152
Q08278, 152
P10662, 151
P32600, 151
P38883, 151
P05453, 151
Q02555, 151
P04037, 150
P41811, 150
P53136, 150
P38930, 150
P00560, 149
P17214, 149
P10962, 149
Q04048, 149
P40018, 149
P40070, 149
P32794, 148
P53691, 148
Q05123, 148
P36081, 148
P39523, 148
P38789, 148
P17255, 147
P22276, 147
Q02260, 147
P36041, 147
P39729, 146
P20447, 146
P25554, 146
P42846, 146
P48510, 146
Q08962, 145
P38931, 145
P54999, 145
P38801, 145
P53111, 145
P28707, 144
P32565, 143
P32561, 143
P40217, 143
P40016, 143
P33417, 142
P11076, 142
Q04693, 142
Q06217, 142
P18851, 142
P32569, 142
Q04636, 141
Q12330, 141
P37898, 140
Q01477, 140
P25491, 140
Q02206, 140
Q12532, 140
Q12004, 140
Q04177, 140
Q07623, 140
P28274, 140
P53183, 140
P24783, 140
P38631, 139
Q12514, 139
P52489, 139
P20081, 139
P32776, 139
P37366, 139
P07256, 138
Q07457, 138
Q12406, 138
Q02642, 138
P38112, 138
P09733, 138
P32639, 138
Q06106, 138
P32388, 138
Q02939, 138
P43535, 138
P06704, 137
P53305, 137
Q08162, 137
P32337, 137
P29056, 136
Q12216, 136
P46995, 136
P53617, 136
P38708, 136
P07251, 135
Q12060, 135
P00358, 135
P32333, 135
P32911, 135
P40073, 135
P35207, 135
P47035, 135
P53197, 135
P34761, 134
Q06697, 134
P40567, 134
Q12389, 134
Q04491, 134
Q00916, 134
P21576, 134
Q12068, 134
Q03049, 134
P38771, 134
P16140, 133
Q12285, 133
P00360, 133
P89105, 133
Q99382, 133
P40485, 133
P38873, 133
Q6WNK7, 133
P38788, 133
P32597, 133
P53251, 133
P17157, 132
P38911, 132
P53252, 132
P30771, 132
P40007, 132
P19736, 132
P09064, 132
P18899, 131
P36532, 131
P34247, 131
Q12177, 131
P14742, 131
P39079, 130
P39936, 130
Q08963, 130
Q05498, 130
P50101, 130
P30775, 130
P38344, 129
P38202, 129
P32657, 129
P17883, 129
Q04031, 128
P18239, 127
P53295, 127
P10080, 127
P16861, 127
P08019, 127
Q02455, 126
P53622, 126
P38217, 126
P40089, 126
Q12035, 126
Q05863, 126
P36534, 125
P80428, 125
Q07844, 125
P38912, 125
Q04067, 125
P40513, 125
P40160, 125
Q99288, 124
P47141, 124
Q02630, 124
P22141, 124
P57743, 124
P41896, 124
Q06709, 124
P49955, 124
P37263, 124
P10659, 123
P38137, 123
Q07979, 123
P15303, 122
P19073, 122
P22216, 122
Q06205, 122
P33298, 122
P53549, 122
P06700, 121
P36015, 121
Q12230, 121
P21304, 121
P53091, 121
P53883, 121
Q02796, 121
Q04673, 121
P45818, 121
P19263, 121
P53104, 121
P53188, 120
Q04477, 120
Q03497, 120
P41895, 120
P04051, 119
Q04439, 119
Q12250, 119
P25555, 119
Q12099, 119
P47822, 119
P28817, 118
Q02204, 118
P38688, 118
P12954, 118
Q06580, 118
P22082, 118
P47093, 118
P38431, 118
P53199, 118
P38633, 118
P32835, 117
P24583, 117
Q12432, 117
P32892, 117
Q99181, 117
Q99257, 117
Q00955, 117
P47180, 116
P31539, 116
P14907, 116
P32591, 116
P29469, 116
Q05636, 116
P46948, 116
P32916, 116
P32769, 116
P38792, 115
P43615, 115
Q12309, 115
P09734, 115
P38961, 115
P40327, 115
P22202, 114
P39078, 114
P45978, 114
P32074, 114
P53905, 114
P47079, 114
P36084, 114
P53859, 114
Q06511, 113
P19659, 113
P38828, 113
P26754, 112
Q12403, 112
P33309, 112
P34760, 112
P50109, 112
P41810, 112
P05030, 112
P53978, 112
P23615, 112
Q03654, 112
P06774, 112
P37838, 112
P25343, 111
P06782, 111
P29496, 111
P29366, 111
Q06406, 111
P48361, 111
P53550, 111
P27637, 111
Q12277, 111
P34078, 111
Q08723, 111
P40858, 110
P20676, 110
P22214, 110
P28004, 110
P21951, 110
Q06344, 110
P48240, 110
P23369, 109
P36523, 109
P12945, 109
Q00362, 109
Q04781, 109
P53064, 109
P06777, 109
P53738, 109
P14306, 109
P38827, 109
P14922, 109
Q04062, 109
P00950, 108
P53734, 108
Q04195, 108
Q03898, 108
P15873, 108
P18480, 108
P27476, 108
P53256, 108
P06780, 108
P02381, 107
Q03430, 107
Q06639, 107
P50875, 107
P40314, 107
P38351, 107
Q07350, 107
P36100, 107
P32529, 107
P46943, 107
Q03690, 107
P09435, 106
P80667, 106
P25302, 106
P0C074, 106
Q05775, 106
Q08444, 106
P53235, 106
P24482, 106
P47037, 106
P53551, 106
Q08285, 106
Q06213, 106
P38782, 106
P32381, 105
P18759, 105
P47019, 105
P38707, 105
P53292, 104
P12612, 104
P19735, 104
P39715, 104
P36000, 104
P25454, 104
Q12322, 104
Q04947, 104
P11632, 104
Q01080, 104
P36008, 103
P11938, 103
P38439, 103
P38696, 103
Q02554, 103
Q12339, 103
P13186, 103
P32527, 102
Q06488, 102
P06243, 102
P47089, 102
P15424, 102
Q03290, 102
P10849, 102
P53297, 102
P22354, 101
O75012, 101
P35191, 101
P40460, 101
P38822, 101
Q03071, 101
P50105, 101
P34241, 101
P38241, 101
Q02732, 101
P30665, 101
Q05080, 101
P32774, 101
Q12481, 101
P41543, 101
P53313, 101
P40496, 100
P17558, 100
P40075, 100
P54837, 100
P53115, 100
P21374, 100
Q12160, 100
P07347, 100
Q07897, 100
P04386, 100
P46672, 100
P40495, 100
P12686, 99
P07278, 99
P25382, 99
Q05942, 99
P50094, 99
P36009, 99
P16862, 99
P53741, 99
P53317, 99
Q08208, 99
P07143, 98
P46962, 98
P06102, 98
Q12417, 98
P38042, 98
P38991, 98
P40470, 98
P53971, 98
P40449, 98
P38077, 97
P38175, 97
P28000, 97
Q12377, 97
Q05359, 97
P47068, 97
P25655, 97
P32494, 97
P04801, 97
P18888, 97
P15731, 97
Q06630, 96
P38797, 96
P14906, 96
P38889, 96
P32499, 96
P23287, 96
P25719, 96
P25337, 96
P33895, 96
Q06252, 96
P38783, 95
P39076, 95
P36006, 95
Q03957, 95
P36057, 95
P24279, 95
P32793, 95
Q03151, 95
P19097, 95
Q12343, 95
P33755, 94
P09547, 94
P31383, 94
P32524, 94
P32473, 94
P53011, 94
P36046, 94
Q08032, 94
P06242, 94
P53723, 94
Q02629, 93
P15705, 93
P21147, 93
P24869, 93
Q06440, 93
P53879, 93
P32605, 93
P23059, 93
P53044, 93
P20967, 93
P00942, 93
P38300, 92
P32832, 92
P40509, 92
P38922, 92
P16649, 92
P32502, 92
P40546, 92
Q3E772, 92
P38968, 92
P26309, 92
P38523, 91
P32496, 91
P42943, 91
P40482, 91
Q02959, 91
P40014, 91
P38262, 91
P11710, 91
P11747, 91
P24384, 91
P09959, 91
P46674, 91
P39929, 91
P32379, 91
P26570, 90
P47054, 90
P38850, 90
P43621, 90
Q04779, 90
P36168, 90
P25847, 90
P09440, 90
Q12263, 90
P21965, 90
Q07953, 90
Q04437, 90
Q03063, 90
P36145, 90
P53725, 90
P16892, 90
P03069, 90
P32457, 90
P07273, 90
P39538, 89
P15992, 89
P53930, 89
P35817, 89
Q06449, 89
P33441, 89
P07560, 89
Q06835, 89
P38786, 89
P11746, 89
P54784, 89
Q03758, 89
Q12329, 88
P40359, 88
Q12517, 88
P38753, 88
P47122, 88
P32867, 88
P19146, 88
P36068, 88
Q03010, 88
Q08921, 88
P53277, 88
P47050, 88
Q3E7C1, 88
Q01476, 88
P07257, 87
P46675, 87
Q06677, 87
P11075, 87
P04821, 87
Q08496, 87
P22470, 87
P33302, 87
P53096, 87
P06844, 87
Q06108, 87
P33748, 87
P07342, 87
P09436, 87
P34077, 87
P34162, 87
P22543, 87
P23638, 87
Q3E705, 87
Q01389, 87
P38712, 87
Q00582, 87
P40303, 87
P53921, 86
Q08817, 86
Q12449, 86
Q12386, 86
P40026, 86
P38138, 86
P36027, 86
P32773, 86
Q00539, 86
Q08179, 85
P08067, 85
P00410, 85
P38987, 85
P39705, 85
P12688, 85
P40456, 85
P39676, 85
Q12142, 85
P22204, 85
P25623, 85
P32354, 85
Q05549, 85
P23255, 85
Q03834, 85
P32599, 85
P34252, 85
P38803, 85
P12695, 85
Q03772, 84
P00924, 84
P33338, 84
P23594, 84
P46963, 84
P32914, 84
P39013, 84
P20095, 84
P46989, 84
P06786, 84
P39983, 84
Q12186, 84
P32585, 84
P53724, 83
Q12527, 83
P32380, 83
Q04311, 83
Q04549, 83
Q01590, 83
P47017, 83
P31384, 83
P32445, 83
P32492, 83
P15938, 83
P19880, 83
P16550, 83
P53865, 83
P43573, 83
Q02486, 83
P28519, 83
Q06103, 83
O94742, 83
Q04712, 82
P22803, 82
P47124, 82
P38555, 82
P19414, 82
Q04149, 82
O13539, 82
P40968, 82
P34167, 82
P43132, 82
P39723, 82
P48837, 82
P22149, 82
Q07478, 82
P38219, 82
P23641, 82
P21243, 82
P28241, 82
Q08689, 82
P25087, 82
P32563, 81
P32344, 81
P40477, 81
P40548, 81
P32590, 81
P32602, 81
Q03375, 81
Q06218, 81
P34217, 81
P38291, 81
P32828, 81
P32908, 81
P25046, 81
P14063, 80
P47160, 80
P07213, 80
P23644, 80
P38996, 80
Q05949, 80
Q03640, 80
P38697, 80
Q6Q547, 80
P25651, 80
Q02948, 80
P09119, 80
P21242, 80
P53330, 80
P38164, 80
P53628, 80
P41318, 80
P17555, 80
Q02256, 80
O13563, 80
P30656, 80
Q12298, 80
P39952, 79
Q12511, 79
P20053, 79
P49686, 79
P33749, 79
P39984, 79
P40348, 79
P53327, 79
P38838, 79
P39987, 79
P38781, 79
Q12420, 79
Q06698, 79
P32610, 78
P25385, 78
P32336, 78
P53955, 78
Q06245, 78
P43568, 78
P52918, 78
P38132, 78
P25632, 78
P38845, 78
P46669, 78
P40352, 78
P11978, 78
P19956, 78
P47912, 78
P52891, 77
P23394, 77
P22515, 77
P20604, 77
P39073, 77
Q03323, 77
Q03508, 77
P40856, 77
P14681, 77
P49704, 77
P53886, 77
Q06410, 77
P40061, 77
P47156, 76
Q06493, 76
P10614, 76
P38187, 76
P53012, 76
P25344, 76
P39926, 76
P36120, 76
P47006, 76
Q12114, 76
Q12529, 76
P35187, 76
P39960, 76
P53973, 76
P04786, 76
P36013, 76
Q04226, 76
P30657, 76
Q12321, 76
P40093, 75
P47117, 75
P47821, 75
P25296, 75
P23291, 75
Q08647, 75
Q99219, 75
P13382, 75
Q08687, 75
P38181, 75
P14736, 75
P38624, 75
P00044, 74
P30902, 74
P30619, 74
P32912, 74
Q02199, 74
P38903, 74
P47027, 74
P53552, 74
P14682, 74
Q06411, 74
Q07930, 74
Q99383, 74
P11745, 74
Q03769, 74
P40413, 74
P38629, 74
Q03048, 74
P04819, 74
Q05900, 74
P43593, 74
P32939, 74
P00817, 74
P32570, 74
Q12124, 73
P50085, 73
Q12363, 73
P33328, 73
P25336, 73
P53858, 73
Q03790, 73
P38111, 73
Q08773, 73
P40161, 73
P38860, 73
P40302, 73
P36037, 73
P32366, 72
P06101, 72
P14747, 72
Q12118, 72
Q08109, 72
P43558, 72
P38853, 72
P23595, 72
P36080, 72
Q12153, 72
P06778, 72
P40565, 72
Q12046, 72
P00958, 72
P40562, 72
P38304, 72
P37296, 71
P14164, 71
P32501, 71
Q06337, 71
P36053, 71
P48562, 71
P42841, 71
P53333, 71
Q6Q546, 71
P53316, 71
P24814, 71
Q12280, 71
P40498, 71
Q06554, 71
Q05468, 71
Q06706, 71
P09798, 71
P00163, 70
P36056, 70
Q04307, 70
P32854, 70
P12709, 70
Q05471, 70
P15436, 70
P40494, 70
Q03390, 70
P46947, 70
Q12161, 70
Q04087, 70
P34216, 70
P11633, 70
Q06685, 70
Q03833, 70
P32504, 70
P38065, 70
P53894, 70
Q99373, 70
P38627, 70
P53267, 70
P53290, 70
P32349, 69
P32803, 69
P53201, 69
P53946, 69
P41546, 69
Q12206, 69
P51979, 69
Q12262, 69
P40561, 69
Q06834, 69
P53840, 69
P38251, 69
Q12158, 69
P19262, 69
P32259, 69
P00424, 68
P00427, 68
Q02776, 68
P31412, 68
Q03435, 68
P38429, 68
P36047, 68
P01120, 68
P35201, 68
P39706, 68
Q04601, 68
Q03338, 68
P53063, 68
Q02785, 68
P00447, 68
Q03750, 68
P00045, 67
Q01852, 67
Q07468, 67
P40368, 67
P22804, 67
Q12255, 67
Q03466, 67
P33202, 67
P34909, 67
Q06629, 67
Q99186, 67
P09624, 67
P52910, 67
P53112, 67
P26637, 67
P40064, 67
P50082, 67
Q06505, 67
P38630, 67
P25604, 67
P00927, 67
P06168, 67
P14908, 67
P00128, 66
P32836, 66
P19812, 66
P38316, 66
Q12315, 66
P38286, 66
P36104, 66
P47149, 66
P11433, 66
P32472, 66
Q01329, 66
P34223, 66
P15891, 66
P32521, 66
Q12184, 66
Q07732, 66
P25627, 66
Q99278, 66
Q05021, 66
Q12021, 66
P00401, 65
P00420, 65
P10507, 65
P22203, 65
P41807, 65
P40961, 65
P53632, 65
P33411, 65
Q06091, 65
P06245, 65
P06244, 65
P13574, 65
P38310, 65
Q3E7A9, 65
P32833, 65
P40339, 65
P54790, 65
Q00776, 65
P27351, 65
P53068, 65
P22219, 65
Q07508, 65
P16387, 65
P15442, 65
Q12468, 65
P09457, 64
P36108, 64
P47103, 64
P41821, 64
P32582, 64
P06838, 64
Q12368, 64
P36161, 64
P20606, 64
P22516, 64
P31244, 64
P33308, 64
P33420, 64
P25043, 64
P39014, 64
P39985, 64
Q02866, 64
P32799, 63
P17891, 63
P43579, 63
P13712, 63
P39010, 63
Q03322, 63
P28320, 63
Q03406, 63
Q01454, 63
Q03124, 63
P36148, 63
P47108, 63
P32786, 63
Q05779, 63
P38691, 63
P41695, 63
P32048, 63
P43601, 63
P53166, 62
P00445, 62
P40956, 62
P36016, 62
P41834, 62
Q12154, 62
Q12345, 62
P20486, 62
P54860, 62
P39008, 62
Q08204, 62
Q02770, 62
P32454, 62
Q04175, 62
Q06144, 62
P46970, 62
P32364, 62
P49687, 62
Q12072, 62
Q02792, 62
P12383, 62
P40013, 62
Q06628, 62
P15732, 62
P39704, 61
P28791, 61
P18414, 61
P11972, 61
P25588, 61
Q08732, 61
P17505, 61
Q03370, 61
Q03771, 61
P21954, 61
P32944, 61
P29468, 61
P25299, 61
P32526, 61
P53045, 61
P46673, 61
Q04659, 61
P40356, 61
Q00816, 61
P06104, 61
P06701, 61
Q06168, 61
P53125, 61
P38205, 61
P39998, 61
P22211, 61
P23724, 61
Q04600, 61
P22696, 61
P54839, 61
Q04934, 61
P53266, 60
Q01519, 60
P23968, 60
P25515, 60
P61829, 60
P25367, 60
P32566, 60
P39993, 60
P53337, 60
Q12380, 60
P42948, 60
P39001, 60
P54786, 60
P04802, 60
P17119, 60
Q06389, 60
P54199, 60
P38313, 60
P38265, 60
P37291, 60
P32500, 60
P23201, 60
P50276, 60
P10823, 60
P40066, 60
P25270, 60
Q02979, 60
P15565, 60
Q01662, 60
P09032, 60
P40850, 60
Q12275, 60
Q00245, 60
Q05871, 60
P08525, 59
P20449, 59
P38920, 59
P00890, 59
P53049, 59
P08566, 59
P31376, 59
P39946, 59
P40357, 59
P20484, 59
P32368, 59
P51996, 59
Q02775, 59
Q03254, 59
P53834, 59
P32458, 59
P41697, 59
P27895, 59
P26793, 59
P32468, 59
P28834, 59
Q07362, 59
P04039, 58
P53083, 58
P48362, 58
D6W196, 58
Q04338, 58
P53281, 58
P06843, 58
P36118, 58
Q06169, 58
P32559, 58
P22217, 58
Q03529, 58
P40466, 58
P53236, 58
Q06819, 58
P32334, 58
P25451, 58
Q08683, 58
P52490, 58
P33203, 58
P53207, 58
P12904, 58
P39109, 57
P25037, 57
P89102, 57
P53148, 57
P20438, 57
P10961, 57
P25357, 57
P46679, 57
P33775, 57
P43583, 57
P30283, 57
P43572, 57
P40965, 57
P38328, 57
P36139, 57
Q02805, 57
P40958, 57
P05626, 56
Q03214, 56
P32829, 56
Q99260, 56
Q12241, 56
P21825, 56
P07236, 56
P11709, 56
P21268, 56
Q05931, 56
P32787, 56
P53114, 56
Q12157, 56
P12684, 56
Q96VH5, 56
Q08558, 56
P54115, 56
P22289, 55
P34230, 55
P35180, 55
P38825, 55
P53253, 55
P42842, 55
P47112, 55
Q12102, 55
P25298, 55
P39081, 55
P53159, 55
P34218, 55
Q07980, 55
P38174, 55
P28496, 55
P00175, 55
P36421, 55
P08678, 55
P25558, 55
P21734, 55
P35691, 55
Q03782, 55
P03879, 54
P11914, 54
P33339, 54
P25441, 54
P31109, 54
P53146, 54
P40059, 54
P13517, 54
P53286, 54
P36094, 54
P38121, 54
P47134, 54
P19145, 54
Q12267, 54
P32325, 54
P40484, 54
P39968, 54
Q06162, 54
P50874, 54
Q12270, 54
Q04411, 54
Q12476, 54
P37292, 54
P15180, 54
Q12222, 54
P38009, 54
P03873, 53
Q3E7B6, 53
P48237, 53
P36017, 53
P14741, 53
P23202, 53
P14359, 53
Q99314, 53
P50947, 53
Q08144, 53
P40994, 53
P35728, 53
P53202, 53
P41812, 53
P16603, 53
Q06224, 53
P53633, 53
P39685, 53
Q04603, 53
P38826, 53
P50264, 53
P54791, 53
P32583, 53
P25342, 53
P41277, 53
P40319, 53
Q03897, 53
P40963, 53
P39682, 53
P21372, 53
Q05543, 53
P53743, 53
P50086, 53
P00425, 52
Q9ZZW7, 52
P32842, 52
P39515, 52
Q12143, 52
P13856, 52
P29465, 52
P38615, 52
P47057, 52
P53854, 52
Q02521, 52
Q01159, 52
P23561, 52
Q06632, 52
P34237, 52
P29340, 52
Q12328, 52
P40450, 52
P36162, 52
P40328, 52
Q06188, 52
P15801, 52
P48415, 52
P35735, 52
P38261, 52
Q03776, 52
P53220, 51
P21306, 51
P54000, 51
Q12055, 51
P38282, 51
P48582, 51
P25303, 51
P35197, 51
Q08465, 51
Q08923, 51
P53829, 51
P01119, 51
Q06671, 51
Q12028, 51
Q02773, 51
P47048, 51
P06784, 51
P45976, 51
P38929, 51
P21827, 51
Q12488, 51
P10862, 51
P07244, 51
P39678, 51
P47128, 51
P40072, 51
P52553, 51
P07276, 51
P14242, 51
Q06148, 51
P34244, 51
P38810, 51
P24870, 51
P54861, 51
P39520, 51
Q03954, 51
P00127, 50
P13185, 50
P41800, 50
P38798, 50
P40505, 50
P38736, 50
P38932, 50
P43682, 50
P40164, 50
P53769, 50
P38907, 50
Q06508, 50
P33333, 50
P07262, 50
P17065, 50
Q02795, 50
P39927, 50
P35729, 50
Q08281, 50
P08018, 50
P14737, 50
P34110, 50
P36076, 50
P25453, 50
Q08003, 50
Q07527, 50
P53039, 50
P25617, 50
P38088, 50
P32644, 50
P38270, 50
Q12305, 50
Q12214, 50
Q06665, 50
P00854, 49
P21801, 49
Q12165, 49
P48836, 49
P29547, 49
P06779, 49
Q04228, 49
P52868, 49
P22224, 49
P40571, 49
Q04675, 49
P38720, 49
P00431, 49
Q05785, 49
P42073, 49
P43555, 49
P32807, 49
P38705, 49
P27636, 49
P38080, 49
P36095, 49
P32319, 49
P53685, 49
P38147, 49
Q07651, 49
Q08491, 49
Q12440, 49
P53843, 49
P89886, 49
P33314, 49
P40517, 49
P40825, 49
P39692, 49
Q07540, 49
P39111, 48
P39933, 48
P36018, 48
P40582, 48
Q04511, 48
P32861, 48
P34233, 48
P46957, 48
P53739, 48
P32345, 48
P28003, 48
P53218, 48
P40046, 48
P39522, 48
P47074, 48
P40507, 48
P33767, 48
Q12680, 48
P17536, 48
Q05166, 48
P33331, 48
P10363, 48
P26755, 48
P22209, 48
Q12341, 48
P05694, 48
Q12146, 48
P33399, 48
Q12175, 48
Q00764, 48
P27344, 48
Q00381, 48
P32476, 48
P33332, 48
P25378, 48
P06781, 48
Q05541, 48
Q6Q560, 47
P11325, 47
P32471, 47
P32263, 47
P39083, 47
P19658, 47
P50111, 47
P53123, 47
P53833, 47
Q12433, 47
P38086, 47
Q12164, 47
Q03088, 47
P25638, 47
Q03860, 47
P32479, 47
Q08873, 47
D6VTK4, 47
Q12083, 47
P11792, 47
P18494, 47
P38348, 47
P37304, 47
P16522, 47
Q00246, 47
Q05473, 47
P07264, 47
P13433, 47
P40084, 47
P53335, 47
P04807, 47
