proteome_id	per_protein	total_proteome
UP000222218	0.18045	0.14324
UP000002235	0.0942	0.05391
UP000002236	0.07459	0.0482
UP000001987	0.08868	0.09205
UP000221746	0.12344	0.12456
UP000503286	0.12022	0.07176
UP000325477	0.06622	0.05599
UP000008726	0.05867	0.03991
UP000273568	0.15627	0.17733
UP000595970	0.21391	0.10472
UP001164646	0.0682	0.05582
UP000005228	0.14168	0.09247
UP000290427	0.13007	0.07745
UP000024440	0.1111	0.10005
UP000203932	0.13739	0.0831
UP000003754	0.09052	0.07922
UP000221761	0.14901	0.11008
UP000226396	0.06353	0.0588
UP000223025	0.07835	0.05755
UP000222678	0.0925	0.13332
UP000304901	0.12596	0.07447
UP000672035	0.28771	0.14268
UP000671971	0.17669	0.097
UP000672025	0.13413	0.07317
UP000000993	0.1206	0.07944
UP000241528	0.14337	0.12746
UP000250432	0.09115	0.077
UP000287318	0.1472	0.11263
UP000222804	0.11138	0.08813
UP000595241	0.05374	0.07552
UP000503037	0.12211	0.0713
UP001164443	0.10097	0.11871
UP000201377	0.0813	0.06038
UP000479357	0.05986	0.04735
UP001163958	0.07563	0.08103
UP000222639	0.10798	0.05933
UP000439483	0.08929	0.08291
UP000286786	0.11842	0.07121
UP000502819	0.12865	0.10134
UP000027000	0.18555	0.16259
UP000678262	0.08703	0.0662
UP000241930	0.17758	0.16615
UP000225023	0.09479	0.05505
UP000500909	0.15091	0.10898
UP000268902	0.27825	0.13147
UP000225890	0.13637	0.07563
UP000274668	0.21159	0.14836
UP000270032	0.15737	0.09773
UP001059717	0.20148	0.13333
UP000266910	0.24818	0.13135
UP000204546	0.13069	0.11102
UP001156221	0.19818	0.15657
UP001177608	0.25598	0.14698
UP000501086	0.22989	0.18748
UP000516407	0.20268	0.16689
UP000222527	0.16199	0.09814
UP001055786	0.25585	0.21753
UP000225683	0.18142	0.1222
UP000274513	0.22997	0.1751
UP000268506	0.24639	0.23169
UP000594068	0.17912	0.11887
UP000214345	0.15481	0.07522
UP000266996	0.20449	0.11033
UP000501199	0.16197	0.09148
UP000438167	0.24791	0.15612
UP000290693	0.19645	0.2318
UP001164835	0.23478	0.14473
UP000280317	0.19877	0.1278
UP000223164	0.1671	0.11213
UP000434281	0.16716	0.11465
UP001059223	0.21728	0.15093
UP000226177	0.18252	0.10025
UP000270301	0.22757	0.12809
UP000298729	0.15325	0.11619
UP000325879	0.21663	0.12462
UP000279087	0.23786	0.14285
UP001059694	0.17831	0.09891
UP000224503	0.17353	0.1431
UP000594363	0.22408	0.17449
UP000278416	0.16976	0.12916
UP001059382	0.2266	0.10736
UP000272119	0.21309	0.13362
UP000203585	0.1598	0.10839
UP000222050	0.13958	0.11584
UP000394254	0.2167	0.14018
UP000316421	0.21496	0.12156
UP000222336	0.16114	0.12467
UP000282542	0.17767	0.11401
UP000433019	0.18593	0.12357
UP000593965	0.1556	0.0987
UP000287918	0.26522	0.15517
UP000326176	0.21067	0.12047
UP000257231	0.22108	0.10385
UP000259680	0.1587	0.08817
UP000225204	0.15058	0.09605
UP000427282	0.21814	0.14407
UP000267628	0.20296	0.20753
UP001059155	0.12332	0.10638
UP000277525	0.17448	0.10102
UP000594166	0.17531	0.11381
UP000516826	0.15135	0.11743
UP000279418	0.2226	0.17091
UP000693837	0.19183	0.11986
UP000430309	0.1758	0.08369
UP000664925	0.19331	0.14871
UP000229287	0.19359	0.13944
UP001164854	0.22224	0.1527
UP000269345	0.19713	0.11274
UP000693745	0.15545	0.10257
UP001059071	0.19716	0.09911
UP000272407	0.22105	0.11389
UP001063033	0.21282	0.1772
UP000325857	0.20283	0.12774
UP000325819	0.14691	0.08466
UP000501785	0.24782	0.1403
UP000693758	0.12027	0.10115
UP000693725	0.16453	0.11455
UP000289206	0.21858	0.192
UP000326190	0.16669	0.08758
UP000276928	0.22371	0.13021
UP001057418	0.22828	0.12188
UP000224284	0.15524	0.10251
UP001059875	0.16029	0.11344
UP000325735	0.14831	0.09313
UP000516204	0.20902	0.10542
UP001060190	0.20065	0.12703
UP000018644	0.29481	0.18393
UP000031071	0.16904	0.13422
UP000318687	0.23582	0.1479
UP001164923	0.22347	0.12024
UP000501873	0.23731	0.18134
UP000595472	0.17002	0.1104
UP000273593	0.18884	0.09302
UP000321527	0.15329	0.12444
UP001059426	0.17273	0.12603
UP000516780	0.15805	0.10613
UP000202870	0.20186	0.13052
UP000222295	0.15798	0.24948
UP000002175	0.19958	0.18382
UP000595544	0.10491	0.10422
UP000325623	0.15145	0.10381
UP000002413	0.11264	0.07138
UP000326021	0.11856	0.08556
UP000327065	0.12761	0.09087
UP000002299	0.06092	0.04806
UP000515915	0.1186	0.09213
UP001055532	0.05751	0.04606
UP000326666	0.08724	0.071
UP000241367	0.05572	0.03452
UP000011289	0.09463	0.06543
UP000271896	0.18187	0.17208
UP000202618	0.0792	0.0763
UP000201440	0.08427	0.07771
UP001059196	0.11567	0.08184
UP000006099	0.04697	0.05873
UP000222925	0.1156	0.09723
UP000002550	0.23355	0.19903
UP000516716	0.05983	0.05775
UP001059667	0.1779	0.11997
UP000323059	0.07881	0.08286
UP000262827	0.20862	0.14851
UP000001585	0.16055	0.11583
UP000006298	0.11063	0.11619
UP000019744	0.07466	0.07275
UP000007863	0.07595	0.08334
UP000033014	0.08135	0.07862
UP000222204	0.15733	0.10287
UP000202560	0.07013	0.06789
UP000225963	0.07955	0.07161
UP000223243	0.09823	0.06072
UP000028664	0.08971	0.09251
UP000030232	0.08135	0.08722
UP000241565	0.10716	0.10264
UP000260425	0.10424	0.0911
UP000326093	0.12023	0.06527
UP000006047	0.09807	0.11681
UP000223221	0.1221	0.1526
UP001063213	0.06126	0.05399
UP000324715	0.05204	0.05914
UP000027382	0.14043	0.08375
UP000225583	0.10089	0.05229
UP000289624	0.09353	0.06861
UP000290970	0.12543	0.07997
UP000593635	0.13779	0.07698
UP000683435	0.11316	0.09994
UP000204502	0.08022	0.07308
UP000011287	0.07988	0.05556
UP000011291	0.08492	0.06144
UP000002580	0.0593	0.03733
UP000017648	0.09961	0.0936
UP000026905	0.05786	0.06682
UP000516025	0.08545	0.07127
UP000002340	0.12023	0.09218
UP000317352	0.14743	0.06537
UP000594029	0.06679	0.07339
UP000222445	0.08783	0.07244
UP000030206	0.09334	0.08503
UP000012167	0.11914	0.07702
UP000224134	0.07961	0.07536
UP000030207	0.07806	0.08001
UP001061404	0.08974	0.08117
UP000226363	0.17062	0.1746
UP000000744	0.10645	0.06358
UP000509405	0.10684	0.05991
UP000653557	0.08821	0.09183
UP000030208	0.11021	0.09025
UP000002873	0.05426	0.05074
UP000223102	0.07281	0.06627
UP000222030	0.08835	0.06623
UP000294353	0.06721	0.09548
UP000203594	0.10661	0.12776
UP000221139	0.14087	0.09384
UP000008338	0.15778	0.1771
UP000001207	0.13431	0.07877
UP000203986	0.06679	0.05884
UP000203057	0.10264	0.072
UP000010364	0.09956	0.10227
UP000202492	0.17348	0.15595
UP000014701	0.13021	0.10744
UP000007858	0.08648	0.13201
UP001059027	0.04122	0.06963
UP000011861	0.1108	0.10044
UP000017659	0.08758	0.12222
UP000287896	0.0721	0.07591
UP000288674	0.08181	0.09818
UP000223716	0.1256	0.09638
UP000255753	0.05098	0.06597
UP000203219	0.0645	0.06831
UP000221286	0.04149	0.05189
UP000201588	0.10653	0.10074
UP000222959	0.12978	0.11243
UP000683116	0.21339	0.18629
UP000207621	0.08585	0.07516
UP000203261	0.08668	0.09595
UP000009091	0.08382	0.07776
UP000214715	0.57421	0.25311
UP000001590	0.12113	0.10074
UP000002559	0.25077	0.18376
UP000033015	0.06136	0.07559
UP000274669	0.07656	0.06817
UP000680281	0.05701	0.06519
UP000224684	0.10747	0.10323
UP000001524	0.12553	0.0754
UP000015546	0.04769	0.05755
UP000204602	0.08912	0.0851
UP000516547	0.11628	0.08835
UP001064695	0.06136	0.04205
UP001058387	0.06263	0.06327
UP001058493	0.06746	0.07214
UP001058274	0.06758	0.0723
UP001058910	0.05553	0.0766
UP000275028	0.09463	0.06895
UP000258373	0.08022	0.07315
UP000011865	0.06758	0.06596
UP000595525	0.06678	0.0581
UP000343370	0.10284	0.09795
UP000274199	0.05904	0.04234
UP000204592	0.06759	0.0617
UP000317800	0.07346	0.08583
UP000281964	0.10547	0.08233
UP000285363	0.09987	0.05714
UP000275945	0.09127	0.08112
UP000224784	0.08783	0.07097
UP000324040	0.15273	0.11084
UP000221795	0.09754	0.09233
UP000515525	0.08307	0.08004
UP000515722	0.09567	0.08447
UP001057478	0.17129	0.10333
UP000274079	0.08896	0.07067
UP000327075	0.07437	0.04531
UP000287382	0.09879	0.07066
UP000302244	0.08718	0.10173
UP000223801	0.06687	0.03542
UP000221937	0.10455	0.11621
UP000221605	0.06059	0.04601
UP000225732	0.1435	0.07632
UP000001215	0.07864	0.0694
UP000031093	0.10195	0.07023
UP000201978	0.14907	0.11977
UP000263904	0.10747	0.09214
UP000005445	0.06962	0.06852
UP000027384	0.09818	0.07143
UP000002100	0.14218	0.17733
UP000260494	0.09195	0.06003
UP000596172	0.08438	0.05976
UP000015547	0.20552	0.18774
UP000505024	0.08361	0.06696
UP000002726	0.11139	0.09354
UP000502801	0.08926	0.07757
UP000594402	0.09669	0.06777
UP000343590	0.07533	0.05068
UP000000881	0.08384	0.07882
UP000032129	0.10286	0.07486
UP001061182	0.26806	0.24737
UP001061116	0.0	0.0
UP000009092	0.08214	0.06583
UP000502805	0.059	0.04553
UP000395019	0.13182	0.07061
UP000002017	0.05342	0.04173
UP000515566	0.11886	0.10043
UP000262320	0.06911	0.05725
UP001057063	0.06439	0.04902
UP000678520	0.05467	0.04098
UP000307926	0.04432	0.06425
UP000202348	0.14878	0.09843
UP000005229	0.08574	0.0632
UP000002418	0.75396	0.46452
UP000503337	0.19224	0.15004
UP000503256	0.19311	0.14571
UP000226135	0.24205	0.16527
UP000500888	0.13576	0.12915
UP000501674	0.14681	0.18273
UP000315886	0.17007	0.11624
UP000001765	0.17728	0.09809
UP000240508	0.1062	0.05773
UP000228765	0.13396	0.09058
UP000315813	0.24736	0.11068
UP000321500	0.17784	0.12259
UP000224217	0.18397	0.13379
UP000015096	0.09464	0.05611
UP000015097	0.18166	0.08542
UP000208104	0.09945	0.05965
UP000015098	0.09079	0.05907
UP000204455	0.10027	0.05872
UP000501803	0.25311	0.24528
UP000279277	0.13922	0.12231
UP000224487	0.0981	0.12183
UP001057427	0.1211	0.11046
UP001057237	0.20811	0.12237
UP001056277	0.13501	0.13401
UP001055634	0.13925	0.12867
UP001056653	0.10056	0.10214
UP001055721	0.21385	0.17289
UP000000331	0.18621	0.10964
UP001057422	0.23576	0.11841
UP000001653	0.07947	0.12025
UP000001507	0.12064	0.0731
UP000202069	0.17812	0.12347
UP000503412	0.23049	0.21834
UP000246773	0.11362	0.15053
UP000002082	0.13106	0.12535
UP000225314	0.16021	0.10698
UP000001534	0.27048	0.14294
UP000001160	0.20668	0.181
UP000002110	0.12093	0.07902
UP000001297	0.21273	0.13079
UP000000237	0.10256	0.09887
UP000002549	0.15813	0.09387
UP000296455	0.10514	0.09775
UP000616300	0.13234	0.11453
UP000657963	0.13606	0.1172
UP000622430	0.13194	0.09997
UP000029461	0.22343	0.14132
UP000516002	0.13144	0.08404
UP000016892	0.16363	0.1213
UP000008729	0.15685	0.12142
UP000001858	0.12639	0.12379
UP000007026	0.15172	0.10214
UP000009178	0.13383	0.0859
UP000007701	0.19492	0.14102
UP000663664	0.18128	0.15773
UP000593952	0.15682	0.13025
UP000663463	0.27532	0.14653
UP000663491	0.17776	0.13886
UP000464248	0.15399	0.13705
UP001163279	0.21429	0.17172
UP000664931	0.11537	0.10085
UP000002288	0.10946	0.08755
UP000000847	0.12673	0.11367
UP000281557	0.18758	0.15105
UP000009202	0.15768	0.12058
UP000013566	0.1568	0.09559
UP000009012	0.12672	0.07544
UP000009001	0.07938	0.11861
UP000246280	0.25793	0.12106
UP000464827	0.13233	0.07561
UP000463960	0.08938	0.06805
UP000463978	0.0837	0.08402
UP000221262	0.11822	0.08344
UP000662756	0.17983	0.0717
UP000290538	0.06131	0.05478
UP000050571	0.10486	0.06369
UP000005880	0.0497	0.03373
UP000427754	0.08801	0.06746
UP000681517	0.04591	0.03904
UP001097704	0.12899	0.07423
UP000258997	0.11045	0.11422
UP000259421	0.0992	0.09756
UP000000463	0.12824	0.10659
UP000027481	0.09839	0.07752
UP000306258	0.14161	0.08724
UP000269323	0.17531	0.11926
UP000229812	0.08368	0.0707
UP000204057	0.16726	0.07415
UP000000337	0.2522	0.19285
UP000013922	0.12564	0.12634
UP000316990	0.15036	0.15062
UP000225322	0.15581	0.12689
UP000221339	0.10024	0.07097
UP000002825	0.12421	0.10167
UP000693905	0.08888	0.06391
UP000693739	0.06152	0.0541
UP000693895	0.22586	0.20842
UP000014711	0.08948	0.07014
UP000014724	0.23239	0.19029
UP000014736	0.16672	0.1139
UP000014725	0.16877	0.08983
UP000014710	0.10213	0.08174
UP000014708	0.10612	0.07837
UP000014728	0.16687	0.10713
UP000014730	0.07369	0.06576
UP000014731	0.13977	0.09303
UP000014715	0.19772	0.10607
UP000014723	0.12968	0.08243
UP000014718	0.14383	0.07714
UP000014727	0.13304	0.08726
UP000297571	0.16839	0.12764
UP000014732	0.18787	0.11566
UP000243448	0.16514	0.08712
UP000203074	0.09122	0.05997
UP000663160	0.20615	0.1947
UP000030047	0.08261	0.06355
UP000002578	0.5208	0.25225
UP000001783	0.57458	0.31172
UP000002125	0.3588	0.18932
UP000516823	0.19675	0.20065
UP001060790	0.11676	0.10458
UP000595714	0.07805	0.05463
UP000019156	0.26412	0.1208
UP000019157	0.18601	0.08815
UP000202282	0.15538	0.0966
UP000204280	0.0642	0.051
UP000516164	0.21656	0.09923
UP000033026	0.18745	0.11024
UP000203218	0.29073	0.16511
UP000202940	0.14724	0.0802
UP000240815	0.14878	0.07369
UP000240659	0.44122	0.23147
UP000002628	0.19466	0.14844
UP000017651	0.09137	0.06424
UP000244376	0.0547	0.06745
UP000224012	0.06369	0.06357
UP000001240	0.0772	0.04721
UP001178403	0.21593	0.21625
UP000266459	0.06661	0.05214
UP000266412	0.06833	0.04893
UP000019740	0.07655	0.04326
UP000228854	0.03573	0.02698
UP000258330	0.12513	0.05889
UP000221522	0.07763	0.07161
UP000281382	0.6	0.42396
UP000006649	0.03851	0.0363
UP000007862	0.02545	0.02202
UP000002095	0.07855	0.06089
UP000005214	0.05448	0.04321
UP000030731	0.11945	0.17236
UP000030732	0.04906	0.045
UP000030735	0.05554	0.05286
UP000000341	0.08911	0.10711
UP000029357	0.06822	0.08318
UP000029364	0.03875	0.03636
UP000440993	0.0674	0.14909
UP000001545	0.02785	0.03183
UP000031087	0.08274	0.0791
UP000031084	0.06244	0.04166
UP000031083	0.0749	0.04712
UP000031085	0.0747	0.06337
UP000031086	0.07163	0.05258
UP000031088	0.05893	0.03972
UP000002251	0.0558	0.07149
UP000030736	0.05873	0.06588
UP000006092	0.09423	0.07015
UP000030737	0.07653	0.06462
UP000006091	0.08774	0.09049
UP000006460	0.11734	0.06093
UP000000908	0.05169	0.11754
UP000246416	0.09584	0.06297
UP000262963	0.15091	0.08651
UP000679483	0.06663	0.03776
UP000012991	0.08839	0.08697
UP001064281	0.03526	0.02607
UP000005266	0.10115	0.07187
UP000320210	0.14262	0.18451
UP000001531	0.17259	0.12535
UP000319188	0.16329	0.193
UP000663184	0.40081	0.22282
UP000427166	0.18787	0.13358
UP000225122	0.20204	0.13821
UP000281572	0.23797	0.1742
UP000279846	0.12727	0.12211
UP000226416	0.17161	0.19903
UP000002414	0.23235	0.13354
UP000223707	0.09305	0.08508
UP000241893	0.13749	0.16079
UP000226097	0.18187	0.20822
UP000280497	0.16347	0.18236
UP000320550	0.13409	0.15014
UP000002828	0.11078	0.07124
UP000202115	0.09523	0.05911
UP000002874	0.06838	0.07773
UP000011829	0.06336	0.06754
UP000279491	0.1037	0.07696
UP000203587	0.11452	0.07995
UP000019163	0.14929	0.08274
UP000203576	0.07024	0.13109
UP000203739	0.11592	0.1147
UP000000690	0.05238	0.059
UP001177242	0.06298	0.07916
UP001164001	0.06584	0.06035
UP000008647	0.26193	0.17246
UP000502753	0.10131	0.08426
UP000204064	0.07334	0.08741
UP000026983	0.04071	0.03728
UP000000458	0.11418	0.07742
UP000000456	0.19415	0.17745
UP000030158	0.12773	0.12371
UP000010485	0.13724	0.07666
UP001056197	0.18175	0.09378
UP001055601	0.15081	0.08332
UP001056545	0.13322	0.10146
UP001055573	0.23814	0.14571
UP001055570	0.29015	0.15318
UP000263939	0.13319	0.07568
UP000261817	0.13317	0.06985
UP001164291	0.2253	0.12675
UP000322349	0.14659	0.10155
UP000663469	0.27715	0.18968
UP000663010	0.3943	0.23072
UP000663168	0.33099	0.18664
UP000663384	0.27076	0.16709
UP000204304	0.16137	0.08855
UP000006531	0.293	0.1692
UP000006533	0.30554	0.21477
UP000201235	0.12605	0.0923
UP000203788	0.14677	0.12646
UP000006536	0.1798	0.08706
UP000032135	0.17364	0.12073
UP000017664	0.25724	0.18493
UP000000316	0.12282	0.12801
UP000595790	0.27624	0.21994
UP000203157	0.1713	0.09785
UP000299828	0.14842	0.098
UP000201797	0.17519	0.11208
UP000257501	0.14726	0.09361
UP000007178	0.19205	0.1176
UP000202740	0.18817	0.10297
UP000261914	0.11586	0.12439
UP001055458	0.08129	0.06089
UP000008728	0.07912	0.08145
UP000201918	0.22921	0.10435
UP000008986	0.10659	0.07576
UP000030040	0.10075	0.08105
UP000246787	0.09608	0.06887
UP000223907	0.1398	0.07093
UP000263979	0.20608	0.09212
UP000246538	0.11865	0.07863
UP000028741	0.05467	0.04383
UP000247261	0.10048	0.10818
UP000263326	0.12249	0.10475
UP000024335	0.12671	0.11196
UP000316966	0.24341	0.1736
UP000224401	0.06096	0.0464
UP000275234	0.12016	0.0955
UP000019124	0.05833	0.08216
UP000202039	0.14218	0.11513
UP000001222	0.07991	0.0717
UP000010365	0.14453	0.10188
UP000204657	0.07023	0.04693
UP000012997	0.09655	0.07877
UP000297195	0.04802	0.05145
UP000327398	0.05264	0.05795
UP000258104	0.08989	0.09137
UP000501217	0.03243	0.03624
UP001055688	0.09849	0.09334
UP001055663	0.08959	0.04126
UP001162996	0.54537	0.42343
UP001162995	0.52429	0.42359
UP001162967	0.4582	0.32234
UP001163009	0.59232	0.42117
UP000201689	0.10696	0.08428
UP000596378	0.09523	0.06209
UP000007263	0.10828	0.0841
UP000241856	0.07272	0.07427
UP000248666	0.07272	0.04783
UP000693808	0.13213	0.07239
UP000464721	0.09541	0.12472
UP000019300	0.0782	0.05007
UP000207643	0.11729	0.06021
UP000204002	0.09197	0.06985
UP000030740	0.16745	0.10662
UP000275262	0.11858	0.10136
UP000203614	0.15166	0.09261
UP000465071	0.07987	0.0534
UP000001736	0.12932	0.12404
UP000002102	0.15285	0.15192
UP000201312	0.15162	0.16075
UP000001111	0.15323	0.11885
UP000222649	0.14441	0.14507
UP000000970	0.13958	0.09395
UP000002126	0.0	0.0
UP000203692	0.07489	0.04703
UP000010377	0.1318	0.08865
UP000010375	0.15724	0.10568
UP000000725	0.12609	0.1314
UP000008853	0.12536	0.13022
UP000030156	0.13558	0.14546
UP000033024	0.11744	0.12932
UP000010081	0.40062	0.26452
UP000259387	0.09866	0.07537
UP000010392	0.1402	0.11683
UP000010395	0.11367	0.07786
UP000010396	0.12651	0.09803
UP000010398	0.13234	0.15217
UP000010400	0.17565	0.11198
UP000259700	0.14627	0.08505
UP000012980	0.20741	0.12515
UP000001005	0.13015	0.09303
UP000594807	0.15336	0.14359
UP000595073	0.09089	0.11951
UP000002143	0.24321	0.19494
UP000029460	0.24532	0.17841
UP000011826	0.16381	0.10414
UP000009068	0.13649	0.09747
UP000000728	0.00982	0.00873
UP000002106	0.154	0.15132
UP000002092	0.24182	0.11353
UP000502759	0.06858	0.04765
UP000201874	0.09322	0.07614
UP000293596	0.09865	0.0805
UP000002665	0.16255	0.17507
UP000001040	0.16091	0.13361
UP000516882	0.12975	0.06058
UP000593991	0.06259	0.04716
UP000681274	0.126	0.08657
UP000006172	0.09563	0.04616
UP000683107	0.06552	0.03703
UP000001151	0.08003	0.0756
UP000008644	0.14261	0.12111
UP000504686	0.18739	0.08551
UP000001367	0.11871	0.10166
UP000029888	0.09979	0.14119
UP000594510	0.05631	0.06437
UP000224269	0.07141	0.06672
UP000018811	0.08009	0.06653
UP000026980	0.06993	0.05067
UP000203130	0.08789	0.04453
UP000018810	0.10474	0.06659
UP000251405	0.06197	0.04662
UP000288208	0.05502	0.03875
UP000001622	0.10152	0.14702
UP000000633	0.16882	0.17939
UP000001905	0.15814	0.13116
UP000001264	0.12084	0.14083
UP000001265	0.06965	0.04422
UP000321554	0.12292	0.07179
UP000000699	0.05153	0.03942
UP001065252	0.06526	0.0643
UP001065597	0.04897	0.03427
UP001061724	0.0412	0.04861
UP000296990	0.10846	0.07056
UP000222983	0.14951	0.07563
UP000429954	0.05299	0.05054
UP000681521	0.05349	0.04589
UP000297121	0.07777	0.04745
UP000297075	0.07043	0.07463
UP000296984	0.10322	0.08727
UP000202117	0.10359	0.06678
UP000202611	0.08149	0.15577
UP000296205	0.05744	0.03816
UP001058864	0.0448	0.05454
UP001057209	0.07505	0.04208
UP001057442	0.06116	0.06191
UP000023563	0.05313	0.04086
UP000278763	0.07893	0.06814
UP001060387	0.04258	0.04277
UP000246316	0.05777	0.04486
UP000019305	0.13994	0.14573
UP000008648	0.36065	0.26413
UP000001571	0.17139	0.08584
UP000222846	0.14048	0.13408
UP000246222	0.10267	0.09212
UP000663068	0.07002	0.05102
UP001163954	0.0948	0.13273
UP000433183	0.11553	0.08245
UP000229939	0.08037	0.06149
UP000349651	0.1556	0.15234
UP000596298	0.08109	0.05739
UP000678431	0.07468	0.06472
UP000596123	0.13761	0.11711
UP001163956	0.14317	0.08187
UP001055609	0.1736	0.1283
UP000007323	0.21865	0.22026
UP000326545	0.10054	0.06823
UP000325507	0.15373	0.09414
UP000540193	0.22554	0.10362
UP000002599	0.09124	0.07013
UP000030322	0.06515	0.07594
UP000204235	0.08105	0.06987
UP000003802	0.07647	0.06242
UP000267934	0.12159	0.12683
UP000006895	0.08394	0.05746
UP001056570	0.06819	0.05508
UP000008892	0.17969	0.09975
UP000251795	0.13531	0.10653
UP000203468	0.07829	0.06266
UP000201594	0.07379	0.06521
UP000225553	0.08163	0.07552
UP000222975	0.10294	0.09312
UP000322055	0.13732	0.08372
UP000240568	0.13123	0.11223
UP000221250	0.1336	0.1178
UP000008891	0.21683	0.08963
UP000241070	0.13477	0.07118
UP000008893	0.14871	0.16741
UP000305361	0.0942	0.13102
UP000310697	0.13295	0.14406
UP000258581	0.08131	0.07095
UP001055587	0.19681	0.0989
UP000240743	0.05739	0.0234
UP000203709	0.0559	0.03097
UP000222305	0.20624	0.13484
UP000033806	0.1271	0.07165
UP000029889	0.07616	0.05779
UP000015081	0.15376	0.09241
UP000464220	0.06766	0.04759
UP000422537	0.16761	0.11249
UP000426455	0.13559	0.11859
UP000678174	0.15256	0.08921
UP001056071	0.2271	0.08253
UP000002135	0.13653	0.16406
UP001056158	0.07171	0.05722
UP000009210	0.07981	0.05709
UP000464732	0.07633	0.07114
UP000002137	0.26953	0.18092
UP000231327	0.12067	0.14327
UP001056468	0.14085	0.08507
UP000028961	0.05541	0.0462
UP000223375	0.15325	0.1028
UP000266204	0.14614	0.13353
UP000299130	0.17296	0.09363
UP000502897	0.07992	0.04983
UP000514836	0.18498	0.11644
UP000594044	0.16976	0.08626
UP000225255	0.10549	0.10302
UP000008184	0.14841	0.10625
UP000516169	0.11802	0.10483
UP000241499	0.10734	0.0617
UP001156205	0.1364	0.10598
UP000680437	0.10418	0.0974
UP000024438	0.1036	0.08573
UP000012985	0.13447	0.09843
UP000501396	0.35104	0.21464
UP000007330	0.11116	0.09744
UP000007331	0.13558	0.1268
UP000033808	0.17981	0.09922
UP000002902	0.08725	0.06276
UP000224802	0.14183	0.15961
