sample	time	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	cat
ASK461	240	-2.3099381115328166	0.9274508448879855	-0.49791220160390526	-0.013625850156760044	-0.28524600276817635	0.07972687896754567	-0.2742618697359774	0.007540434965465519	-0.14893811174939342	-0.07549757611666814	0.012229130039850824	0.19155881574911512	0.15191216525624412	-0.04171097239404947	0.0973016228869391	-0.19204940157911096	0.2428478884702796	-0.08470474931977348	-0.48732467960822984	0.2987514603134596	0.6158551517389118	0.3029215249829362	0.18105983153995472	0.18035497871530792	0.0022851768169216326	-0.22946957894539535	0.03193268491100134	2.7841120207165107e-15	negative
ASK468	180	0.8353818508785236	0.8591619954458777	0.6553496082298426	0.2258105073570276	1.1800668566526802	0.8461533218034293	0.5939126953679296	0.3476221909829097	-0.10749807085009215	0.7887196258232437	0.03937676343592453	0.33575809291651326	-0.13016313333530863	-0.10439219063746963	0.04892793527801766	0.015997606318358393	0.1296662293768932	0.03653546287598271	0.02845594282223193	0.04997362536137655	0.026525763417199335	-0.040216769105031795	0.11061228886987703	0.014989664291716278	0.028018563005293554	-0.05120869362666459	0.011100783680287878	3.066121281894039e-15	ShuffleD
ASK468	240	1.2414635020189602	0.8321231112223455	0.40250845099822746	0.9753309480004078	0.13380192532477844	-0.16478906310905123	-0.22801742621229756	-0.34211235372088433	-0.2780190189707957	-0.09620883848727815	0.14365683244430458	-1.2251317688537777	-0.013581072454778844	0.2359731297541131	0.004857365683926792	0.04313153597990112	0.20664868019958377	0.2025051435752218	-0.0791370022435349	-0.044137280188036934	0.0023302380407588096	0.05411615979288661	-0.06898327803230388	-0.07005485214848546	0.07295866515103513	-0.02895953092844717	0.03836452771653766	3.0325195984404207e-15	ShuffleD
ASK469	180	1.2606547739227798	0.5030283286650238	1.632405602152992	-0.7420121576222722	-1.3941614144083725	0.33843898613214596	0.1516228641077869	0.14718756906582786	0.2551702880728487	0.06106767239154439	-0.10309351727704907	-0.051227397938785196	0.03762175063594846	-0.07397895390560481	0.11884893606844978	-0.028941537503889156	0.06820831832546057	-0.027274113985865156	-0.017394227118549325	0.010163367931186286	-0.028529562384564174	7.047880017727665e-4	0.036223825542196206	-0.004603013688398477	0.013538655355354472	0.0044057472502728205	0.005333533333390698	3.13329094176256e-15	ShuffleD
ASK469	240	1.7070759362694856	0.5965327339293537	0.6223955349185959	0.4276853716451778	0.3810426954433461	-0.16175223216264045	-0.2130098369023532	-0.45587254844963926	-0.1297166016900983	-0.9775489786521863	-0.16962642199437983	0.8234030569562709	0.489331112056901	0.20341223307300205	-0.1988532031686871	0.08829305009373795	-0.1754464745528268	0.07887932171632675	0.0667401585351832	0.07110113957693763	-0.025832353129153992	-0.0615172352041598	-0.011783599309020681	-0.0021227472687190257	0.020483555001995644	-0.024764653876719674	-0.017393548352183583	2.762071016088793e-15	ShuffleD
ASK470	180	1.0218342749069804	-0.3220691019704566	-0.6757099160810681	-1.0538417582329918	0.03381361180737157	1.0781992659711663	-0.2550199103819538	-1.1433583067901856	-0.4398010083994417	0.08710322413933909	0.10221604517352911	-0.11755211771850768	0.004425599867778764	0.09368381993998783	-0.06709873560826025	0.1779496019658786	0.05646181576275834	0.03855083669802275	0.04287085915561782	0.005765633822988525	-0.006652145388834822	-0.029706458063101515	-0.05347725526558298	0.014820002171150634	-0.0653909642277587	0.019890199508223644	-0.0018248105864122964	3.1027553474351217e-15	Patchy
ASK470	240	1.7054242573518277	-0.16575411253669012	-1.1952687708364147	1.0839663382994964	-0.8942336513489659	0.6420709190486715	0.9915857122469713	0.16074884262432385	0.11543515711972537	-0.20525283835924274	0.08829202654186681	0.1422979897296758	-0.0061865881141900565	0.06325419889863518	-2.5166245190882255e-5	-0.015116211769707198	-0.020522571753601525	-0.0744195146164161	0.028897792902839677	0.020297973013543587	-0.054793633192465066	0.01063849957926726	0.0056461506687469215	-0.014278853822455894	-0.01963540598244043	-0.0018362386278292543	6.211697820892677e-4	2.9466951100937475e-15	Patchy
ASK471	180	1.0068671961371596	-0.1909012886881981	-0.28850343195799066	-0.6230221532864207	0.34942907202381285	0.2436747688946113	-0.04549844266726508	1.0523898984133637	-0.7658683928364327	-0.6803589218189494	-0.5770259529983389	-0.3660852226296707	-0.009842464172119748	-0.1339186744960861	0.22128514727604587	-0.18034158614148074	-0.027165776607631083	-0.235796249619911	-0.019984938656135733	-0.05471461892442224	-0.0374260646388845	0.003743005162407216	-0.049433286458755325	-0.03524704655722748	-0.020876152730820535	0.03343472804075282	-2.8191002138073634e-4	3.057992139272703e-15	Patchy
ASK471	240	1.527795110481446	0.12198236601913214	-0.5699588601190689	0.01707927029607818	0.20102210141397311	0.4298855704891552	-1.088521953253697	0.47625000690633623	1.2100581231632543	0.03973783455129266	-0.2196894180671318	-0.06494459228099055	-0.012543316743719009	0.10444679838339527	-0.15656229888844855	0.22034749100098588	0.100060172842568	-0.053837859940344804	-0.022328658225454833	-0.0188380835824067	-0.039853660482551165	0.002853282474166288	0.07580113676564333	-0.031808176717301906	0.01455293136129685	0.03258620710858235	0.004839047249797148	3.0719312775592576e-15	Patchy
ASKFG1	180	0.4841449802073451	-0.12832515822535248	0.03731212217087779	-0.054644536344158307	0.07744768546154013	-0.3345266481066916	0.03400168903726023	-0.025253244409489492	0.04345473315640141	-0.014837575286122298	0.27314455022725304	0.07302138289206704	-0.14378246708291229	-0.01505164012188773	-0.06344912684168591	-0.06915405620534365	0.04253124138537786	-0.21352142160658522	0.04589644129239248	-0.321848986048622	0.11802558558624408	-0.09907399046952786	-0.0523023620416493	0.41978283026307983	-0.17520533245040526	0.15615857056101892	0.7379033739988617	3.0298897512360777e-15	Control2
ASKFG1	240	0.7840131764761342	-0.03149706615527994	0.05024438381740689	0.04329488233740484	0.0661605354986147	-0.38726823674184135	-0.2116800178579645	-0.24988364752566683	-0.025368058981695564	0.06533134812743713	0.4555279084005015	0.00441322479684388	-0.32754243242067504	-0.19614334950574241	-0.052802795837569846	-0.33728167994435354	-0.0751057723290881	-0.8319897862905961	0.3186755443655096	0.3952495538859413	-0.06188772550942101	0.06378504509260452	0.1615384262622081	-0.40508947540920115	0.042837914024560386	-0.13889489422817383	0.003998588726429864	3.148709689530446e-15	Control2
ASKFG2	180	0.45009396508219013	-0.19519360192201599	0.13731333862855286	-0.07516667041211642	0.14646117527093114	-0.19807505886123283	0.08194175044569063	0.03143096960993842	0.16910022691186247	0.027132135560266817	0.3056549193276775	-0.05469933093299392	-0.09285466526398618	-0.07610996458428126	-0.15095409448819858	-0.01687141897394781	-0.1863674334480382	-0.23030078157149278	-0.21808651253179862	-0.3229827476282881	-0.05272165600641105	-0.039125257410579026	-0.47327027381698805	0.3720207550948695	-0.27209926202950063	-0.5586738064099475	-0.3478693416480515	3.0421592703590925e-15	Control2
ASKFG2	240	0.7433950874381086	0.06019477520429517	0.012796082356749179	0.047604179495713904	0.05086626010530101	-0.3252979340095278	-0.01595063763214507	-0.06354824991987273	-0.06521653886277287	0.16746065881627006	0.2089465987603069	0.03687717491025604	-0.059239886953110124	-0.016543146072837942	-0.042036364421376045	-0.08395267031237073	-0.13224809253658523	-0.20930945776569995	-0.14017717087274112	-0.15340117498093353	0.20215638099501318	0.16300434723709975	0.06435611993606856	0.2584156176589503	-0.06162205078377382	0.7903064550780695	-0.41872891115666433	2.954420070433986e-15	Control2
ASKGS1	180	0.7671820553749478	-0.1478539499244466	-0.3333430129207737	-0.2666591006698815	-0.07725075656956339	-0.7857077580219466	0.2847722842981656	0.12328032411241915	-0.22449294461279282	0.4593862838071746	-0.12059930126830384	-0.07695988531812745	0.7684253539977268	-0.29182911191538297	-0.29518657761541556	0.8253356340629239	0.2318622879319421	-0.15611020140297352	-0.14651894626816958	0.12847396808882222	-0.1566181057263895	-0.03625412898845513	0.1408667165758651	-0.0339158436220561	0.049625561464742694	-0.050765968274911484	0.023618585357537726	2.896161204675918e-15	Control1
ASKGS1	240	1.2159869912304098	-0.048774695310912525	-0.400341202604578	-0.29734436426016275	-0.07024853902447266	-0.4272847706203735	-0.0170551167121486	-0.0235665443802958	-0.01822295859597851	0.20245011170205465	0.030919992881274696	0.10427187971464197	-0.17333676676152732	-0.041916516799073794	0.09719375222944494	-0.2615223298623712	-0.22596863467934825	0.24701242348747732	3.574814451916779e-4	-0.0868803167976573	0.12258841799503649	-0.23969175427175546	-0.05832481043062281	0.1605270845679594	0.8690382153480517	-0.1150507817264748	-0.01705812375713876	2.9937566344994837e-15	Control1
ASKGS2	180	1.1205167623408172	0.1171187318689016	-0.36787577240520625	-0.38806925594649344	-0.009347818260098577	-0.6180557929629379	0.0954966834606194	0.16835677320289474	0.05730953175016987	0.09466246197191006	0.02524096692512386	-0.03513832203756131	-0.2129257265545104	0.10006973290945234	0.047764957692078704	-0.23519309852638104	0.05749657268264101	0.6094836787035194	0.3696968918609824	0.6638923697997194	-0.006930578328421962	-0.13832105381126622	0.011090207704333156	0.22107237581089248	-0.39502506964833084	-0.016066717317167786	-0.06179414517903469	3.085790629759815e-15	Control1
ASKGS2	240	1.23531191538785	0.1717738942360425	-0.33162511946735995	-0.23793894489891496	-0.05021030467189921	-0.49630476370879256	-0.042865084359362385	-0.008525746510071644	-0.07716874117520746	0.27524510239475497	0.042102825420359924	0.30202807792767744	-0.12724493128676181	-0.029266852561091208	0.2039323943228434	-0.15292862740435534	-0.2202420532551525	0.413539996935231	-0.2587934859067883	-0.49099260457081423	0.030846254169132163	0.3330147388602588	0.025700399004004802	-0.6353629264191195	-0.2423560850603395	-0.05799717857963567	0.08461072595597188	3.112291987988406e-15	Control1
