Q1K5G1,2.071,2.6241
Q7RVP7,-0.9072,3.0833
Q7SEZ2,-0.3899,-0.6369
Q7SG01,1.2572,-0.233
V5IMY0,1.9955,3.4405
Q7SI31,-0.1398,1.7177
V5IN83,0.5538,-0.4182
V5IP51,0.3358,-2.0112
Q1K5K3,-0.4432,0.6729
Q7SAH6,-1.3334,0.1705
Q7SGU4,0.5535,0.4786
Q7SGZ5,3.0326,2.5442
Q7SH25,-1.1703,1.5361
Q9P3T4,3.5456,0.2861
Q7SF96,1.916,2.6874
Q7SHQ1,1.3467,-0.1067
Q1K618,1.6958,-0.8717
Q7RZK7,-0.2393,1.3285
Q7SHW7,3.8615,1.5923
Q7S6C6,0.6112,0.394
Q7S6G5,-0.03,6.8633
Q7S753,-2.0961,-0.9685
Q7S8I3,0.041,-1.0773
Q7SFY1,0.9922,4.7788
Q871G3,3.1518,5.4988
U9W359,0.3123,1.5989
V5IKK5,-0.9974,-0.0636
V5ILM0,-0.1133,1.1274
P05220,0.7435,4.062
Q7S3C8,3.5865,0.7516
Q7S4N0,1.1539,-0.6914
Q7S6N8,0.7123,1.5234
Q7SI34,0.5942,3.7604
Q9C2N1,2.4986,2.0949
Q7S733,-0.0987,-0.1683
Q7SG12,0.5032,0.9621
Q1K545,2.4417,1.9557
Q1K939,0.1005,1.834
Q7S5Y2,0.5408,1.9066
V5IPL3,-0.4064,2.3563
Q1K615,0.3596,1.3654
Q1K6X7,4.4355,1.541
Q1K7U1,0.3279,7.5368
Q7S394,-1.3842,1.4309
Q7S6K3,0.3945,-0.2432
Q7SDJ3,0.5997,1.0763
Q7SFL8,5.5288,4.0883
Q7SFQ5,3.674,2.2404
Q1K900,-0.6426,0.3694
Q7RXE0,1.7273,1.3501
Q7S790,-1.1139,1.8978
Q7SFU2,0.2123,-0.8858
V5ILL7,4.2621,1.6207
Q1K4Q8,0.3483,-1.564
Q7RYZ8,-1.2423,1.0717
Q7S2E1,-1.0864,3.588
Q7S5R2,1.0477,0.2264
V5IMH7,0.2446,0.3003
O93869,1.8286,1.4973
Q1K6M3,-0.9647,0.6946
Q1K8S6,1.4981,0.5519
Q7SBP5,-0.2298,0.2041
V5ILS6,0.339,1.2209
V5IMP3,0.9779,1.3437
V5IRN9,0.2527,3.3619
Q1K8K4,2.5199,-0.6924
Q7S2L0,0.4931,2.0098
Q7S2Y8,1.5364,2.7809
Q7S604,0.3506,1.3364
Q7SCM5,1.2321,2.5857
Q7SFV3,3.0657,1.2051
Q7SHW3,4.1067,4.4894
V5ILU9,2.9801,-1.6863
V5ILY7,-0.52,-1.4686
V5IP02,2.0538,7.8361
Q7S092,1.231,4.1955
Q7S3H3,-1.161,-0.0224
Q7S6Q4,1.7356,3.2484
Q7SH78,-0.9989,-0.0972
Q9HE76,-0.957,1.4939
U9W307,0.8936,1.77
Q7S3T2,-0.4904,-0.9778
V5IL80,-0.1875,2.1396
Q7S6K1,0.0855,1.3333
Q7SF16,1.7113,2.4896
V5IPE9,-0.032,0.8737
A7UWZ9,0.7535,0.2389
P24322,0.5925,3.708
Q7SGY2,0.8524,1.9513
V5IML0,-0.7609,0.2627
A7UXH9,0.9589,2.0202
P22572,-1.1277,1.4516
P28345,1.7056,-0.3235
P51599,1.744,0.3212
Q1K5K8,2.3886,12.8652
Q7S6H7,0.4317,1.8523
V5IQZ2,-0.073,3.3651
Q7S3U0,0.4094,2.4267
Q7S7H9,0.2625,0.6899
Q7S9J9,3.381,1.0496
Q7S9Y2,-0.8517,-0.0587
Q7SFC4,2.7479,10.006
Q7SG50,-0.678,1.3572
V5IMM0,0.9643,4.0751
Q1K868,1.6762,-0.4229
Q7S1D6,-1.4067,-0.1908
Q7S6D3,-1.1728,0.9241
Q7SI58,0.1338,2.2876
V5IRG7,-0.2014,0.3538
Q05681,-0.3891,0.5524
Q1K5I1,-1.478,0.4706
Q7SGU3,-0.54,2.6099
Q871U2,-0.2512,0.6095
V5IMP9,1.4916,0.788
Q1K613,2.5202,0.0434
Q1K6U1,0.6516,5.3619
Q7S7Z6,0.3264,1.5773
Q7RW80,2.4633,0.5315
Q7RYM3,-0.1035,0.8355
Q7S4H5,-0.5769,-0.7179
Q7SED5,0.5938,-0.0556
Q7SFM8,0.8213,-1.0241
V5IM08,3.6713,10.1119
V5IQQ8,1.8723,1.1097
V5IRL8,0.2841,-0.1574
Q7RVY6,2.4139,0.6562
Q7S0E6,-1.9593,2.0414
Q7S909,-0.0326,-1.6338
Q7SCR6,-0.5123,2.5346
V5IPB4,0.8546,0.6575
V5IPG7,-1.0815,-1.3238
Q1K7A1,1.4308,1.5775
Q7RVX2,-1.1348,-1.2064
Q7RXL4,1.1427,1.1868
Q7S1L2,0.2331,0.636
Q7S2B9,2.1757,5.1784
Q7SAA1,-0.1075,3.356
U9WGS2,1.2205,3.6164
V5IML6,0.5547,-0.4443
Q7RVT8,0.7189,3.7535
Q7S0P8,-1.1791,0.1946
Q7S2Q8,3.298,0.9405
Q7SE75,-0.7406,-0.3917
U9W2U0,1.5154,1.135
Q1K5Y1,-1.0614,1.3015
V5ILH8,2.7058,0.8936
V5INW2,0.2687,3.0298
Q1K5L5,-1.0237,-0.338
Q1K6Z8,0.0642,2.3192
Q7RYW6,-0.8941,0.5485
Q7SB64,0.2257,3.633
Q7S1I4,2.67,1.9
Q7SA03,1.0072,1.0134
Q7SHU9,-0.6685,1.0494
V5ILY6,2.5896,-0.1358
V5IQ77,2.9097,-1.8099
Q1K770,-0.3815,1.8201
Q7RWB7,-1.0723,-0.5392
Q7RWR8,3.4988,2.9931
Q7S9Z6,0.8702,1.5206
Q7SC48,0.9081,-1.2248
Q7SE37,0.2022,0.5856
V5IR07,1.1055,-0.8327
Q7RWH9,0.1595,-0.541
Q7S1Q1,3.7814,-0.609
Q7S4J8,-0.5087,1.3599
Q7S5N8,-0.8954,0.9847
Q7S8M9,3.1829,9.1903
Q7S9A9,1.8032,-1.3127
Q7SE80,1.5851,-1.6934
Q1K520,5.6213,5.7998
Q7RZ47,-0.352,1.5319
Q9P6C8,-2.4455,-0.5275
F5HHH7,-0.3568,-0.1642
Q1K6W9,-0.2478,1.5526
Q1K8Y9,1.2836,0.4434
Q7RVY9,-0.2303,-0.827
Q7S454,0.9563,0.4183
Q7S5C0,0.4087,3.1062
V5INP8,-0.5076,-0.305
A7UW46,0.1452,2.7587
Q7RXY2,0.5672,0.9974
Q7S741,0.6644,-0.3863
Q7S801,-0.2251,-0.9133
V5IPB8,3.0716,4.8087
F5HAA9,0.4418,4.0679
P27121,-0.545,0.6467
Q1K754,6.129,7.3504
Q7S1Z4,0.2817,3.9346
Q7S2K8,1.1115,0.3813
Q7S962,1.0209,3.6177
Q7SDL6,1.4627,4.2853
Q7SH06,-1.1325,0.9511
Q7SHH4,1.2666,1.2986
V5IMB7,0.5123,-0.5279
V5IQZ6,0.4741,-1.4098
P10255,0.2869,2.2319
Q1K5E5,4.2582,5.3301
Q7RVX0,1.3474,2.9319
Q7S8K5,1.6802,2.0677
V5IMP6,0.8218,0.9975
V5INB2,2.7793,-0.1794
V5IR29,3.1667,5.0169
Q7RWB9,0.167,0.9488
Q7RZ64,-0.6396,-0.8983
Q7S5S1,-1.0627,-1.1971
Q7SDU1,0.1205,0.1863
Q7SGT6,-0.9982,6.5829
V5IKR4,0.1894,-1.1901
V5IMU0,0.5878,-0.2735
P38672,0.769,1.1685
Q7RV88,-0.0854,-0.1495
Q7RVZ1,2.4216,8.6269
Q7RX99,0.7816,1.6573
Q7RYQ5,1.6715,1.741
Q7S4H2,1.1198,4.151
Q7S618,-0.3558,0.5905
Q7SH28,-1.3416,0.2044
Q9HFJ5,-0.7826,1.413
U9WGL9,2.205,0.7905
F5HBK9,1.1363,4.6549
Q1K677,0.4236,0.9993
Q1K853,0.052,0.411
Q96X45,-1.1501,-0.0721
V5IQG2,-0.835,-1.8022
Q1K4V8,1.2513,2.4028
Q1K7R1,1.5683,7.0094
Q7RYV5,0.5011,1.3343
Q7RZV2,-0.5069,0.0153
Q7S0D6,2.5875,12.74
Q7S767,3.7949,6.6599
Q7S8G4,-0.9446,-0.0983
Q7S908,-0.9289,3.8132
Q7SB44,-1.389,-0.241
Q9HEH1,0.6633,4.4431
P48467,-1.2164,0.4639
Q1K7T9,-1.9903,-0.1769
Q7RZ91,0.1453,2.5785
Q7RZM0,0.0434,3.9117
Q7SE40,-0.3325,-1.3184
Q7SHV3,2.8159,4.1675
U9W553,0.2707,1.3214
O42783,-0.3681,-0.8019
Q7S2S0,1.6212,1.7427
Q7S3M7,-0.2344,0.9281
Q7S574,0.9418,1.2814
Q7S6S6,2.3266,7.7591
Q7SDX7,2.3045,1.9244
Q7SE30,0.1407,2.2363
Q1K724,0.5854,1.0528
Q7RZP0,2.1991,9.4136
Q7SF74,2.5569,2.7948
Q7SFL3,0.8409,3.0663
Q7SFX7,0.2544,-1.3914
Q92250,0.6724,0.572
V5IKG7,-0.6308,0.2638
P38673,-0.7272,-0.2843
Q7RVF7,-0.2076,-0.3081
Q7RYS1,-0.43,1.2133
Q7S4E3,1.6188,-0.7396
Q7S6S3,-1.7188,3.1955
U9W5F4,1.0364,1.1324
P10857,-0.3588,-1.3364
Q1K8N5,0.6546,-0.3568
Q7RWL5,-0.7071,2.0161
Q7S059,2.3885,1.3067
Q7S1L5,1.3572,2.4466
Q7S4X9,-0.669,-0.6066
Q7S5Q3,-0.095,0.1912
Q7S5Y4,1.3306,3.9718
Q7S949,-0.5742,-0.1333
Q7SH40,2.0907,1.731
U9W500,-0.5937,2.272
Q7RVB2,0.922,-0.8152
Q7RVU7,6.6273,10.4021
Q7RYW2,0.439,0.2765
Q7RZ31,0.7781,0.6947
Q7S858,0.3196,5.7544
Q7S8M8,0.9796,0.1171
Q7SBC1,0.2164,3.7032
Q7SG88,-1.3747,0.744
Q7SGC3,0.6645,-0.762
P33280,-0.0718,0.0766
Q1K727,2.9226,4.0049
Q1K7H8,-0.8287,1.4164
Q7S622,0.7365,3.3356
Q7S634,-0.3672,0.674
Q7S9T0,0.6906,2.6588
Q7SEP4,-0.2911,3.675
Q7SFW4,0.0456,0.5312
Q7SH52,-0.9513,1.049
V5ILH6,0.926,0.4569
V5IRS4,-0.5422,1.7105
Q1K5M3,-0.6822,0.5144
Q7RW02,2.0429,3.8515
Q7S3H1,1.5349,2.2102
Q7S5G6,-0.6529,2.0107
Q7SGS9,-1.1767,0.3747
U9WGI5,-1.4598,-0.2707
V5INQ2,1.7122,1.6957
Q1K608,3.2397,5.8331
Q7RXQ1,-0.3781,-1.6035
A7UX46,-0.3895,0.4763
F5HFP2,1.4817,-0.4847
Q1K6R6,0.2373,0.2407
Q1K8A1,-0.0439,3.7472
Q7RYE7,1.66,0.422
Q7RZW0,4.5734,1.6574
Q7S3D0,-0.1063,-0.4219
Q7SBE5,-0.7158,-1.7061
Q7SDX3,-1.0375,-0.643
U9W802,3.2011,2.8206
V5INK4,2.9332,2.9936
F5HC00,0.3025,1.7319
P51978,0.441,0.1154
Q7S2E2,1.0867,1.747
Q7S715,0.7786,-1.2397
Q7SF99,-1.1178,3.8871
Q7SGV3,-0.9049,1.8268
V5IKE8,0.49,-0.337
Q7S4Z2,-0.4668,-0.794
Q7SER9,1.4008,3.3568
U9W2S4,2.0769,-0.2862
A7UVT5,0.2662,-1.2449
A7UW15,3.3043,6.2833
P07509,-0.5245,-0.0189
Q7RW74,0.9118,-0.261
Q7RWU0,-0.103,2.3393
Q7SCW2,1.2555,3.2115
Q7SGL5,1.8271,0.2942
V5IM28,-0.7879,1.3248
Q7RZ67,0.766,-0.3103
Q7SBC4,1.9491,5.415
Q7SD74,-0.4027,0.9847
Q7RVR8,-0.4665,0.4028
Q7RW06,2.3297,-0.5833
Q7SFI8,0.0122,2.3905
Q1K7K9,-0.919,1.1668
Q7RVX6,0.3109,-0.2216
Q7RWR2,-0.3993,3.3684
Q7S2R8,2.5203,2.1103
Q7S631,0.1509,0.2481
Q7SBV7,-1.5081,1.1293
A7UW66,4.8219,9.3814
Q6MW51,-0.7484,0.7683
Q7RWK6,0.4608,4.831
Q7S3H5,-0.8078,1.4529
Q7S4Y9,-0.3042,0.9727
Q7S906,0.9717,-0.0927
Q7S9X4,-1.1243,0.6108
F5HH30,0.1582,-1.3932
Q7RX84,0.1347,15.6829
Q7S8C8,1.1748,0.049
V5ILX8,1.3245,0.4326
O13335,-0.2415,8.6124
Q7S7G7,0.5462,-0.5194
Q7SGS1,3.0824,6.7359
V5IQZ3,-0.117,4.3532
Q7S0H0,-0.3858,-1.4911
Q7SC40,1.2318,3.7515
Q7SDF1,0.2992,-1.8199
V5IPH6,3.2469,5.0932
P19752,0.207,2.1526
P49365,0.9276,1.0371
Q7RZE0,2.7746,0.4683
Q7S558,-0.9852,1.4481
Q7S6F1,1.0047,0.0683
Q7S7N5,4.0581,0.8522
Q7S907,-1.2369,-1.0999
Q7SBX8,3.6502,2.1935
Q7SG09,0.0338,3.2127
Q1K6H3,-1.2276,0.9697
Q1K913,0.7581,-0.1
Q7RYH7,-1.8161,1.4855
Q7S0G8,-0.4134,-0.4163
Q7S3B3,2.1228,8.5045
Q7S8S0,0.2829,-0.7188
A7UWG5,0.5429,3.2851
Q1K5B6,-0.8533,0.2087
Q1K6G1,1.208,1.2708
Q1K7K5,0.1378,0.0379
Q1K841,1.8257,2.9127
Q7S332,1.0111,-0.6313
Q7S4S0,2.4222,0.1769
Q7SCQ0,1.0275,-0.7566
Q7SD96,-1.6199,0.2499
Q7SDI0,-1.296,0.2335
V5IP88,1.3556,3.917
V5IPJ8,-0.6383,0.9252
A7UW54,1.4255,-0.8016
F5H9D4,0.1831,2.6211
Q1K5N8,-0.2291,-1.5336
O13492,-0.4268,-0.0754
P78711,0.4302,0.0294
Q7SDM3,0.0558,0.3359
Q7SF46,0.5347,1.6594
A7UWH8,-2.6106,-0.8908
Q7RXK9,-1.1088,0.9077
Q8X071,-0.2864,1.1238
V5IMN4,0.4074,2.2623
V5IQD4,1.7843,3.165
A7UW05,0.491,1.5061
Q1K7Z3,2.3743,0.4355
Q7SDS4,-0.6295,0.9343
Q7SGH2,0.872,1.0394
Q7SHX2,3.1622,5.6358
V5INC1,0.673,1.3204
V5IPH7,3.3566,0.8695
Q1K835,0.1074,-0.1466
Q1K8F1,1.0929,0.5463
Q7RVK6,0.0955,-0.8678
Q7S5B2,-0.4518,-0.5848
Q7SAF6,1.4503,4.4605
Q7SHT9,1.419,4.0141
U9W3H6,2.8759,-0.1464
U9W8M3,2.088,1.3766
Q7S0E4,1.4908,1.365
Q7S7L1,1.4808,2.6645
U9W8E1,-1.1969,0.694
Q1K6R3,2.8699,1.923
Q1K7X8,2.1591,0.9904
Q7RV19,5.2034,4.9785
Q7RWG0,2.6343,0.0934
Q7S1V7,2.6522,0.6216
Q7S7K6,1.1229,0.0689
V5IP62,1.3396,2.6763
V5IQZ0,2.4923,0.8078
Q10116,3.28,0.9869
Q7RV23,3.041,4.065
Q7RWF1,3.9135,1.6545
Q7SAF2,2.1557,1.1753
Q7SD45,0.804,3.026
Q7SE56,2.4313,4.7326
V5IKZ4,-0.2159,-1.112
V5IQ18,1.0647,-0.8393
V5IQZ7,2.4633,3.2073
Q7RY40,6.5522,9.4951
Q7RZI0,-0.3103,2.8557
Q7S2D9,4.0632,1.678
Q7S4P1,1.0233,-0.1478
Q7S5V5,2.2609,2.032
Q7S9U1,1.7125,1.249
Q7SD47,-0.5264,-0.8621
V5IRR6,0.5166,7.0861
Q01408,1.8173,2.5012
Q1K5E8,2.0756,7.3569
Q1K8X7,0.8952,2.6732
Q7SFA0,-1.501,0.0222
F5HDV2,0.1131,0.6296
F5HGC3,0.9259,11.2555
Q7RYR4,1.318,2.1449
Q7RZZ8,-0.561,-0.4331
Q7S442,-0.1043,5.4152
Q7S728,4.3075,4.5946
Q7SHQ2,-0.1116,1.3773
Q8X082,-0.8712,-1.5732
P22697,3.6735,1.1627
Q1K4Y2,3.7403,5.2785
Q7RZU4,1.5406,2.7723
Q7S904,4.1129,6.4272
U9W3L3,5.5076,6.3248
V5IRQ8,1.7193,8.1501
F5HII2,2.8069,2.9919
Q7RZZ6,3.2766,1.398
Q7S212,-0.3047,2.5515
Q7SH30,4.7562,1.2388
Q7SHK8,4.0139,2.2761
V5IN29,1.931,1.28
Q1K5E0,3.336,12.9434
Q1K7Z7,4.3458,5.5539
Q7RYE8,1.3401,0.1711
Q7S0R1,2.2916,9.8713
Q7S322,6.2464,16.7918
Q7S7C4,0.0223,4.1308
Q7SBJ9,1.6033,1.6011
Q7SD11,2.4374,5.6196
Q7SF72,0.9181,1.6639
Q7SFQ7,0.5654,2.834
Q7SGF8,-1.585,3.9901
Q1K500,2.482,3.5345
Q1K5F4,1.0888,4.8059
Q7RYP9,3.9933,16.0798
Q7S600,2.821,2.1563
Q7SA61,0.4459,0.396
Q7SBC8,0.8888,4.0941
Q7SFZ1,2.2452,6.6645
U9W3P8,0.7104,2.8237
U9WGH1,3.1821,2.3689
A7UW18,2.266,1.7972
Q1K6M4,-0.1888,1.5804
Q1K6P5,2.6967,5.563
Q7RVN0,-0.0846,-0.6981
Q7SBT3,0.4748,4.4978
Q7SDF7,0.9397,0.0079
Q7SE02,5.8393,0.4778
Q7SGC0,3.9084,7.9623
Q7SHS5,-1.0457,1.5775
Q871W6,-1.6654,-1.1903
Q1K906,0.6974,1.9205
Q7RW27,0.9523,6.5683
Q7RXP9,-0.0489,-0.0108
Q7S8S2,1.2041,1.7416
Q7S9S1,2.2951,1.0525
Q7SA91,2.267,-0.4892
Q7SCL4,-0.0777,0.0296
Q7SH42,-0.8281,1.9517
O59953,0.1006,4.3108
Q1K4Q6,2.0814,3.1775
Q7RW10,0.3279,0.1213
Q7RZ98,0.5944,2.9667
Q7S014,2.9399,-0.5859
Q7S1Y5,3.5469,3.6715
Q7S9H0,1.2753,-0.3888
Q7SDQ3,5.141,4.1512
Q1K502,1.7541,-0.0463
Q7RWB1,3.4002,12.3497
Q7S029,6.3526,3.012
Q7S2A5,3.1984,6.3401
Q7S5G9,-1.3039,0.9096
Q7SAY3,1.6464,4.287
Q7SC85,2.5087,2.283
Q7SFV8,0.1219,2.6479
Q7SH58,8.9399,3.3077
U9W3C4,3.5357,1.4754
V5IKT8,-0.94,-1.434
Q7S117,0.3269,0.1801
Q7S5W5,3.6792,9.9989
Q7SBD1,1.6629,2.6391
Q7SEI3,0.1321,1.8743
Q870S2,4.0835,4.6574
Q96U60,-0.0812,4.6067
V5IN26,0.5967,0.5966
Q7RYM5,1.0735,0.4379
V5IPR6,0.529,0.6805
V5IQ81,2.532,0.6031
V5IRK0,6.0356,3.4074
A7UWG4,1.7026,4.5665
Q7RXV3,4.3315,2.8724
Q7S033,0.2145,1.6445
Q7S6I8,1.8266,3.2657
Q7S7Q4,5.5741,11.6458
Q7S861,0.5729,0.7555
Q7SDG8,-0.2241,3.1044
V5IRK5,1.0756,1.1012
Q7S2Q4,4.6693,9.3877
Q7SCR7,1.2751,-0.0443
Q7SF22,4.3404,5.9746
Q873B7,-0.754,-1.0577
V5IPP4,0.8299,1.974
Q1K6P6,1.6242,-0.8368
Q1K8P6,-0.2942,1.6717
Q7RXQ3,4.1399,3.209
Q7S031,1.4419,4.5078
Q7SB37,1.359,2.451
Q7SEZ0,-1.9123,-0.325
Q7SF63,0.4885,10.1056
V5IL65,2.9997,13.8965
V5IQB6,5.4329,4.3111
Q7S2D3,2.5335,8.1707
Q7S483,2.6719,2.101
Q7S4Q6,1.5635,-0.5493
Q7S4V3,-0.639,-1.2391
Q7S783,2.4877,6.4062
Q7S9C5,1.8245,1.9003
Q7SGR2,1.2915,2.5344
U9W4G5,1.2819,4.6456
V5ILN0,3.686,2.7743
V5ING0,2.3758,-0.3639
V5IP47,2.0808,4.6468
Q01306,3.421,0.396
Q1K814,2.6126,5.9646
Q1K836,4.4741,2.0437
Q7RY51,3.9417,19.93
Q7S2J5,-2.2866,-1.3232
Q7S3H8,-1.6877,0.8201
Q7S903,-1.0293,-0.4531
Q7SAH1,1.5831,3.6369
Q7SBY0,5.338,5.0938
Q7SDU4,2.0214,2.5677
V5IQP2,2.2848,2.6978
Q7S8S6,0.5134,-0.4673
U9WGX4,2.0809,2.4114
A7UX74,2.7576,2.0464
Q1K670,-0.9025,-0.0568
Q7RXD3,3.859,1.5165
Q7S3D4,-1.2191,0.0996
Q7S8K0,-0.472,1.0998
Q7SGE4,1.1843,2.1782
V5IQH8,0.1593,-0.1954
P78704,1.4765,1.6962
Q7S2G0,4.8531,1.9548
Q7S7G9,3.3277,6.7689
Q7S7W0,2.8915,0.4764
Q7S9L2,-1.4383,0.1312
Q7SDG5,4.1073,-0.3572
Q7SH07,-0.2241,0.541
V5IN85,4.8996,1.5287
Q7S9X6,0.9512,7.3479
Q7SAC0,0.946,1.6546
Q7SB01,0.8734,0.475
Q7SDE4,0.9944,8.3388
Q7SDG7,2.0228,0.5264
U9W8J1,-0.4577,-0.1906
Q7RV27,-1.2219,0.106
Q7RXA6,1.0457,3.0119
Q7S027,-0.8536,0.1259
Q7S1F5,1.6654,3.1524
Q7SI56,5.2514,4.2999
V5IQP5,2.8592,0.5103
A7UW14,3.6718,3.4412
Q1K946,3.2897,1.8202
Q7RYK9,6.3592,2.9451
Q7S0B9,2.4258,5.2357
Q7S1R5,2.1438,7.0855
Q7S2B2,0.4943,1.7667
Q7SCU2,2.6998,1.3192
Q7SEM4,3.6685,-0.2424
Q9P6B0,3.5352,2.2143
Q1K4U8,0.1572,0.3902
Q1K736,3.6761,1.4137
Q7RY86,1.1221,4.3547
Q7S0I0,1.339,1.6929
Q7S873,0.0731,2.2352
Q1K623,6.0546,1.9492
Q7RZC4,4.2851,4.1679
Q7S2D6,-1.4049,0.0223
Q7SAH8,3.5629,2.9997
V5IQP9,3.5058,13.5489
A7UWL1,2.2406,8.1393
Q01371,6.7515,2.162
Q7RYY7,0.802,1.4504
U9WGT4,6.6223,1.4371
V5IMU9,-1.3082,-0.211
V5IN79,2.9493,2.8922
P78706,-0.2023,1.6629
Q7RW35,4.1532,-0.324
Q7RW47,7.2428,12.9802
