chr	track	poi	end	ext_start	ext_end	value	origin
chrI	95	68582	68583	68525	68675	68600	in vivo
chrI	96	68794	68795	68719	68869	68794	in vivo
chrI	97	69734	69735	69659	69809	69734	in vivo
chrI	98	69794	69795	69659	69809	69734	in vivo
chrI	97	69734	69735	69719	69869	69794	in vivo
chrI	98	69794	69795	69719	69869	69794	in vivo
chrI	99	69910	69911	69835	69985	69910	in vivo
chrI	100	70211	70212	70136	70286	70211	in vivo
chrI	101	70436	70437	70361	70511	70436	in vivo
chrI	102	70902	70903	70827	70977	70902	in vivo
chrI	103	70940	70941	70827	70977	70902	in vivo
chrI	102	70902	70903	70865	71015	70940	in vivo
chrI	103	70940	70941	70865	71015	70940	in vivo
chrI	104	71004	71005	70865	71015	70940	in vivo
chrI	102	70902	70903	70879	71029	70954	in vivo
chrI	103	70940	70941	70879	71029	70954	in vivo
chrI	104	71004	71005	70879	71029	70954	in vivo
chrI	102	70902	70903	70879	71029	70954	pwm
chrI	103	70940	70941	70879	71029	70954	pwm
chrI	104	71004	71005	70879	71029	70954	pwm
chrI	102	70902	70903	70881	71031	70956	pwm
chrI	103	70940	70941	70881	71031	70956	pwm
chrI	104	71004	71005	70881	71031	70956	pwm
chrI	102	70902	70903	70893	71043	70968	in vivo
chrI	103	70940	70941	70893	71043	70968	in vivo
chrI	104	71004	71005	70893	71043	70968	in vivo
chrI	103	70940	70941	70929	71079	71004	in vivo
chrI	104	71004	71005	70929	71079	71004	in vivo
chrI	105	71084	71085	71009	71159	71084	in vivo
chrI	106	71182	71183	71107	71257	71182	in vivo
chrI	106	71182	71183	71107	71257	71182	pwm
chrI	106	71182	71183	71119	71269	71194	in vivo
chrI	107	71440	71441	71365	71515	71440	in vivo
chrI	108	73060	73061	72985	73135	73060	in vivo
chrI	109	76268	76269	76193	76343	76268	in vivo
chrI	110	76289	76290	76193	76343	76268	in vivo
chrI	109	76268	76269	76214	76364	76289	in vivo
chrI	110	76289	76290	76214	76364	76289	in vivo
chrI	109	76268	76269	76225	76375	76300	pwm
chrI	110	76289	76290	76225	76375	76300	pwm
chrI	109	76268	76269	76231	76381	76306	in vivo
chrI	110	76289	76290	76231	76381	76306	in vivo
chrI	111	78228	78229	78153	78303	78228	pwm
chrI	112	78380	78381	78305	78455	78380	pwm
chrI	113	80472	80473	80397	80547	80472	in vivo
chrI	114	80840	80841	80765	80915	80840	in vivo
chrI	115	82952	82953	82877	83027	82952	pwm
chrI	116	83482	83483	83407	83557	83482	pwm
chrI	117	84368	84369	84293	84443	84368	pwm
chrI	117	84368	84369	84302	84452	84377	in vivo
chrI	118	84556	84557	84481	84631	84556	in vivo
chrI	119	84580	84581	84481	84631	84556	in vivo
chrI	118	84556	84557	84505	84655	84580	pwm
chrI	119	84580	84581	84505	84655	84580	pwm
chrI	118	84556	84557	84515	84665	84590	pwm
chrI	119	84580	84581	84515	84665	84590	pwm
chrI	118	84556	84557	84533	84683	84608	in vivo
chrI	119	84580	84581	84533	84683	84608	in vivo
chrI	120	84784	84785	84709	84859	84784	in vivo
chrI	121	85107	85108	85032	85182	85107	pwm
chrI	122	86940	86941	86865	87015	86940	in vivo
chrI	123	87116	87117	87041	87191	87116	in vivo
chrI	124	87162	87163	87041	87191	87116	in vivo
chrI	123	87116	87117	87087	87237	87162	in vivo
chrI	124	87162	87163	87087	87237	87162	in vivo
chrI	125	87227	87228	87087	87237	87162	in vivo
chrI	123	87116	87117	87105	87255	87180	pwm
chrI	124	87162	87163	87105	87255	87180	pwm
chrI	125	87227	87228	87105	87255	87180	pwm
chrI	124	87162	87163	87152	87302	87227	in vivo
chrI	125	87227	87228	87152	87302	87227	in vivo
chrI	126	87391	87392	87316	87466	87391	in vivo
chrI	127	87772	87773	87697	87847	87772	in vivo
chrI	128	89409	89410	89334	89484	89409	pwm
chrI	129	89766	89767	89691	89841	89766	pwm
chrI	130	92372	92373	92297	92447	92372	in vivo
chrI	131	92668	92669	92593	92743	92668	in vivo
chrI	131	92668	92669	92603	92753	92678	in vivo
chrI	132	92808	92809	92733	92883	92808	in vivo
chrI	133	92978	92979	92903	93053	92978	in vivo
chrI	134	99104	99105	99029	99179	99104	pwm
chrI	135	99882	99883	99807	99957	99882	pwm
chrI	136	100482	100483	100407	100557	100482	pwm
chrI	137	101346	101347	101271	101421	101346	in vivo
chrI	138	102832	102833	102757	102907	102832	pwm
chrI	139	103360	103361	103285	103435	103360	pwm
chrI	140	104821	104822	104746	104896	104821	pwm
chrI	141	106541	106542	106466	106616	106541	pwm
chrI	142	106970	106971	106895	107045	106970	pwm
chrI	143	107776	107777	107701	107851	107776	pwm
chrI	144	107865	107866	107790	107940	107865	pwm
chrI	145	108760	108761	108685	108835	108760	in vivo
chrI	146	108796	108797	108685	108835	108760	in vivo
chrI	145	108760	108761	108721	108871	108796	in vivo
chrI	146	108796	108797	108721	108871	108796	in vivo
chrI	145	108760	108761	108721	108871	108796	pwm
chrI	146	108796	108797	108721	108871	108796	pwm
chrI	147	108918	108919	108843	108993	108918	pwm
chrI	148	109030	109031	108955	109105	109030	in vivo
chrI	149	109476	109477	109401	109551	109476	pwm
chrI	150	111522	111523	111447	111597	111522	pwm
chrI	151	113278	113279	113203	113353	113278	in vivo
chrI	152	113442	113443	113367	113517	113442	in vivo
chrI	153	113624	113625	113549	113699	113624	pwm
chrI	154	114032	114033	113957	114107	114032	pwm
chrI	154	114032	114033	113959	114109	114034	pwm
chrI	155	114216	114217	114141	114291	114216	pwm
chrI	156	116704	116705	116629	116779	116704	pwm
chrI	157	117864	117865	117789	117939	117864	pwm
chrI	158	118468	118469	118393	118543	118468	pwm
chrI	159	119758	119759	119683	119833	119758	pwm
chrI	160	120566	120567	120491	120641	120566	pwm
chrI	161	123072	123073	122997	123147	123072	pwm
chrI	162	123776	123777	123701	123851	123776	pwm
chrI	163	124112	124113	124037	124187	124112	in vivo
chrI	164	124509	124510	124434	124584	124509	in vivo
chrI	165	124603	124604	124528	124678	124603	in vivo
chrI	166	124642	124643	124528	124678	124603	in vivo
chrI	167	124667	124668	124528	124678	124603	in vivo
chrI	165	124603	124604	124567	124717	124642	in vivo
chrI	166	124642	124643	124567	124717	124642	in vivo
chrI	167	124667	124668	124567	124717	124642	in vivo
chrI	168	124712	124713	124567	124717	124642	in vivo
chrI	165	124603	124604	124592	124742	124667	in vivo
chrI	166	124642	124643	124592	124742	124667	in vivo
chrI	167	124667	124668	124592	124742	124667	in vivo
chrI	168	124712	124713	124592	124742	124667	in vivo
chrI	166	124642	124643	124607	124757	124682	in vivo
chrI	167	124667	124668	124607	124757	124682	in vivo
chrI	168	124712	124713	124607	124757	124682	in vivo
chrI	166	124642	124643	124607	124757	124682	pwm
chrI	167	124667	124668	124607	124757	124682	pwm
chrI	168	124712	124713	124607	124757	124682	pwm
chrI	166	124642	124643	124637	124787	124712	in vivo
chrI	167	124667	124668	124637	124787	124712	in vivo
chrI	168	124712	124713	124637	124787	124712	in vivo
chrI	167	124667	124668	124647	124797	124722	in vivo
chrI	168	124712	124713	124647	124797	124722	in vivo
chrI	169	128124	128125	128049	128199	128124	in vivo
chrI	170	129174	129175	129099	129249	129174	pwm
chrI	171	130278	130279	130203	130353	130278	pwm
chrI	172	130378	130379	130303	130453	130378	in vivo
chrI	173	130554	130555	130479	130629	130554	in vivo
chrI	174	130598	130599	130479	130629	130554	in vivo
chrI	173	130554	130555	130523	130673	130598	in vivo
chrI	174	130598	130599	130523	130673	130598	in vivo
chrI	175	132070	132071	131995	132145	132070	in vivo
chrI	176	132096	132097	131995	132145	132070	in vivo
chrI	177	132140	132141	131995	132145	132070	in vivo
chrI	175	132070	132071	132021	132171	132096	pwm
chrI	176	132096	132097	132021	132171	132096	pwm
chrI	177	132140	132141	132021	132171	132096	pwm
chrI	175	132070	132071	132027	132177	132102	in vivo
chrI	176	132096	132097	132027	132177	132102	in vivo
chrI	177	132140	132141	132027	132177	132102	in vivo
chrI	175	132070	132071	132065	132215	132140	in vivo
chrI	176	132096	132097	132065	132215	132140	in vivo
chrI	177	132140	132141	132065	132215	132140	in vivo
chrI	178	132256	132257	132181	132331	132256	in vivo
chrI	179	136816	136817	136741	136891	136816	in vivo
chrI	180	138506	138507	138431	138581	138506	in vivo
chrI	181	138554	138555	138431	138581	138506	in vivo
chrI	180	138506	138507	138443	138593	138518	pwm
chrI	181	138554	138555	138443	138593	138518	pwm
chrI	180	138506	138507	138479	138629	138554	in vivo
chrI	181	138554	138555	138479	138629	138554	in vivo
chrI	182	138741	138742	138666	138816	138741	in vivo
chrI	183	138907	138908	138832	138982	138907	in vivo
chrI	184	139076	139077	139001	139151	139076	in vivo
chrI	185	139166	139167	139091	139241	139166	in vivo
chrI	186	139274	139275	139199	139349	139274	in vivo
chrI	187	141623	141624	141548	141698	141623	in vivo
chrI	188	141702	141703	141627	141777	141702	in vivo
chrI	189	141790	141791	141715	141865	141790	in vivo
chrI	190	141813	141814	141715	141865	141790	in vivo
chrI	189	141790	141791	141738	141888	141813	in vivo
chrI	190	141813	141814	141738	141888	141813	in vivo
chrI	191	141867	141868	141738	141888	141813	in vivo
chrI	189	141790	141791	141757	141907	141832	pwm
chrI	190	141813	141814	141757	141907	141832	pwm
chrI	191	141867	141868	141757	141907	141832	pwm
chrI	189	141790	141791	141759	141909	141834	pwm
chrI	190	141813	141814	141759	141909	141834	pwm
chrI	191	141867	141868	141759	141909	141834	pwm
chrI	190	141813	141814	141792	141942	141867	in vivo
chrI	191	141867	141868	141792	141942	141867	in vivo
chrI	192	141912	141913	141792	141942	141867	in vivo
chrI	190	141813	141814	141801	141951	141876	in vivo
chrI	191	141867	141868	141801	141951	141876	in vivo
chrI	192	141912	141913	141801	141951	141876	in vivo
chrI	191	141867	141868	141837	141987	141912	in vivo
chrI	192	141912	141913	141837	141987	141912	in vivo
chrI	191	141867	141868	141842	141992	141917	in vivo
chrI	192	141912	141913	141842	141992	141917	in vivo
chrI	193	142070	142071	141995	142145	142070	in vivo
chrI	194	142912	142913	142837	142987	142912	pwm
chrI	194	142912	142913	142838	142988	142913	pwm
chrI	195	143472	143473	143397	143547	143472	in vivo
chrI	196	143560	143561	143485	143635	143560	in vivo
chrI	197	145265	145266	145190	145340	145265	pwm
chrI	198	146962	146963	146887	147037	146962	pwm
chrI	199	151288	151289	151213	151363	151288	in vivo
chrI	200	151452	151453	151377	151527	151452	in vivo
chrI	201	151620	151621	151545	151695	151620	in vivo
chrI	202	152078	152079	152003	152153	152078	in vivo
chrI	203	152184	152185	152109	152259	152184	in vivo
chrI	204	152860	152861	152785	152935	152860	pwm
chrI	205	154916	154917	154841	154991	154916	in vivo
chrI	206	155068	155069	154993	155143	155068	in vivo
chrI	207	155277	155278	155202	155352	155277	pwm
chrI	207	155277	155278	155203	155353	155278	pwm
chrI	208	158746	158747	158671	158821	158746	pwm
chrI	209	165548	165549	165473	165623	165548	in vivo
chrI	210	165770	165771	165695	165845	165770	in vivo
chrI	211	166036	166037	165961	166111	166036	in vivo
chrI	212	166114	166115	166039	166189	166114	in vivo
chrI	213	166210	166211	166135	166285	166210	in vivo
chrI	214	166296	166297	166221	166371	166296	in vivo
chrI	215	166380	166381	166305	166455	166380	in vivo
chrI	216	167164	167165	167089	167239	167164	pwm
chrI	217	168328	168329	168253	168403	168328	pwm
chrI	218	169696	169697	169621	169771	169696	in vivo
chrI	219	170097	170098	170022	170172	170097	pwm
chrI	220	170764	170765	170689	170839	170764	pwm
chrI	220	170764	170765	170690	170840	170765	pwm
chrI	221	171808	171809	171733	171883	171808	in vivo
chrI	222	172036	172037	171961	172111	172036	in vivo
chrI	223	173890	173891	173815	173965	173890	pwm
chrI	224	175260	175261	175185	175335	175260	in vivo
chrI	225	175428	175429	175353	175503	175428	in vivo
chrI	226	178630	178631	178555	178705	178630	pwm
chrI	227	180192	180193	180117	180267	180192	in vivo
chrI	228	180522	180523	180447	180597	180522	in vivo
chrI	229	180702	180703	180627	180777	180702	in vivo
chrI	230	180872	180873	180797	180947	180872	in vivo
chrI	231	181050	181051	180975	181125	181050	in vivo
chrI	232	181086	181087	180975	181125	181050	in vivo
chrI	231	181050	181051	181011	181161	181086	in vivo
chrI	232	181086	181087	181011	181161	181086	in vivo
chrI	233	181276	181277	181201	181351	181276	in vivo
chrI	234	181793	181794	181718	181868	181793	in vivo
chrI	235	182136	182137	182061	182211	182136	in vivo
chrI	236	182314	182315	182239	182389	182314	in vivo
chrI	237	182350	182351	182239	182389	182314	in vivo
chrI	236	182314	182315	182275	182425	182350	in vivo
chrI	237	182350	182351	182275	182425	182350	in vivo
chrI	238	182570	182571	182495	182645	182570	in vivo
chrI	239	182664	182665	182589	182739	182664	pwm
chrI	239	182664	182665	182591	182741	182666	pwm
chrI	239	182664	182665	182601	182751	182676	in vivo
chrI	240	182851	182852	182776	182926	182851	in vivo
chrI	241	183034	183035	182959	183109	183034	in vivo
chrI	242	183170	183171	183095	183245	183170	in vivo
chrI	243	183218	183219	183095	183245	183170	in vivo
chrI	242	183170	183171	183143	183293	183218	in vivo
chrI	243	183218	183219	183143	183293	183218	in vivo
chrI	244	183373	183374	183298	183448	183373	in vivo
chrI	245	183558	183559	183483	183633	183558	in vivo
chrI	246	183656	183657	183581	183731	183656	in vivo
chrI	247	184708	184709	184633	184783	184708	in vivo
chrI	248	184762	184763	184633	184783	184708	in vivo
chrI	247	184708	184709	184687	184837	184762	in vivo
chrI	248	184762	184763	184687	184837	184762	in vivo
chrI	249	184800	184801	184687	184837	184762	in vivo
chrI	248	184762	184763	184725	184875	184800	in vivo
chrI	249	184800	184801	184725	184875	184800	in vivo
chrI	250	185138	185139	185063	185213	185138	in vivo
chrI	251	187988	187989	187913	188063	187988	pwm
chrI	251	187988	187989	187914	188064	187989	pwm
chrI	252	189104	189105	189029	189179	189104	in vivo
chrI	253	189146	189147	189029	189179	189104	in vivo
chrI	252	189104	189105	189071	189221	189146	in vivo
chrI	253	189146	189147	189071	189221	189146	in vivo
chrI	254	189192	189193	189071	189221	189146	in vivo
chrI	253	189146	189147	189117	189267	189192	in vivo
chrI	254	189192	189193	189117	189267	189192	in vivo
chrI	255	189354	189355	189279	189429	189354	in vivo
chrI	256	189526	189527	189451	189601	189526	in vivo
chrI	256	189526	189527	189459	189609	189534	in vivo
chrI	256	189526	189527	189459	189609	189534	pwm
chrI	256	189526	189527	189461	189611	189536	in vivo
chrI	257	189710	189711	189635	189785	189710	in vivo
chrI	258	189834	189835	189759	189909	189834	pwm
chrI	258	189834	189835	189763	189913	189838	in vivo
chrI	259	189986	189987	189911	190061	189986	in vivo
chrI	260	190164	190165	190089	190239	190164	in vivo
chrI	261	190190	190191	190089	190239	190164	in vivo
chrI	260	190164	190165	190115	190265	190190	pwm
chrI	261	190190	190191	190115	190265	190190	pwm
chrI	260	190164	190165	190117	190267	190192	pwm
chrI	261	190190	190191	190117	190267	190192	pwm
chrI	262	190275	190276	190200	190350	190275	in vivo
chrI	263	190390	190391	190315	190465	190390	in vivo
chrI	264	190456	190457	190315	190465	190390	in vivo
chrI	263	190390	190391	190381	190531	190456	pwm
chrI	264	190456	190457	190381	190531	190456	pwm
chrI	265	190516	190517	190381	190531	190456	pwm
chrI	263	190390	190391	190383	190533	190458	pwm
chrI	264	190456	190457	190383	190533	190458	pwm
chrI	265	190516	190517	190383	190533	190458	pwm
chrI	264	190456	190457	190441	190591	190516	in vivo
chrI	265	190516	190517	190441	190591	190516	in vivo
chrI	266	190566	190567	190441	190591	190516	in vivo
chrI	267	190586	190587	190441	190591	190516	in vivo
chrI	265	190516	190517	190491	190641	190566	pwm
chrI	266	190566	190567	190491	190641	190566	pwm
chrI	267	190586	190587	190491	190641	190566	pwm
chrI	265	190516	190517	190511	190661	190586	in vivo
chrI	266	190566	190567	190511	190661	190586	in vivo
chrI	267	190586	190587	190511	190661	190586	in vivo
chrI	268	190684	190685	190609	190759	190684	in vivo
chrI	269	190858	190859	190783	190933	190858	in vivo
chrI	270	190906	190907	190783	190933	190858	in vivo
chrI	269	190858	190859	190793	190943	190868	pwm
chrI	270	190906	190907	190793	190943	190868	pwm
chrI	269	190858	190859	190831	190981	190906	in vivo
chrI	270	190906	190907	190831	190981	190906	in vivo
chrI	271	190956	190957	190831	190981	190906	in vivo
chrI	270	190906	190907	190881	191031	190956	in vivo
chrI	271	190956	190957	190881	191031	190956	in vivo
chrI	272	191291	191292	191216	191366	191291	in vivo
chrI	273	191314	191315	191216	191366	191291	in vivo
chrI	274	191336	191337	191216	191366	191291	in vivo
chrI	272	191291	191292	191239	191389	191314	pwm
chrI	273	191314	191315	191239	191389	191314	pwm
chrI	274	191336	191337	191239	191389	191314	pwm
chrI	272	191291	191292	191241	191391	191316	pwm
chrI	273	191314	191315	191241	191391	191316	pwm
chrI	274	191336	191337	191241	191391	191316	pwm
chrI	272	191291	191292	191261	191411	191336	pwm
chrI	273	191314	191315	191261	191411	191336	pwm
chrI	274	191336	191337	191261	191411	191336	pwm
chrI	272	191291	191292	191273	191423	191348	in vivo
chrI	273	191314	191315	191273	191423	191348	in vivo
chrI	274	191336	191337	191273	191423	191348	in vivo
chrI	275	191492	191493	191417	191567	191492	pwm
chrI	276	191544	191545	191417	191567	191492	pwm
chrI	275	191492	191493	191431	191581	191506	in vivo
chrI	276	191544	191545	191431	191581	191506	in vivo
chrI	275	191492	191493	191469	191619	191544	in vivo
chrI	276	191544	191545	191469	191619	191544	in vivo
chrI	277	191766	191767	191691	191841	191766	in vivo
chrI	278	191808	191809	191691	191841	191766	in vivo
chrI	277	191766	191767	191733	191883	191808	in vivo
chrI	278	191808	191809	191733	191883	191808	in vivo
chrI	279	191974	191975	191899	192049	191974	in vivo
chrI	280	191998	191999	191899	192049	191974	in vivo
chrI	281	192020	192021	191899	192049	191974	in vivo
chrI	279	191974	191975	191923	192073	191998	pwm
chrI	280	191998	191999	191923	192073	191998	pwm
chrI	281	192020	192021	191923	192073	191998	pwm
chrI	279	191974	191975	191925	192075	192000	pwm
chrI	280	191998	191999	191925	192075	192000	pwm
chrI	281	192020	192021	191925	192075	192000	pwm
chrI	279	191974	191975	191945	192095	192020	in vivo
chrI	280	191998	191999	191945	192095	192020	in vivo
chrI	281	192020	192021	191945	192095	192020	in vivo
chrI	282	192394	192395	192319	192469	192394	in vivo
chrI	283	192450	192451	192319	192469	192394	in vivo
chrI	282	192394	192395	192375	192525	192450	in vivo
chrI	283	192450	192451	192375	192525	192450	in vivo
chrI	284	192528	192529	192453	192603	192528	in vivo
chrI	285	192714	192715	192639	192789	192714	in vivo
chrI	286	196593	196594	196518	196668	196593	pwm
chrI	287	198532	198533	198457	198607	198532	in vivo
chrI	288	200520	200521	200445	200595	200520	pwm
chrI	288	200520	200521	200447	200597	200522	pwm
